"peak_id","medMz","medRt","log10_inten","class","formula","ppm_error","annotation"
530,779.2219,2.48,6.06,"Artifact","C29H46N7O10P1S3",-1.68,"Peak 43 C21H28N4O5S2 + Peak 4078 -> C29H46N7O10P1S3"
531,155.09,14.21,4.2,"Unknown","Unknown",-1.53,"Unknown"
532,533.3224,7.1,4.4,"Putative metabolite","C27H43N5O6",-2,"Adenosine C10H13N5O4 + C1O1 -> C11H13N5O5 + C16H30O1 -> C27H43N5O6"
533,289.8767,13.96,6.11,"Artifact","C4H6K4O5",-1.2,"2K-2H H-2K2 + C2H4O2 + C2H3K1O2 -> C4H5K3O4 + H1K1O1 -> C4H6K4O5"
534,289.8774,14.54,4.49,"Artifact","C2K1Na5O7",-1.53,"2Na-2H H-2Na2 + C1H1K1O3 + H1Na1O1 -> C1K1Na3O4 + C1H1Na1O3 -> C2H1K1Na4O7 + H-1Na1 -> C2K1Na5O7"
535,189.1198,12.96,6.14,"Artifact","[13]C1C7H16N2O3",-1.87,"N6-Acetyl-L-lysine C8H16N2O3 + [13]C1C-1 -> [13]C1C7H16N2O3"
536,189.1197,9.61,4.41,"Artifact","[13]C1C7H16N2O3",-1.34,"N6-Acetyl-L-lysine C8H16N2O3 + [13]C1C-1 -> [13]C1C7H16N2O3"
537,189.1197,8.64,4.17,"Artifact","[13]C1C7H16N2O3",-1.34,"N6-Acetyl-L-lysine C8H16N2O3 + [13]C1C-1 -> [13]C1C7H16N2O3"
538,429.1551,13.05,6.19,"Artifact","C16H28N3Na1O7S1",-1.25,"Peak 1704 C16H29N3O7S1 + H-1Na1 -> C16H28N3Na1O7S1"
539,473.2424,2.82,6.12,"Artifact","C26H35N1O7",-2.21,"Peak 3943 C27H37N1O8 - C1H2O1 -> C26H35N1O7"
540,523.3648,7.1,6.05,"Metabolite","C26H54N1O7P1",-1.93,"LysoPC(18:0) C26H54N1O7P1"
541,523.365,3.07,5.87,"Metabolite","C26H54N1O7P1",-2.31,"LysoPC(18:0) C26H54N1O7P1"
542,285.3035,6.26,5.14,"Putative metabolite","C18H39N1O1",-1.17,"Dihydroceramide C19H39N1O3 - C1O2 -> C18H39N1O1"
543,190.0845,4.24,5.95,"Artifact","C8H14O5",-1.98,"2-Methyl-3-ketovaleric acid C6H10O3 + C2H4O2 -> C8H14O5"
544,480.3052,3.07,5.85,"Artifact","[13]C1C22H46N1O7P1",-1.37,"LysoPE(0:0/18:1(11Z)) C23H46N1O7P1 + [13]C1C-1 -> [13]C1C22H46N1O7P1"
545,480.3046,7.1,6.07,"Artifact","[13]C1C22H46N1O7P1",-0.12,"LysoPE(0:0/18:1(11Z)) C23H46N1O7P1 + [13]C1C-1 -> [13]C1C22H46N1O7P1"
546,217.1147,11.65,4.66,"Artifact","[13]C1C8H16N2O4",-1.56,"Prolyl-Threonine C9H16N2O4 + [13]C1C-1 -> [13]C1C8H16N2O4"
547,217.1146,10.02,3.47,"Artifact","[13]C1C8H16N2O4",-1.1,"Prolyl-Threonine C9H16N2O4 + [13]C1C-1 -> [13]C1C8H16N2O4"
548,705.2024,2.48,6.11,"Artifact","C25H36N7O15P1",-2.41,"Peak 3803 C22H30N7O10P1 + C2H4O2 -> C24H34N7O12P1 + C1H2O3 -> C25H36N7O15P1"
549,280.0881,13.58,6.12,"Artifact","[13]C1C7H19N1Na1O6P1",0.08,"Glycerophosphocholine C8H20N1O6P1 + H-1Na1 -> C8H19N1Na1O6P1 + [13]C1C-1 -> [13]C1C7H19N1Na1O6P1"
550,555.1499,2.58,6.09,"Artifact","C26Cl1F1H31N1O7S1",-0.94,"Peak 296 C21Cl1F1H21N1O1S1 + Peak 2116 -> C26Cl1F1H31N1O7S1"
551,362.2072,9.07,4.63,"Putative metabolite","C17H26N6O3",-1.55,"Isopentenyladenine-9-N-glucoside C17H25N5O4 - H-1N-1O1 -> C17H26N6O3"
552,306.0764,14.16,6.14,"Artifact","C10H16N3O6S1",-1.37,"glutathione disulfide C20H32N6O12S2 / 2 -> C10H16N3O6S1"
553,306.0752,11.38,4.91,"Artifact","C9H20K1N2O5P1",-1.67,"N6-N6-N6-Trimethyllysine C9H20N2O2 + H1O3P1 + H-1K1 -> C9H20K1N2O5P1"
554,306.0751,11.83,5.07,"Artifact","C15H18O3S1Si1",-1.66,"Peak 98 C12H12O1S1 + C3H8O3Si1 -> C15H20O4S1Si1 - H2O1 -> C15H18O3S1Si1"
555,282.1681,4.7,6.11,"Metabolite","C12H26O7",-0.87,"Hexaethylene glycol C12H26O7"
556,174.0645,11.3,6.1,"Artifact","C6H10N2O4",-2.55,"2-Aminomuconic acid C6H7N1O4 + H3N1 -> C6H10N2O4"
557,483.1093,2.74,6.03,"Artifact","C14H33N1O9S3Si1",-1.3,"Peak 80 C14H28O6S3 + H2O3Si1 -> C14H30O9S3Si1 + H3N1 -> C14H33N1O9S3Si1"
558,198.0838,11.28,6.09,"Artifact","[13]C1C7H11N3O3",-2.04,"N-Acetylhistidine C8H11N3O3 + [13]C1C-1 -> [13]C1C7H11N3O3"
559,198.0853,13.86,5.25,"Artifact","[13]C1C5H16N1O4P1",-1.27,"Peak 231 C6H16N1O4P1 + [13]C1C-1 -> [13]C1C5H16N1O4P1"
560,198.0838,12.27,4.46,"Artifact","[13]C1C7H11N3O3",-2.04,"N-Acetylhistidine C8H11N3O3 + [13]C1C-1 -> [13]C1C7H11N3O3"
561,641.4301,2.48,6.08,"Artifact","C42F2H55N2O1",-2.89,"Peak 1058 C42F2H56N2O1 - H1 -> C42F2H55N2O1"
562,149.0704,9.2,6.14,"Metabolite","C6H7N5",-1.71,"6-Methyladenine C6H7N5"
563,246.1333,12.99,5.23,"Artifact","C9H18N4O4",-2.01,"Asparaginyl-Proline C9H15N3O4 + H3N1 -> C9H18N4O4"
564,246.1331,16.48,3.92,"Putative metabolite","C9H18N4O4",-1.2,"N-Acetyl-L-arginine C8H16N4O3 + C1H2O1 -> C9H18N4O4"
565,169.0546,13.38,6.15,"Artifact","[13]C1C4H9N2Na1O3",-0.94,"glutamine C5H10N2O3 + H-1Na1 -> C5H9N2Na1O3 + [13]C1C-1 -> [13]C1C4H9N2Na1O3"
566,169.0547,11.3,4.61,"Artifact","[13]C1C4H9N2Na1O3",-1.53,"Pyroglutamic acid C5H7N1O3 + H3N1 -> C5H10N2O3 + H-1Na1 -> C5H9N2Na1O3 + [13]C1C-1 -> [13]C1C4H9N2Na1O3"
567,169.0529,8.77,4.15,"Artifact","C11H7N1O1",-0.81,"Peak 494 C10H7N1 + C1H2O2 -> C11H9N1O2 - H2O1 -> C11H7N1O1"
568,537.1917,13.58,6.02,"Artifact","[13]C1C15H39N2Na1O12P2",-1.4,"Glycerophosphocholine C8H20N1O6P1 + Peak 57 -> C16H39N2Na1O12P2 + [13]C1C-1 -> [13]C1C15H39N2Na1O12P2"
569,538.1558,2.49,6.04,"Artifact","C22H26N4O12",-2,"Peak 3266 C22H25N3O13 + H3N1 -> C22H28N4O13 - H2O1 -> C22H26N4O12"
570,381.0759,13.88,6.04,"Artifact","[13]C1C11H21K1O11",-1.19,"Lactose C12H22O11 + H-1K1 -> C12H21K1O11 + [13]C1C-1 -> [13]C1C11H21K1O11"
571,381.076,14.83,5.25,"Artifact","[13]C1C11H21K1O11",-1.45,"Melibiose C12H22O11 + H-1K1 -> C12H21K1O11 + [13]C1C-1 -> [13]C1C11H21K1O11"
572,288.1882,11.29,6.08,"Artifact","[13]C1C12H25N3O4",-1.18,"Peak 112 C13H25N3O4 + [13]C1C-1 -> [13]C1C12H25N3O4"
573,926.2627,2.47,6.11,"Artifact","C45H46N6O12S2",-1.28,"Peak 23 C30H33N3O10S1 + Peak 4078 -> C45H46N6O12S2"
574,481.1302,2.61,6.04,"Putative metabolite","C15H23N5O13",-2,"AICA-riboside C9H14N4O5 - C5H8 -> C4H6N4O5 + C11H17N1O8 -> C15H23N5O13"
575,148.0731,13.39,6.15,"Artifact","[18]O1C5H10N2O2",1.94,"glutamine C5H10N2O3 + [18]O1O-1 -> [18]O1C5H10N2O2"
576,495.0669,13.85,5.97,"Artifact","C12H26K1N1O15S1",-1.77,"Lactose C12H22O11 + H3N1 -> C12H25N1O11 + H1K1O4S1 -> C12H26K1N1O15S1"
577,274.103,9.13,6.12,"Artifact","C10H19Na1O7",-0.56,"2,3-Butanediol glucoside C10H20O7 + H-1Na1 -> C10H19Na1O7"
578,274.103,4.25,5.11,"Artifact","C10H19Na1O7",-0.56,"2,3-Butanediol glucoside C10H20O7 + H-1Na1 -> C10H19Na1O7"
579,687.4846,4.25,6.01,"Metabolite","C37H70N1O8P1",-1.01,"PE(14:0/18:2(9Z,12Z)) C37H70N1O8P1"
580,687.4848,3.05,5.93,"Metabolite","C37H70N1O8P1",-1.3,"PE(14:0/18:2(9Z,12Z)) C37H70N1O8P1"
581,190.0334,11.76,4.15,"Putative metabolite","C7Cl1H11N2S1",-1.33,"Chlorpropamide C10Cl1H13N2O3S1 - C1O2 -> C9Cl1H13N2O1S1 - C2H2O1 -> C7Cl1H11N2S1"
582,190.0335,14.5,4.25,"Putative metabolite","C7Cl1H11N2S1",-1.86,"Chlorpropamide C10Cl1H13N2O3S1 - C1O2 -> C9Cl1H13N2O1S1 - C2H2O1 -> C7Cl1H11N2S1"
583,388.1799,2.78,6.07,"Artifact","[13]C2C20H26O6",-0.65,"Porson C22H26O6 + [13]C1C-1 -> [13]C1C21H26O6 + [13]C1C-1 -> [13]C2C20H26O6"
584,354.063,2.53,6.03,"Artifact","C10F2H12N4O8",-1.92,"Peak 1819 C10F2H11N3O5 + H1N1O3 -> C10F2H12N4O8"
585,354.0614,13.38,4.89,"Artifact","C10H15N4Na1O7Si1",-1.78,"Dyphylline C10H14N4O4 + H2O3Si1 -> C10H16N4O7Si1 + H-1Na1 -> C10H15N4Na1O7Si1"
586,354.0629,16.29,4.07,"Putative metabolite","C16Cl1H19N2O1S2",-0.47,"Dedimethylchlorpromazine C15Cl1H15N2S1 + C1H2O1 -> C16Cl1H17N2O1S1 + H2S1 -> C16Cl1H19N2O1S2"
587,484.3522,2.91,6.05,"Artifact","C26H48N2O6",-1.99,"Peak 172 C24H45N1O6 + C2H3N1 -> C26H48N2O6"
588,234.0539,7.25,6.13,"Metabolite","C12H10O5",-4.6,"7-Acetoxy-6-methoxycoumarin C12H10O5"
589,244.091,13.09,6.03,"Artifact","[13]C1C6H18N1O6P1",-1.93,"Glycerophosphocholine C8H20N1O6P1 - C1H2 + [13]C1C-1 -> [13]C1C6H18N1O6P1"
590,244.0924,4.63,4.42,"Putative metabolite","C7H12N6O4",-1.63,"Decarbamoylneosaxitoxin C9H16N6O4 - C2H4 -> C7H12N6O4"
591,199.0958,13.64,6.11,"Metabolite","C8H13N3O3",-0.55,"gamma-Glutamyl-beta-aminopropiononitrile C8H13N3O3"
592,199.096,11.29,5.08,"Artifact","C8H13N3O3",-1.55,"Thymine C5H6N2O2 + C1H4O1 -> C6H10N2O3 + C2H3N1 -> C8H13N3O3"
593,199.096,11.94,4.3,"Metabolite","C8H13N3O3",-1.55,"gamma-Glutamyl-beta-aminopropiononitrile C8H13N3O3"
594,310.1742,9.15,6.11,"Artifact","C12H26N2O7",-0.64,"2,3-Butanediol glucoside C10H20O7 + H3N1 -> C10H23N1O7 + C2H3N1 -> C12H26N2O7"
595,310.1725,14.32,5.83,"Artifact","[13]C1C14H23N3O4",-0.93,"Lysyl-Tyrosine C15H23N3O4 + [13]C1C-1 -> [13]C1C14H23N3O4"
596,310.1724,11.45,4.91,"Artifact","[13]C1C14H23N3O4",-0.61,"Lysyl-Tyrosine C15H23N3O4 + [13]C1C-1 -> [13]C1C14H23N3O4"
597,557.1637,2.51,6.03,"Artifact","C20H28N7O10P1",-0.31,"Peak 2758 C19H26N7O7P1 + C1H2O3 -> C20H28N7O10P1"
598,645.0384,13.78,5.85,"Artifact","C17H26K1N3O17P2",-1.47,"Uridine diphosphate-N-acetylglucosamine C17H27N3O17P2 + H-1K1 -> C17H26K1N3O17P2"
599,184.0252,13.35,6.09,"Artifact","C5H9K1N2O3",-0.96,"glutamine C5H10N2O3 + H-1K1 -> C5H9K1N2O3"
600,184.0255,11.3,4.68,"Artifact","C5H9K1N2O3",-2.59,"Pyroglutamic acid C5H7N1O3 + H3N1 -> C5H10N2O3 + H-1K1 -> C5H9K1N2O3"
601,561.2288,2.55,6.02,"Putative metabolite","C22H35N5O12",-1.03,"Arginyl-Proline C11H21N5O3 + C11H17N1O8 -> C22H38N6O11 - H3N1O-1 -> C22H35N5O12"
602,561.2292,4.23,4.47,"Putative metabolite","C22H35N5O12",-1.74,"Arginyl-Proline C11H21N5O3 + C11H17N1O8 -> C22H38N6O11 - H3N1O-1 -> C22H35N5O12"
603,291.1837,2.57,5.99,"Metabolite","C17H25N1O3",-0.88,"Cyclopentolate C17H25N1O3"
604,291.1855,7,4.75,"Unknown","Unknown",-1.39,"Unknown"
605,291.1838,3.81,5.24,"Metabolite","C17H25N1O3",-1.22,"Cyclopentolate C17H25N1O3"
606,625.1123,13.74,6.08,"Artifact","[13]C1C16H30N4O17P2",-1.32,"Uridine diphosphate-N-acetylglucosamine C17H27N3O17P2 + H3N1 -> C17H30N4O17P2 + [13]C1C-1 -> [13]C1C16H30N4O17P2"
607,489.2963,11.38,4.12,"Unknown","Unknown",-1.32,"Unknown"
608,187.0636,8.76,6.09,"Artifact","C11H9N1O2",-1.45,"Peak 494 C10H7N1 + C1H2O2 -> C11H9N1O2"
609,679.9236,13.93,6.02,"Artifact","C15H21K3N2O17P2",-1.37,"UDP-D-glucose C15H24N2O17P2 + H-1K1 -> C15H23K1N2O17P2 + H-2K2 -> C15H21K3N2O17P2"
610,130.0745,11.7,6.11,"Metabolite","C5H10N2O2",-2.09,"L-cis-3-Amino-2-pyrrolidinecarboxylic acid C5H10N2O2"
611,335.0802,13.55,6.05,"Artifact","C8H22N1O9P1Si1",-0.17,"Glycerophosphocholine C8H20N1O6P1 + H2O3Si1 -> C8H22N1O9P1Si1"
612,631.1468,2.63,6,"Artifact","C25Cl1H27N9O7P1",-1.33,"Peak 205 C11Cl1H11N2O1 + Peak 1121 -> C25Cl1H27N9O7P1"
613,348.0667,13.74,6.08,"Artifact","[13]C1C9H14N5O7P1",-0.75,"dGMP C10H14N5O7P1 + [13]C1C-1 -> [13]C1C9H14N5O7P1"
614,709.2663,2.5,6,"Artifact","C40H35N7O6",-2,"Peak 601 C34H31N3O5 + Peak 1740 -> C40H35N7O6"
615,185.0729,14.36,4.27,"Artifact","Ring_artifact_C9H19N3O1",-1.48,"Peak 47 C9H19N3O1 + Ring_artifact -> Ring_artifact_C9H19N3O1"
616,343.0844,13.01,6.06,"Artifact","C12H17N3O7Si1",-2.4,"Agaritinal C12H15N3O4 + H2O3Si1 -> C12H17N3O7Si1"
617,132.0207,13.82,5.97,"Artifact","C5H4.5N2O1.5P0.5",-0.66,"Peak 6246 C10H9N4O3P1 / 2 -> C5H4.5N2O1.5P0.5"
618,447.7244,13.86,5.8,"Artifact","[41]K1H2K3O12S3",-1.38,"2K-2H H-2K2 + H1K1O4S1 + H2O4S1 -> H1K3O8S2 + H1K1O4S1 -> H2K4O12S3 + [41]K1K-1 -> [41]K1H2K3O12S3"
619,272.2548,2.87,6,"Artifact","[13]C1C15H33N1O2",-1.16,"Undecanoylcholine C16H33N1O2 + [13]C1C-1 -> [13]C1C15H33N1O2"
620,608.0859,13.74,6.04,"Artifact","[13]C1C16H27N3O17P2",-1.6,"Uridine diphosphate-N-acetylglucosamine C17H27N3O17P2 + [13]C1C-1 -> [13]C1C16H27N3O17P2"
621,226.0359,11.28,6.03,"Artifact","C7H11K1N2O4",-1.38,"Tetrahydrodipicolinate C7H9N1O4 + H3N1 -> C7H12N2O4 + H-1K1 -> C7H11K1N2O4"
622,254.0904,17.09,4.38,"Metabolite","C11H14N2O5",-0.51,"Nicotinamide riboside C11H14N2O5"
623,703.1865,2.51,5.98,"Artifact","C25H38N7O11P1S1Si1",-1.15,"Cefprozil C18H19N3O5S1 + Peak 8956 -> C25H36N7O8P1S1 + H2O3Si1 -> C25H38N7O11P1S1Si1"
624,269.8,13.9,5.92,"Artifact","[41]K1K3O5S1",-1.52,"2K-2H H-2K2 + H1K1O4S1 + H1K1O1 -> K4O5S1 + [41]K1K-1 -> [41]K1K3O5S1"
625,336.1994,10.64,4.28,"Unknown","Unknown",-1.36,"Unknown"
626,163.0224,13.03,6.09,"Artifact","C4H7N1Na2O3",-1.64,"threonine C4H9N1O3 + H-2Na2 -> C4H7N1Na2O3"
627,297.1077,7.91,6.1,"Metabolite","C11H15N5O5",-1.28,"7-Methylguanosine C11H15N5O5"
628,374.0917,13.88,5.79,"Artifact","C11H23N2O8P1S1",-1.14,"Peak 5932 C10H19N2O7P1S1 + C1H4O1 -> C11H23N2O8P1S1"
629,444.3288,2.72,6.02,"Artifact","[13]C1C23H45N1O6",-1.7,"Sorbitan palmitate C22H42O6 + C2H3N1 -> C24H45N1O6 + [13]C1C-1 -> [13]C1C23H45N1O6"
630,429.2709,13.27,4.57,"Artifact","C18H35N7O5",-2.17,"N-Acetyl-L-arginine C8H16N4O3 + Peak 7067 -> C18H35N7O5"
631,303.1545,13.69,6.05,"Metabolite","C11H21N5O5",-0.76,"Arginyl-Glutamic acid C11H21N5O5"
632,303.1547,14.13,5.81,"Metabolite","C11H21N5O5",-1.42,"Arginyl-Glutamic acid C11H21N5O5"
633,303.1547,13.16,5.22,"Artifact","C11H21N5O5",-1.42,"Peak 1088 C11H18N4O5 + H3N1 -> C11H21N5O5"
634,303.1547,14.83,4.95,"Metabolite","C11H21N5O5",-1.42,"Arginyl-Glutamic acid C11H21N5O5"
635,385.7146,13.88,5.81,"Artifact","H-1K5O8S2",-1.12,"KHSO4 H1K1O4S1 + H-1K1 + Peak 55 -> H-1K5O8S2"
636,758.566,4.37,6.08,"Artifact","[13]C1C41H80N1O8P1",-0.65,"PC(14:0/20:2(11Z,14Z)) C42H80N1O8P1 + [13]C1C-1 -> [13]C1C41H80N1O8P1"
637,758.5666,3.07,5.86,"Artifact","[13]C1C41H80N1O8P1",-1.44,"PC(14:0/20:2(11Z,14Z)) C42H80N1O8P1 + [13]C1C-1 -> [13]C1C41H80N1O8P1"
638,247.1424,12.74,5.27,"Metabolite","C11H21N1O5",-1.73,"Hydroxybutyrylcarnitine C11H21N1O5"
639,271.8469,13.85,5.9,"Artifact","H2K2O8S2",-1.39,"KHSO4 H1K1O4S1 + H1K1O4S1"
640,203.1274,14.75,6.07,"Metabolite","C8H17N3O3",-2.01,"Glycyl-Lysine C8H17N3O3"
641,203.1274,14.24,5.76,"Metabolite","C8H17N3O3",-2.01,"Glycyl-Lysine C8H17N3O3"
642,203.1274,12.95,5.11,"Metabolite","C8H17N3O3",-2.01,"Glycyl-Lysine C8H17N3O3"
643,203.1274,12.23,4.04,"Metabolite","C8H17N3O3",-2.01,"Glycyl-Lysine C8H17N3O3"
644,176.1158,16.84,6.22,"Artifact","[18]O1C6H14N4O1",0.69,"L-Arginine C6H14N4O2 + [18]O1O-1 -> [18]O1C6H14N4O1"
645,321.0707,2.55,6,"Putative metabolite","C12H19N1O5S2",-0.73,"(E)-4-Isothiocyanato-1-(methylthio)-1-butene C6H9N1S2 + C6H10O5 -> C12H19N1O5S2"
646,372.0912,2.54,5.98,"Putative metabolite","C15H21N2O5P1S1",-0.86,"Leucyl-phenylalanine C15H22N2O3 + H1O3P1 -> C15H23N2O6P1 + S1 -> C15H23N2O6P1S1 - H2O1 -> C15H21N2O5P1S1"
647,581.65,13.86,5.76,"Artifact","H3K5O16S4",-1.85,"KHSO4 H1K1O4S1 + H-1K1 + H1K1O4S1 -> H1K3O8S2 + Peak 639 -> H3K5O16S4"
648,511.4092,2.8,5.97,"Unknown","Unknown",-1.32,"Unknown"
649,274.1838,13.09,6.04,"Artifact","[13]C1C10H23N5O3",-1.3,"Arginyl-Valine C11H23N5O3 + [13]C1C-1 -> [13]C1C10H23N5O3"
650,726.3858,2.45,6,"Artifact","C37H64Ni1O10",-0.7,"Peak 1266 C37H66O10 + H-2Ni1 -> C37H64Ni1O10"
651,301.1893,7.19,5.46,"Putative metabolite","C15H27N1O5",-1.25,"Glycerol tributanoate C15H26O6 - H-1N-1O1 -> C15H27N1O5"
652,187.0671,12.92,5.27,"Putative metabolite","C8H13N1O2S1",-2.14,"S-Prenyl-L-cysteine C8H15N1O2S1 - H2 -> C8H13N1O2S1"
653,187.0677,11.32,4.37,"Artifact","[13]C1C6H10N2O4",-1.54,"Pyroglutamylglycine C7H10N2O4 + [13]C1C-1 -> [13]C1C6H10N2O4"
654,433.2631,2.09,3.61,"Unknown","Unknown",-1.33,"Unknown"
655,126.0432,11.3,5.96,"Metabolite","C5H6N2O2",-2.16,"Thymine C5H6N2O2"
656,126.0432,4.23,5.02,"Metabolite","C5H6N2O2",-2.16,"Thymine C5H6N2O2"
657,226.1069,11.85,6.03,"Metabolite","C9H14N4O3",-1.37,"Carnosine C9H14N4O3"
658,226.107,15.51,3.88,"Artifact","[13]C1C7H19N1O4S1",-0.74,"Peak 4403 C8H19N1O4S1 + [13]C1C-1 -> [13]C1C7H19N1O4S1"
659,335.8458,13.96,6.02,"Artifact","C4H4K4O8",-1.06,"2K-2H H-2K2 + C1H1K1O3 + C1H1K1O3 -> C2K4O6 + C2H4O2 -> C4H4K4O8"
660,294.0593,7.67,6.05,"Artifact","C10H7N8Na1O2",-1.14,"hypoxanthine C5H4N4O1 + Peak 238 -> C10H7N8Na1O2"
661,853.2409,2.47,5.95,"Artifact","C31H40N11O16P1",-1.98,"Peak 3667 C30H38N11O13P1 + C1H2O3 -> C31H40N11O16P1"
662,464.9862,14,6.03,"Artifact","C10H14K1N5O10P2",-1.94,"dGDP C10H15N5O10P2 + H-1K1 -> C10H14K1N5O10P2"
663,575.4042,2.85,5.91,"Putative metabolite","C30H57N1O9",-1.51,"(R)-Pantothenic acid 4'-O-b-D-glucoside C15H27N1O10 - C1O2 -> C14H27N1O8 + C16H30O1 -> C30H57N1O9"
664,185.0956,8.54,6.05,"Putative metabolite","C11H11N3",-1.63,"Tryptophanamide C11H13N3O1 - H2O1 -> C11H11N3"
665,310.1744,4.26,5.05,"Artifact","C12H26N2O7",-1.29,"2,3-Butanediol glucoside C10H20O7 + H3N1 -> C10H23N1O7 + C2H3N1 -> C12H26N2O7"
666,194.1157,4.53,7.88,"Metabolite","C8H18O5",-1.42,"Tetraethylene glycol C8H18O5"
667,221.0223,14.35,6.01,"Artifact","C5H13K1N1O4P1",-1.69,"Phosphorylcholine C5H14N1O4P1 + H-1K1 -> C5H13K1N1O4P1"
668,316.1593,13.58,6.01,"Putative metabolite","C18F1H21N2O2",-1.88,"Didemethylcitalopram C18F1H17N2O1 + H2O1 -> C18F1H19N2O2 + H2 -> C18F1H21N2O2"
669,316.157,14.81,4.48,"Metabolite","C13H24N4O3S1",-0.28,"Timolol C13H24N4O3S1"
670,476.2612,2.79,6.02,"Artifact","[13]C1C23H40K1N2O5",-0.87,"methylnicotinamide C7H9N2O1 + C16H30O1 + C1H1K1O3 -> C24H40K1N2O5 + [13]C1C-1 -> [13]C1C23H40K1N2O5"
671,476.2563,7.12,4.72,"Artifact","B1C21H33N6O6",-1.76,"Peak 2435 C21H34N6O5 + B1H-1O1 -> B1C21H33N6O6"
672,319.215,2.49,5.94,"Metabolite","C19H29N1O3",-0.8,"Homocapsaicin C19H29N1O3"
673,319.2151,3.7,4.93,"Metabolite","C19H29N1O3",-1.12,"Homocapsaicin C19H29N1O3"
674,283.1284,12.95,6.01,"Artifact","C11H17N5O4",-1.22,"Peak 1532 C7H11N3O4 + C2H3N1 -> C9H14N4O4 + C2H3N1 -> C11H17N5O4"
675,483.6824,13.87,5.69,"Artifact","H1K5O12S3",-1.76,"2K-2H H-2K2 + H1K1O4S1 + Peak 639 -> H1K5O12S3"
676,283.092,9.74,6.07,"Metabolite","C10H13N5O5",-1.17,"guanosine C10H13N5O5"
677,449.2633,7.75,4.16,"Putative metabolite","C21H39N1O9",-1.82,"5,6-Dihydroxyprostaglandin F1a C20H36O7 + H3N1 -> C20H39N1O7 + C1O2 -> C21H39N1O9"
678,491.3106,7.1,4.76,"Putative metabolite","C25H49N1O4S2",-0.61,"8-[(Aminomethyl)sulfanyl]-6-sulfanyloctanoic acid C9H19N1O2S2 + O1 -> C9H19N1O3S2 + C16H30O1 -> C25H49N1O4S2"
679,421.0294,14.09,6.01,"Artifact","C11H17K1N3O10P1",-1.28,"CMP C9H14N3O8P1 + C2H3K1O2 -> C11H17K1N3O10P1"
680,256.1175,13.87,6.02,"Metabolite","C10H16N4O4",-1.35,"2-(3-Carboxy-3-aminopropyl)-L-histidine C10H16N4O4"
681,256.1175,11.96,5.59,"Metabolite","C10H16N4O4",-1.35,"2-(3-Carboxy-3-aminopropyl)-L-histidine C10H16N4O4"
682,185.0691,13.8,5.91,"Artifact","C8H11N1O4",-1.58,"N-acetyl-L-2-aminoadipate(2-) C8H13N1O5 - H2O1 -> C8H11N1O4"
683,185.0692,11.28,4.63,"Artifact","C8H11N1O4",-2.12,"3-Hydroxyanthranilic acid C7H7N1O3 + C1H4O1 -> C8H11N1O4"
684,782.1778,13.72,5.95,"Artifact","C23H40N6O20P2",-0.69,"citrulline C6H13N3O3 + Peak 154 -> C23H40N6O20P2"
685,445.2467,2.79,6.02,"Putative metabolite","C25H35N1O6",-0.59,"Glycinoeclepin A C25H34O7 - H-1N-1O1 -> C25H35N1O6"
686,154.0721,16.27,6.04,"Artifact","C5H11N2Na1O2",-1.8,"ornithine C5H12N2O2 + H-1Na1 -> C5H11N2Na1O2"
687,179.8645,13.96,6.01,"Artifact","[41]K2C1H-1K1O3",-1.24,"2K-2H H-2K2 + C1H1K1O3 + [41]K1K-1 -> [41]K1C1H-1K2O3 + [41]K1K-1 -> [41]K2C1H-1K1O3"
688,330.1653,13.69,6.04,"Artifact","C12H22N6O5",-0.4,"Arginyl-Glutamic acid C11H21N5O5 + C1H1N1 -> C12H22N6O5"
689,555.4355,2.85,5.91,"Unknown","Unknown",-1.31,"Unknown"
690,145.1105,2.93,6.27,"Metabolite","C7H15N1O2",-1.53,"Acetylcholine C7H15N1O2"
691,215.1889,3.02,5.94,"Metabolite","C12H25N1O2",-1.72,"Heptanoylcholine C12H25N1O2"
692,231.1011,11.96,6.03,"Metabolite","C12H13N3O2",-1.4,"Isocarboxazid C12H13N3O2"
693,339.0741,13.96,5.94,"Artifact","C10H17N3O8S1",-1.37,"Peak 3761 C8H14N2O8S1 + C2H3N1 -> C10H17N3O8S1"
694,447.2841,7.1,5.61,"Putative metabolite","C22H41N1O8",-1.97,"Undecanoylcholine C16H33N1O2 + C6H8O6 -> C22H41N1O8"
695,333.8666,13.96,5.97,"Artifact","C5H6K4O7",-1.26,"2K-2H H-2K2 + C1H1K1O3 + C2H3K1O2 -> C3H2K4O5 + C2H4O2 -> C5H6K4O7"
696,333.8674,14.52,4.29,"Artifact","C3K1Na5O9",-1.84,"2Na-2H H-2Na2 + C1H1K1O3 + C1H1Na1O3 -> C2K1Na3O6 + H-1Na1 -> C2H-1K1Na4O6 + C1H1Na1O3 -> C3K1Na5O9"
697,205.0484,14.38,5.96,"Artifact","C5H13N1Na1O4P1",-2,"Phosphorylcholine C5H14N1O4P1 + H-1Na1 -> C5H13N1Na1O4P1"
698,202.0457,10.4,4.3,"Putative metabolite","C12H10O1S1",-2.3,"4-[2,2'-Bithiophen-5-yl]-3-butyn-1-ol C12H10O1S2 - S1 -> C12H10O1S1"
699,423.3563,2.72,5.92,"Artifact","C22H49N1O6",-0.74,"Peak 4717 C21H42O5 + H3N1 -> C21H45N1O5 + C1H4O1 -> C22H49N1O6"
