"peak_id","medMz","medRt","log10_inten","class","formula","ppm_error","annotation"
398,849.6241,2.13,4.6,"Metabolite","C49H88N1O8P1",0.77,"PE(20:4(5Z,8Z,11Z,14Z)/24:1(15Z)) C49H88N1O8P1"
399,458.3373,2.13,4.11,"Artifact","[13]C1C31H43N1O1",1.13,"Peak 337 C33H45N1O2 + [13]C1C-1 -> [13]C1C32H45N1O2 - C1H2O1 -> [13]C1C31H43N1O1"
400,457.3338,2.13,4.64,"Artifact","C32H43N1O1",1.45,"Peak 337 C33H45N1O2 - C1H2O1 -> C32H43N1O1"
401,473.3289,2.13,4.5,"Unknown","Unknown",0.01,"Unknown"
402,528.3965,2.13,4.35,"Artifact","C37H52O2",0.44,"Peak 331 C36H50O2 + C1H4O1 -> C37H54O3 - H2O1 -> C37H52O2"
403,465.3093,2.13,4.46,"Metabolite","C26H43N1O6",-0.56,"Glycocholic acid C26H43N1O6"
404,379.236,2.13,4.45,"Artifact","C21H33N1O5",-0.33,"Cortisol C21H30O5 + H3N1 -> C21H33N1O5"
405,783.5777,2.13,4.09,"Metabolite","C44H82N1O8P1",0.13,"PC(14:1(9Z)/22:2(13Z,16Z)) C44H82N1O8P1"
406,662.4755,2.13,4.23,"Artifact","C39H66O8",0.41,"Peak 516 C40H68O9 - C1H2O1 -> C39H66O8"
407,474.3494,2.13,4.12,"Putative metabolite","C33H46O2",0.8,"Methyl (7Z,9Z,9'Z)-6'-apo-y-caroten-6'-oate C33H44O2 + H2 -> C33H46O2"
408,545.3362,2.14,3.65,"Putative metabolite","C32H43N5O3",0.72,"Mauritine A C32H41N5O5 + C1H2 -> C33H43N5O5 - C1O2 -> C32H43N5O3"
409,783.5613,2.14,4.72,"Artifact","[13]C1C42H79N2O8P1",-0.69,"PC(15:0/18:3(6Z,9Z,12Z)) C41H76N1O8P1 + [13]C1C-1 -> [13]C1C40H76N1O8P1 + C2H3N1 -> [13]C1C42H79N2O8P1"
410,744.5501,2.14,4.8,"Artifact","[13]C1C40H78N1O8P1",-0.32,"PC(15:0/18:2(9Z,12Z)) C41H78N1O8P1 + [13]C1C-1 -> [13]C1C40H78N1O8P1"
411,799.6096,2.14,5.35,"Metabolite","C45H86N1O8P1",-0.62,"PC(15:0/22:2(13Z,16Z)) C45H86N1O8P1"
412,823.6101,2.14,5.11,"Artifact","C47H86N1O8P1",-1.21,"Peak 353 C47H88N1O9P1 - H2O1 -> C47H86N1O8P1"
413,576.4026,2.14,4.19,"Artifact","C34H56O7",0.01,"22-Acetylpriverogenin B C32H52O5 + C2H4O2 -> C34H56O7"
414,746.5663,2.14,4.83,"Artifact","[13]C1C40H80N1O8P1",-1.06,"PC(15:0/18:1(11Z)) C41H80N1O8P1 + [13]C1C-1 -> [13]C1C40H80N1O8P1"
415,888.4913,2.14,5.81,"Artifact","C50H74Na1O10P1",0.48,"PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) C50H75O10P1 + H-1Na1 -> C50H74Na1O10P1"
416,847.609,2.14,5.17,"Artifact","C54H82N1Na1O5",0.08,"Peak 348 C54H85N1O6 + H-1Na1 -> C54H84N1Na1O6 - H2O1 -> C54H82N1Na1O5"
417,798.597,2.14,4.75,"Artifact","[13]C1C44H84N1O8P1",-0.24,"PE(18:1(11Z)/22:2(13Z,16Z)) C45H84N1O8P1 + [13]C1C-1 -> [13]C1C44H84N1O8P1"
418,717.5311,2.14,5.6,"Metabolite","C39H76N1O8P1",-0.34,"PC(15:0/16:1(9Z)) C39H76N1O8P1"
419,825.626,2.14,4.86,"Artifact","C54H83N1O5",1.36,"Peak 348 C54H85N1O6 - H2O1 -> C54H83N1O5"
420,377.2204,2.14,3.98,"Artifact","C21H31N1O5",-0.47,"Aldosterone C21H28O5 + H3N1 -> C21H31N1O5"
421,407.2673,2.14,4.95,"Putative metabolite","C23H37N1O5",-0.31,"Leukotriene B4 dimethylamide C22H37N1O3 + C1O2 -> C23H37N1O5"
422,807.5613,2.14,4.89,"Artifact","[13]C1C44H79N2O8P1",-0.67,"PC(15:0/20:5(5Z,8Z,11Z,14Z,17Z)) C43H76N1O8P1 + [13]C1C-1 -> [13]C1C42H76N1O8P1 + C2H3N1 -> [13]C1C44H79N2O8P1"
423,739.5157,2.14,4.85,"Metabolite","C41H74N1O8P1",-0.67,"PC(15:0/18:4(6Z,9Z,12Z,15Z)) C41H74N1O8P1"
424,365.2203,2.14,4.69,"Artifact","C20H31N1O5",-0.21,"Gibberellin A110 C20H28O5 + H3N1 -> C20H31N1O5"
425,350.0097,2.14,4.73,"Metabolite","C15H10O8S1",-0.18,"Apigenin 7-sulfate C15H10O8S1"
426,828.6443,2.14,4.58,"Artifact","[13]C1C46H90N1O8P1",-0.65,"PE(18:1(11Z)/24:1(15Z)) C47H90N1O8P1 + [13]C1C-1 -> [13]C1C46H90N1O8P1"
427,356.1988,2.14,4.13,"Artifact","Ring_artifact_C15H20N2O6S1",-0.06,"Peak 234 C15H20N2O6S1 + Ring_artifact -> Ring_artifact_C15H20N2O6S1"
428,435.2987,2.14,4.14,"Artifact","C25H41N1O5",-0.52,"Glycocholic acid C26H43N1O6 - C1H2O1 -> C25H41N1O5"
429,961.5135,2.14,4.48,"Artifact","C50H80N1O13P1Si1",0.16,"PS(22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z)) C50H78N1O10P1 + H2O3Si1 -> C50H80N1O13P1Si1"
430,331.1565,2.14,4.47,"Metabolite","C14H25N3O4S1",0.23,"Alitame C14H25N3O4S1"
431,359.1879,2.14,4.43,"Putative metabolite","C16H29N3O4S1",-0.06,"Alitame C14H25N3O4S1 + C2H4 -> C16H29N3O4S1"
432,346.1927,2.14,4.38,"Artifact","C16H30N2O4S1",-0.21,"Peak 277 C16H32N2O5S1 - H2O1 -> C16H30N2O4S1"
433,408.2706,2.14,4.29,"Artifact","[13]C1C22H37N1O5",-0.18,"Peak 421 C23H37N1O5 + [13]C1C-1 -> [13]C1C22H37N1O5"
434,448.3022,2.14,4.16,"Artifact","[13]C1C25H41N1O5",-0.83,"Glycocholic acid C26H43N1O6 - H2O1 -> C26H41N1O5 + [13]C1C-1 -> [13]C1C25H41N1O5"
435,374.2238,2.14,4.12,"Putative metabolite","C18H34N2O4S1",0.34,"(9E)-10-nitrooctadecenoic Acid C18H33N1O4 + H1N1 -> C18H34N2O4 + S1 -> C18H34N2O4S1"
436,611.4558,2.14,3.99,"Artifact","C33H66N1Na1O5S1",0.23,"Peak 278 C33H67N1O5S1 + H-1Na1 -> C33H66N1Na1O5S1"
437,771.5785,2.14,4.69,"Metabolite","C43H82N1O8P1",-0.9,"PC(15:0/20:2(11Z,14Z)) C43H82N1O8P1"
438,773.5936,2.14,5.23,"Metabolite","C43H84N1O8P1",-0.19,"PC(15:0/20:1(11Z)) C43H84N1O8P1"
439,648.46,2.14,4.38,"Putative metabolite","C38H64O8",0.18,"Mosinone A C37H64O7 + C1O1 -> C38H64O8"
440,636.5114,2.14,4.6,"Artifact","C34H72N2O6S1",-0.46,"Peak 391 C34H69N1O6S1 + H3N1 -> C34H72N2O6S1"
441,364.1887,2.14,4.62,"Metabolite","C20H28O6",-0.31,"12-Oxo-20-carboxy-leukotriene B4 C20H28O6"
442,351.2045,2.14,4.56,"Metabolite","C19H29N1O5",0.21,"Dipivefrin C19H29N1O5"
443,905.4687,2.14,4.36,"Artifact","[13]C1C49H74K1O10P1",0.36,"PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) C50H75O10P1 + H-1K1 -> C50H74K1O10P1 + [13]C1C-1 -> [13]C1C49H74K1O10P1"
444,498.3859,2.14,4.16,"Artifact","C36H50O1",0.53,"Peak 308 C36H52O2 - H2O1 -> C36H50O1"
445,483.3496,2.14,4.26,"Artifact","C34H45N1O1",1.07,"Peak 407 C33H46O2 + C1H1N1 -> C34H47N1O2 - H2O1 -> C34H45N1O1"
446,637.5145,2.14,4.15,"Artifact","[13]C1C33H72N2O6S1",-0.06,"Peak 391 C34H69N1O6S1 + H3N1 -> C34H72N2O6S1 + [13]C1C-1 -> [13]C1C33H72N2O6S1"
447,890.4999,2.14,4.95,"Artifact","[13]C2C48H74Na1O10P1",-1.64,"PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) C50H75O10P1 + H-1Na1 -> C50H74Na1O10P1 + [13]C1C-1 -> [13]C1C49H74Na1O10P1 + [13]C1C-1 -> [13]C2C48H74Na1O10P1"
448,774.5969,2.15,4.89,"Artifact","[13]C1C42H84N1O8P1",-0.12,"PC(15:0/20:1(11Z)) C43H84N1O8P1 + [13]C1C-1 -> [13]C1C42H84N1O8P1"
449,747.5781,2.15,4.24,"Metabolite","C41H82N1O8P1",-0.39,"PC(15:0/18:0) C41H82N1O8P1"
450,759.5776,2.15,4.6,"Metabolite","C42H82N1O8P1",0.27,"PC(14:0/20:1(11Z)) C42H82N1O8P1"
451,904.4656,2.15,4.58,"Artifact","C50H74K1O10P1",0.07,"PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) C50H75O10P1 + H-1K1 -> C50H74K1O10P1"
452,434.2866,2.15,4.08,"Artifact","[13]C1C24H39N1O5",-0.97,"Peak 396 C25H39N1O5 + [13]C1C-1 -> [13]C1C24H39N1O5"
453,691.5147,2.15,4.29,"Metabolite","C37H74N1O8P1",0.73,"PC(14:0/15:0) C37H74N1O8P1"
454,569.4084,2.15,4.15,"Putative metabolite","C35H55N1O5",-0.66,"Pancuronium C35H58N2O4 - H3N1O-1 -> C35H55N1O5"
455,865.4956,2.15,4.5,"Artifact","[13]C1C47H74Na1O10P1",-0.6,"Peak 505 C48H73O9P1 + H1Na1O1 -> C48H74Na1O10P1 + [13]C1C-1 -> [13]C1C47H74Na1O10P1"
456,871.5372,2.15,4.6,"Artifact","C49H78N1O10P1",-0.99,"PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:3(5Z,8Z,11Z)) C48H77O10P1 + C1H1N1 -> C49H78N1O10P1"
457,967.6221,2.15,5.1,"Unknown","Unknown",0.02,"Unknown"
458,850.5071,2.15,5.22,"Artifact","[13]C2C48H73O9P1",-1.38,"PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) C50H75O10P1 + [13]C1C-1 -> [13]C1C49H75O10P1 - H2O1 -> [13]C1C49H73O9P1 + [13]C1C-1 -> [13]C2C48H73O9P1"
459,806.558,2.15,5.18,"Artifact","C45H79N2O8P1",-0.74,"PC(15:0/20:5(5Z,8Z,11Z,14Z,17Z)) C43H76N1O8P1 + C2H3N1 -> C45H79N2O8P1"
460,780.5425,2.15,4.5,"Artifact","C43H77N2O8P1",-0.96,"PC(15:0/18:4(6Z,9Z,12Z,15Z)) C41H74N1O8P1 + C2H3N1 -> C43H77N2O8P1"
461,883.5364,2.15,7.21,"Metabolite","C50H78N1O10P1",-0.07,"PS(22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z)) C50H78N1O10P1"
462,885.5453,2.15,6.6,"Artifact","C44H83N1Na3O10P1",-0.6,"PC(15:0/20:1(11Z)) C43H84N1O8P1 + C1H1Na1O2 -> C44H85N1Na1O10P1 + H-2Na2 -> C44H83N1Na3O10P1"
463,867.5129,2.15,5.72,"Artifact","[13]C1C49H75O10P1",0.28,"PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) C50H75O10P1 + [13]C1C-1 -> [13]C1C49H75O10P1"
464,889.4946,2.15,5.55,"Artifact","[13]C1C49H74Na1O10P1",0.54,"PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) C50H75O10P1 + H-1Na1 -> C50H74Na1O10P1 + [13]C1C-1 -> [13]C1C49H74Na1O10P1"
465,966.6179,2.15,5.54,"Artifact","[13]C1C54H89N1Na2O8Si1",0.76,"Peak 394 C52H83N1O5 + H-2Na2 -> C52H81N1Na2O5 + C3H8O3Si1 -> C55H89N1Na2O8Si1 + [13]C1C-1 -> [13]C1C54H89N1Na2O8Si1"
466,911.5672,2.15,5.41,"Artifact","C52H82N1O10P1",0.48,"PG(22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z)) C50H79O10P1 + C2H3N1 -> C52H82N1O10P1"
467,870.5406,2.15,4.29,"Metabolite","C50H79O10P1",0.56,"PG(22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z)) C50H79O10P1"
468,984.628,2.15,4.91,"Artifact","[13]C1C55H90N1O11P1",0.51,"Peak 498 C56H90N1O11P1 + [13]C1C-1 -> [13]C1C55H90N1O11P1"
469,941.6122,2.15,4.91,"Artifact","C52H89N1Na1O10P1",-0.02,"PS(22:5(7Z,10Z,13Z,16Z,19Z)/24:1(15Z)) C52H90N1O10P1 + H-1Na1 -> C52H89N1Na1O10P1"
470,386.2729,2.15,4.87,"Artifact","[13]C2C23H36O3",0.66,"Persicaxanthin C25H36O3 + [13]C1C-1 -> [13]C1C24H36O3 + [13]C1C-1 -> [13]C2C23H36O3"
471,316.1675,2.15,4.58,"Metabolite","C19H24O4",-0.13,"Isopulegone caffeate C19H24O4"
472,706.5013,2.15,4.32,"Artifact","C41H70O9",0.97,"Peak 338 C38H62O6 + C1H4O1 -> C39H66O7 + C2H4O2 -> C41H70O9"
473,914.5863,2.15,4.52,"Artifact","C43H86N4O14S1",-0.19,"Peak 792 C40H81N3O11S1 + C2H3N1 -> C42H84N4O11S1 + C1H2O3 -> C43H86N4O14S1"
474,891.51,2.15,4.58,"Artifact","C45Ca1H83N1Na1O8P1S1",0.07,"Peak 791 C45H84N1O7P1S1 + Ca1H-2 -> C45Ca1H82N1O7P1S1 + H1Na1O1 -> C45Ca1H83N1Na1O8P1S1"
475,782.5576,2.15,5.06,"Artifact","C43H79N2O8P1",-0.25,"PC(15:0/20:5(5Z,8Z,11Z,14Z,17Z)) C43H76N1O8P1 + H3N1 -> C43H79N2O8P1"
476,760.5741,2.15,4.39,"Artifact","C41H81N2O8P1",-1.38,"PC(15:0/16:0) C39H78N1O8P1 + C2H3N1 -> C41H81N2O8P1"
477,394.1991,2.15,4.35,"Metabolite","C21H30O7",0.14,"Pteroside Z C21H30O7"
478,545.3719,2.15,4.31,"Artifact","C32H51N1O6",-0.48,"Peak 173 C30H47N1O4 + C2H4O2 -> C32H51N1O6"
479,526.2354,2.15,4.08,"Putative metabolite","C33H34O6",0.26,"Tovophyllin B C28H28O6 + C5H8 -> C33H36O6 - H2 -> C33H34O6"
480,776.6123,2.15,4.24,"Putative metabolite","C42H84N2O10",0.38,"Araliacerebroside C40H77N1O10 + H3N1 -> C40H80N2O10 + C2H4 -> C42H84N2O10"
481,337.0338,2.15,4.22,"Artifact","[13]C1C14H12O7S1",-0.21,"Dihydronaringenin-O-sulphate C15H14O8S1 - H2O1 -> C15H12O7S1 + [13]C1C-1 -> [13]C1C14H12O7S1"
482,886.5539,2.15,6.05,"Artifact","C42H83N2O15P1",-0.9,"Peak 506 C42H80N1O15P1 + H3N1 -> C42H83N2O15P1"
483,784.574,2.15,4.7,"Artifact","C43H81N2O8P1",-1.21,"PC(15:0/20:4(5Z,8Z,11Z,14Z)) C43H78N1O8P1 + H3N1 -> C43H81N2O8P1"
484,759.561,2.16,4.91,"Artifact","[13]C1C40H79N2O8P1",-0.32,"PC(15:0/18:3(6Z,9Z,12Z)) C41H76N1O8P1 + [13]C1C-1 -> [13]C1C40H76N1O8P1 + H3N1 -> [13]C1C40H79N2O8P1"
485,884.5396,2.16,6.96,"Artifact","[13]C1C49H78N1O10P1",0.1,"PS(22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z)) C50H78N1O10P1 + [13]C1C-1 -> [13]C1C49H78N1O10P1"
486,866.5098,2.16,5.99,"Metabolite","C50H75O10P1",-0.02,"PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) C50H75O10P1"
487,849.5023,2.16,5.83,"Artifact","[13]C1C49H73O9P1",0.32,"PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) C50H75O10P1 + [13]C1C-1 -> [13]C1C49H75O10P1 - H2O1 -> [13]C1C49H73O9P1"
488,385.2697,2.16,5.85,"Artifact","[13]C1C24H36O3",0.26,"Persicaxanthin C25H36O3 + [13]C1C-1 -> [13]C1C24H36O3"
489,887.5653,2.16,5.6,"Artifact","C48H83N1Na1O10P1",-0.08,"PC(DiMe(11,3)/DiMe(11,3)) C48H84N1O10P1 + H-1Na1 -> C48H83N1Na1O10P1"
490,384.2664,2.16,6.43,"Metabolite","C25H36O3",0.12,"Persicaxanthin C25H36O3"
491,965.6146,2.16,5.76,"Artifact","C55H89N1Na2O8Si1",0.71,"Peak 394 C52H83N1O5 + H-2Na2 -> C52H81N1Na2O5 + C3H8O3Si1 -> C55H89N1Na2O8Si1"
492,620.4288,2.16,4.67,"Artifact","C36H60O8",0.03,"Peak 344 C34H56O6 + C2H4O2 -> C36H60O8"
493,133.0528,2.16,5.58,"Metabolite","C8H7N1O1",-0.27,"Indoxyl C8H7N1O1"
494,939.599,2.16,5.49,"Putative metabolite","C54H86N1O10P1",-0.07,"PS(22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z)) C50H78N1O10P1 + C2H4 -> C52H82N1O10P1 + C2H4 -> C54H86N1O10P1"
495,830.4883,2.16,5.46,"Artifact","C50H71O8P1",0.43,"PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) C50H75O10P1 - H2O1 -> C50H73O9P1 - H2O1 -> C50H71O8P1"
496,888.5712,2.16,5.35,"Artifact","[13]C1C47H83N1Na1O10P1",-2.94,"PC(DiMe(11,3)/DiMe(11,3)) C48H84N1O10P1 + H-1Na1 -> C48H83N1Na1O10P1 + [13]C1C-1 -> [13]C1C47H83N1Na1O10P1"
497,831.49,2.16,5.15,"Artifact","[13]C1C49H71O8P1",2.42,"Peak 495 C50H71O8P1 + [13]C1C-1 -> [13]C1C49H71O8P1"
498,983.625,2.16,5.14,"Putative metabolite","C56H90N1O11P1",0.15,"PS(22:2(13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) C50H82N1O10P1 + C5H8 -> C55H90N1O10P1 + C1O1 -> C56H90N1O11P1"
499,373.1589,2.16,3.87,"Unknown","Unknown",-0.1,"Unknown"
500,912.5704,2.16,5.17,"Artifact","[13]C1C51H82N1O10P1",0.65,"PG(22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z)) C50H79O10P1 + C2H3N1 -> C52H82N1O10P1 + [13]C1C-1 -> [13]C1C51H82N1O10P1"
501,889.5828,2.16,5.11,"Metabolite","C50H84N1O10P1",0.54,"PS(22:2(13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z)) C50H84N1O10P1"
502,882.5238,2.16,4.43,"Artifact","[13]C1C49H76N1O10P1",0.27,"PS(22:5(4Z,7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) C50H76N1O10P1 + [13]C1C-1 -> [13]C1C49H76N1O10P1"
503,591.4535,2.16,5.03,"Putative metabolite","C32H65N1O6S1",-0.41,"Cer(d18:0/16:0) C34H69N1O3 + O3S1 -> C34H69N1O6S1 - C2H4 -> C32H65N1O6S1"
504,926.5709,2.16,5.01,"Artifact","C46H86N2Na3O10P1",0.45,"PC(15:0/20:1(11Z)) C43H84N1O8P1 + C1H1Na1O2 -> C44H85N1Na1O10P1 + H-2Na2 -> C44H83N1Na3O10P1 + C2H3N1 -> C46H86N2Na3O10P1"
505,824.4995,2.16,4.99,"Putative metabolite","C48H73O9P1",-0.34,"PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) C50H75O10P1 - C2H2O1 -> C48H73O9P1"
506,869.5257,2.16,4.81,"Artifact","C42H80N1O15P1",0.99,"Peak 853 C41H78N1O12P1 + C1H2O3 -> C42H80N1O15P1"
507,864.4928,2.16,4.8,"Artifact","C48H74Na1O10P1",-1.24,"Peak 505 C48H73O9P1 + H1Na1O1 -> C48H74Na1O10P1"
508,881.5207,2.16,4.73,"Metabolite","C50H76N1O10P1",-0.02,"PS(22:5(4Z,7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) C50H76N1O10P1"
509,825.503,2.16,4.73,"Artifact","[13]C1C47H73O9P1",-0.51,"Peak 505 C48H73O9P1 + [13]C1C-1 -> [13]C1C47H73O9P1"
510,942.6179,2.16,4.7,"Artifact","[13]C1C51H89N1Na1O10P1",-2.51,"PS(22:5(7Z,10Z,13Z,16Z,19Z)/24:1(15Z)) C52H90N1O10P1 + H-1Na1 -> C52H89N1Na1O10P1 + [13]C1C-1 -> [13]C1C51H89N1Na1O10P1"
511,968.6316,2.16,4.67,"Artifact","C48H97N2O11P1S1Si1",0.41,"Peak 390 C45H89N2O8P1S1 + C3H8O3Si1 -> C48H97N2O11P1S1Si1"
512,956.5975,2.16,4.57,"Artifact","[13]C1C47H91N1Na1O12P1Si1",0.46,"PC(15:0/22:4(7Z,10Z,13Z,16Z)) C45H82N1O8P1 + C3H8O3Si1 -> C48H90N1O11P1Si1 + H1Na1O1 -> C48H91N1Na1O12P1Si1 + [13]C1C-1 -> [13]C1C47H91N1Na1O12P1Si1"
513,786.5887,2.16,4.55,"Artifact","C43H83N2O8P1",0.01,"PC(15:0/20:3(5Z,8Z,11Z)) C43H80N1O8P1 + H3N1 -> C43H83N2O8P1"
514,802.6285,2.16,4.52,"Artifact","[13]C1C44H88N1O8P1",-0.49,"PC(15:0/22:1(13Z)) C45H88N1O8P1 + [13]C1C-1 -> [13]C1C44H88N1O8P1"
515,693.5314,2.16,4.47,"Putative metabolite","C37H76N1O8P1",-0.79,"PC(14:0/15:0) C37H74N1O8P1 + H2 -> C37H76N1O8P1"
516,692.4857,2.16,4.33,"Artifact","C40H68O9",0.92,"Peak 338 C38H62O6 + C1H4O1 -> C39H66O7 + C1H2O2 -> C40H68O9"
517,522.4037,2.16,4.29,"Putative metabolite","C30H54N2O5",-0.82,"PS(18:1(11Z)/22:2(13Z,16Z)) C46H84N1O10P1 - H-1N-1O1 -> C46H85N2O9P1 - H1O3P1 -> C46H84N2O6 - C16H30O1 -> C30H54N2O5"
518,759.4851,2.16,3.84,"Artifact","C39Cl1H75N1Na1O7S1",-0.07,"Peak 1595 C40H76O5S1 + Cl1H1 -> C40Cl1H77O5S1 + N1Na1O3 -> C40Cl1H77N1Na1O8S1 - C1H2O1 -> C39Cl1H75N1Na1O7S1"
519,848.4989,2.16,6.1,"Artifact","C50H73O9P1",0.38,"PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) C50H75O10P1 - H2O1 -> C50H73O9P1"
520,857.5207,2.16,6.04,"Metabolite","C48H76N1O10P1",-0.02,"PS(20:3(8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) C48H76N1O10P1"
521,924.563,2.16,5.79,"Artifact","C52H81N2O10P1",-0.13,"PS(22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z)) C50H78N1O10P1 + C2H3N1 -> C52H81N2O10P1"
522,927.5818,2.16,4.58,"Putative metabolite","C51H81N3O12",0.24,"(1R,16Z,24E,26E,28Z)-1,18-dihydroxy-12-[1-(4-hydroxy-3-methoxycyclohexyl)propan-2-yl]-19,30-dimethoxy-15,17,21,23,29-pentamethyl-35-methylidene-11,36-dioxa-4-azatricyclo[30.3.1.04,<U+2079>]hexatriaconta-16,24,26,28-tetraene-2,3,10,14,20-pentone C51H77N1O13 + H3N1O-1 -> C51H80N2O12 + H1N1 -> C51H81N3O12"
523,862.5555,2.16,5.62,"Artifact","[13]C1C47H80N1O10P1",-0.19,"PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:3(5Z,8Z,11Z)) C48H77O10P1 + H3N1 -> C48H80N1O10P1 + [13]C1C-1 -> [13]C1C47H80N1O10P1"
524,940.6016,2.16,5.26,"Artifact","[13]C1C53H86N1O10P1",0.73,"Peak 494 C54H86N1O10P1 + [13]C1C-1 -> [13]C1C53H86N1O10P1"
525,758.5569,2.16,5.25,"Artifact","C41H79N2O8P1",0.66,"PC(15:0/18:3(6Z,9Z,12Z)) C41H76N1O8P1 + H3N1 -> C41H79N2O8P1"
526,403.2141,2.16,4.43,"Metabolite","C26H29N1O3",1.6,"3,4-Dihydroxy-tamoxifen C26H29N1O3"
527,867.5986,2.16,4.93,"Metabolite","C48H86N1O10P1",0.39,"PS(18:3(6Z,9Z,12Z)/24:1(15Z)) C48H86N1O10P1"
528,868.5181,2.16,5.17,"Artifact","[13]C2C48H75O10P1",-1.85,"PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) C50H75O10P1 + [13]C1C-1 -> [13]C1C49H75O10P1 + [13]C1C-1 -> [13]C2C48H75O10P1"
529,955.5931,2.16,4.79,"Artifact","C48H91N1Na1O12P1Si1",1.55,"PC(15:0/22:4(7Z,10Z,13Z,16Z)) C45H82N1O8P1 + C3H8O3Si1 -> C48H90N1O11P1Si1 + H1Na1O1 -> C48H91N1Na1O12P1Si1"
530,915.5991,2.16,4.74,"Putative metabolite","C52H86N1O10P1",-0.18,"PS(22:2(13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) C50H82N1O10P1 + C2H4 -> C52H86N1O10P1"
531,851.5179,2.16,4.82,"Artifact","C45Ca1H82N1O7P1S1",-0.41,"Peak 791 C45H84N1O7P1S1 + Ca1H-2 -> C45Ca1H82N1O7P1S1"
532,862.4756,2.16,4.64,"Artifact","C48H72Na1O10P1",0.56,"Peak 559 C48H71O9P1 + H1Na1O1 -> C48H72Na1O10P1"
533,577.4375,2.16,4.49,"Unknown","Unknown",-0.02,"Unknown"
534,353.0569,2.16,4.63,"Artifact","C15H15N1O7S1",0.06,"Dihydronaringenin-O-sulphate C15H14O8S1 - H2O1 -> C15H12O7S1 + H3N1 -> C15H15N1O7S1"
535,592.4571,2.16,4.54,"Unknown","Unknown",0.07,"Unknown"
536,852.6429,2.16,4.18,"Artifact","[13]C1C48H90N1O8P1",1.01,"PE(20:3(5Z,8Z,11Z)/24:1(15Z)) C49H90N1O8P1 + [13]C1C-1 -> [13]C1C48H90N1O8P1"
537,447.2404,2.16,4.48,"Artifact","C20H37N3O6S1",-0.21,"Peak 435 C18H34N2O4S1 + C1H2O2 -> C19H36N2O6S1 + C1H1N1 -> C20H37N3O6S1"
538,450.2035,2.16,4.05,"Putative metabolite","C19H34N2O8S1",0.19,"Lincomycin C18H34N2O6S1 + C1O2 -> C19H34N2O8S1"
539,258.0894,2.16,4.44,"Artifact","MS2_fragment_C15H17N1O7S1",-0.34,"Peak 669 C15H17N1O7S1 - Experiment_MS2_fragment -> MS2_fragment_C15H17N1O7S1"
