"peak_id","medMz","medRt","log10_inten","class","formula","ppm_error","annotation"
1841,327.1313,8.71,4.76,"Artifact","[15]N1C12H18N5O5",-1.27,"Peak 304 C12H18N6O5 + [15]N1N-1 -> [15]N1C12H18N5O5"
1842,365.779,13.93,5.28,"Artifact","C2H3K5O7S1",-1.41,"2K-2H H-2K2 + H1K1O4S1 + H1K1O1 -> K4O5S1 + C2H3K1O2 -> C2H3K5O7S1"
1843,485.1059,2.74,5.29,"Artifact","Ring_artifact_C29H35N5O2",-1.36,"(2R)-2-cyclopentyl-2-[2-(2,6-diethylpyridin-4-yl)ethyl]-5-[(5,7-dimethyl-[1,2,4]triazolo[1,5-a]pyrimidin-2-yl)methyl]-4-hydroxy-3H-pyran-6-one C29H37N5O3 - H2O1 -> C29H35N5O2 + Ring_artifact -> Ring_artifact_C29H35N5O2"
1844,974.9553,2.47,5.23,"Unknown","Unknown",-1.25,"Unknown"
1845,563.2345,13.65,5.33,"Artifact","C24H33N7O9",-0.93,"No edge connections."
1846,382.2724,2.69,5.37,"Metabolite","C22H38O5",-1.25,"2-[2-[2-[2-[4-(2,4,4-trimethylpentan-2-yl)phenoxy]ethoxy]ethoxy]ethoxy]ethanol C22H38O5"
1847,382.1427,16.28,5.44,"Putative metabolite","C15H22N6O4S1",-0.98,"S-Adenosylmethionine C15H22N6O5S1 - O1 -> C15H22N6O4S1"
1848,382.1409,13.04,4.63,"Artifact","C14H26N2O8S1",0.23,"Peak 1223 C13H25N1O8S1 + C1H1N1 -> C14H26N2O8S1"
1849,373.2833,4.24,4.87,"Putative metabolite","C20H39N1O5",-1.28,"N-[(2S,3R)-1,3-dihydroxyoctadecan-2-yl]formamide C19H39N1O3 + C1O2 -> C20H39N1O5"
1850,254.0695,13.66,5.43,"Metabolite","C14H10N2O3",-1.41,"1-acetyl-9H-pyrido[3,4-b]indole-3-carboxylic acid C14H10N2O3"
1851,291.205,4.24,4.91,"Metabolite","C14H29N1O5",-1.47,"(2R,3R,4S,5R,6R)-4-amino-2-(hydroxymethyl)-6-octoxyoxane-3,5-diol C14H29N1O5"
1852,507.2532,2.51,5.34,"Artifact","[13]C2C27H29N8O1",-0.11,"1-[4-[(6-aminoquinazolin-4-yl)amino]phenyl]-3-[5-tert-butyl-2-(3-methylphenyl)pyrazol-3-yl]urea C29H30N8O1 - H1 -> C29H29N8O1 + [13]C1C-1 -> [13]C1C28H29N8O1 + [13]C1C-1 -> [13]C2C27H29N8O1"
1853,520.1118,2.56,5.36,"Artifact","C18H24N4O12S1",-1.3,"Peak 2554 C18H27N5O12S1 - H3N1 -> C18H24N4O12S1"
1854,432.2664,2.97,5.33,"Artifact","C20H40N2O6Si1",-1.94,"Peak 4516 C20H38N2O3 + H2O3Si1 -> C20H40N2O6Si1"
1855,730.239,2.47,5.39,"Unknown","Unknown",-1.28,"Unknown"
1856,367.2211,7.11,4.88,"Artifact","C16H33N1O8",-1.32,"Peak 388 C16H31N1O8 + C1H4O1 -> C17H35N1O9 - C1H2O1 -> C16H33N1O8"
1857,233.1093,13.41,5.37,"Artifact","[13]C1C8H16N2O5",-0.1,"(2S)-5-amino-2-(3-carboxypropanoylamino)pentanoic acid C9H16N2O5 + [13]C1C-1 -> [13]C1C8H16N2O5"
1858,414.986,13.96,5.42,"Artifact","C10H15K2N3O8S1",-1.45,"(2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-1-oxo-3-sulfinopropan-2-yl]amino]-5-oxopentanoic acid C10H17N3O8S1 + H-2K2 -> C10H15K2N3O8S1"
1859,306.0745,13.08,4.87,"Artifact","C9Ca1H18N2O7",-1.66,"(2S)-2,6-diaminohexanoic acid C6H14N2O2 + C1H2O3 -> C7H16N2O5 + C2Ca1H2O2 -> C9Ca1H18N2O7"
1860,685.1759,2.48,5.3,"Artifact","C30F3H30N7O5S1Si1",-1.24,"No edge connections."
1861,483.1267,2.61,5.35,"Artifact","C14H29N1O15S1",-1.88,"Peak 3723 C13H27N1O12S1 + C1H2O3 -> C14H29N1O15S1"
1862,324.0857,11.83,5.47,"Unknown","Unknown",-1.47,"Unknown"
1863,324.0857,11.37,5.27,"Artifact","C9H22K1N2O6P1",-1.37,"N6-N6-N6-Trimethyllysine C9H20N2O2 + H1O3P1 + H1K1O1 -> C9H22K1N2O6P1"
1864,355.2476,7.11,4.77,"Artifact","C18H33N3O4",-1.39,"Peak 4124 C16H30N2O4 + C2H3N1 -> C18H33N3O4"
1865,481.0327,13.9,5.32,"Artifact","[13]C1C12H22K2O14",-2.03,"Lactose C12H22O11 + H-1K1 -> C12H21K1O11 + C1H1K1O3 -> C13H22K2O14 + [13]C1C-1 -> [13]C1C12H22K2O14"
1866,238.1043,13.39,5.37,"Artifact","C8H15N4Na1O3",-0.48,"(2S)-2-acetamido-5-(diaminomethylideneamino)pentanoic acid C8H16N4O3 + H-1Na1 -> C8H15N4Na1O3"
1867,556.4387,2.82,5.37,"Unknown","Unknown",-1.33,"Unknown"
1868,289.1129,13.02,5.42,"Artifact","C13F2H17N1O4",-1.16,"(1R,2S,3S,4R,5S,6S)-5-(3,5-difluorophenoxy)-1-(hydroxymethyl)bicyclo[4.1.0]heptane-2,3,4-triol C14H16F2O5 + H3N1 -> C14F2H19N1O5 - C1H2O1 -> C13F2H17N1O4"
1869,215.8609,13.99,5.43,"Artifact","C1K3Na1O4",-1.63,"2K-2H H-2K2 + C1H1K1O3 + H1Na1O1 -> C1K3Na1O4"
1870,562.2685,2.57,5.32,"Artifact","C32H38N2O7",-1.07,"2-[1-[(2S,3S)-2-(2,3-dihydro-1H-inden-2-ylmethyl)-3-(3,5-dimethoxy-4-methylphenyl)-3-hydroxypropyl]-4-methoxycarbonylpyrrol-3-yl]acetic acid C30H35N1O7 + C2H3N1 -> C32H38N2O7"
1871,331.7846,13.87,5.21,"Artifact","K3Na1O8S2",-0.76,"2K-2H H-2K2 + H1K1O4S1 + H1Na1O4S1 -> K3Na1O8S2"
1872,687.1912,2.51,5.36,"Putative metabolite","C25H34N7O14P1",-1.55,"[(2R,3S,5R)-5-(6-aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methyl [(2R,3S,5R)-2-(hydroxymethyl)-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-3-yl] hydrogen phosphate C20H26N7O10P1 + C6H10O5 -> C26H36N7O15P1 - C1H2O1 -> C25H34N7O14P1"
1873,604.3234,2.57,5.4,"Metabolite","C29H44N6O8",-2.21,"(3S)-3-[[(2S)-4-amino-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-amino-4-methylpentanoyl]amino]-4-methylpentanoyl]amino]-3-phenylpropanoyl]amino]-4-oxobutanoyl]amino]-4-oxobutanoic acid C29H44N6O8"
1874,313.1639,13.75,5.43,"Unknown","Unknown",-1.48,"Unknown"
1875,141.9411,14.52,5.45,"Artifact","C2H1K1Na2O2",-1.41,"2Na-2H H-2Na2 + C2H3K1O2"
1876,563.2254,2.54,5.33,"Unknown","Unknown",-1.33,"Unknown"
1877,286.2007,16.57,5.45,"Unknown","Unknown",-1.51,"Unknown"
1878,286.201,14.97,4.62,"Unknown","Unknown",-1.51,"Unknown"
1879,286.2008,8.88,4.57,"Unknown","Unknown",-1.51,"Unknown"
1880,384.249,13.1,5.44,"Putative metabolite","C25H36O1S1",-0.82,"S-methyl (2S)-2-[(8S,9S,10R,13S,14S,17R)-10,13-dimethyl-3-oxo-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-17-yl]propanethioate C23H32O2S1 + C2H4 -> C25H36O2S1 - O1 -> C25H36O1S1"
1881,174.1354,16.86,5.65,"Artifact","Ring_artifact_C6H14N4O2",-1.75,"(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid C6H14N4O2 + Ring_artifact -> Ring_artifact_C6H14N4O2"
1882,434.1418,13.66,5.29,"Artifact","C23H22N4O3S1",-1.24,"N-methyl-2-[[3-(2-pyridin-2-ylethyl)-2H-indazol-6-yl]sulfanyl]benzamide C22H20N4O1S1 + C1H2O2 -> C23H22N4O3S1"
1883,487.2834,2.81,6.33,"Artifact","C22H41N5O5S1",-1.15,"Peak 966 C22H39N5O1 + H2O4S1 -> C22H41N5O5S1"
1884,613.659,13.92,5.25,"Unknown","Unknown",-1.31,"Unknown"
1885,566.1693,2.52,5.32,"Unknown","Unknown",-1.33,"Unknown"
1886,311.231,4.62,5.41,"Unknown","Unknown",-1.48,"Unknown"
1887,237.0377,13.63,5.34,"Artifact","C5H13N1Na1O6P1",0.5,"2-aminoethyl [(2R)-2,3-dihydroxypropyl] hydrogen phosphate C5H14N1O6P1 + H-1Na1 -> C5H13N1Na1O6P1"
1888,361.1476,13.85,5.34,"Artifact","[18]O1C12H25N1O10",-1.64,"Lactose C12H22O11 + H3N1 -> C12H25N1O11 + [18]O1O-1 -> [18]O1C12H25N1O10"
1889,361.1475,14.83,5.24,"Artifact","[18]O1C12H25N1O10",-1.37,"(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol C12H22O11 + H3N1 -> C12H25N1O11 + [18]O1O-1 -> [18]O1C12H25N1O10"
1890,410.3384,2.71,5.34,"Artifact","[13]C1C27H43N1O1",-1.41,"(2R)-2,5,8-trimethyl-2-[(3E,7E)-4,8,12-trimethyltrideca-3,7,11-trienyl]-3,4-dihydrochromen-6-ol C28H42O2 - H2O1 -> C28H40O1 + H3N1 -> C28H43N1O1 + [13]C1C-1 -> [13]C1C27H43N1O1"
1891,687.1554,2.5,5.33,"Artifact","B1C33Cl1H31N5O5S2",-0.84,"No edge connections."
1892,413.7371,13.97,5.38,"Artifact","C3K6O9",-1.52,"2K-2H H-2K2 + C1H1K1O3 + Peak 915 -> C3K6O9"
1893,428.0821,2.56,5.37,"Putative metabolite","C15H24O10S2",-2.36,"6,8-bis(sulfanyl)octanoic acid C8H16O2S2 + C1O2 -> C9H16O4S2 + C6H8O6 -> C15H24O10S2"
1894,721.4986,2.93,5.38,"Artifact","C37H71N1O12",-1.35,"No edge connections."
1895,266.2209,10.33,5.34,"Artifact","C12H30N2O4",-1.29,"(2R)-1-amino-4-methylpentane-2,4-diol C6H15N1O2 * 2 -> C12H30N2O4"
1896,276.163,11.29,5.38,"Artifact","[13]C1C9H21N5O4",-1.05,"Peak 308 C10H21N5O4 + [13]C1C-1 -> [13]C1C9H21N5O4"
1897,276.163,13.97,4.98,"Metabolite","C19H20N2",-1.27,"5-benzyl-2-methyl-3,4-dihydro-1H-pyrido[4,3-b]indole C19H20N2"
1898,429.7524,13.85,5.33,"Artifact","H2K3Na1O12S3",-1.56,"KHSO4 H1K1O4S1 + H-1K1 + H1K1O4S1 -> H1K3O8S2 + H1Na1O4S1 -> H2K3Na1O12S3"
1899,448.244,12.43,3.65,"Putative metabolite","C21H32N6O5",-1.34,"(2S)-2-[[(2S)-1-[(2R)-2-amino-3-phenylpropanoyl]pyrrolidine-2-carbonyl]amino]-5-(diaminomethylideneamino)pentanoic acid C20H30N6O4 + C1H2O1 -> C21H32N6O5"
1900,724.5113,2.47,5.36,"Unknown","Unknown",-1.29,"Unknown"
1901,486.4123,2.58,5.37,"Unknown","Unknown",-1.36,"Unknown"
1902,928.2603,2.47,5.37,"Artifact","C35F6H43N8O13P1",-1.25,"No edge connections."
1903,614.4805,2.85,5.35,"Unknown","Unknown",-1.31,"Unknown"
1904,449.7042,13.93,5.27,"Artifact","C2K6O10S1",-1.65,"2K-2H H-2K2 + C1H1K1O3 + Peak 2596 -> C2H-1K5O6 + H1K1O4S1 -> C2K6O10S1"
1905,288.1771,11.27,4.73,"Artifact","[13]C1C13H25N1O5",-1.64,"(2S,3S)-3-[[(2S)-4-methyl-1-(2-methylpropoxy)pentan-2-yl]carbamoyl]oxirane-2-carboxylic acid C14H25N1O5 + [13]C1C-1 -> [13]C1C13H25N1O5"
1906,585.6277,13.9,5.16,"Artifact","C2H1K7O14S2",-1.67,"KHSO4 H1K1O4S1 + H-1K1 + Peak 764 -> C2H1K7O14S2"
1907,340.2591,7.64,4.93,"Unknown","Unknown",-1.45,"Unknown"
1908,176.112,16.81,5.42,"Artifact","[15]N1C7H17N2S1",-3.67,"4-(dimethylamino)butyl carbamimidothioate C7H17N3S1 + [15]N1N-1 -> [15]N1C7H17N2S1"
1909,372.3152,2.52,5.3,"Artifact","[13]C2C20H42O4",-0.48,"docosanedioic acid C22H42O4 + [13]C1C-1 -> [13]C1C21H42O4 + [13]C1C-1 -> [13]C2C20H42O4"
1910,482.381,2.7,5.34,"Artifact","[13]C1C27H51N1O5",-1.91,"No edge connections."
1911,455.3617,2.7,5.3,"Putative metabolite","C26H49N1O5",-1.38,"4-aminodecanedioic acid C10H19N1O4 + C16H30O1 -> C26H49N1O5"
1912,759.5047,3.04,5.35,"Metabolite","C40H74N1O10P1",0.44,"(2S)-2-amino-3-[[(2R)-3-hexadecanoyloxy-2-[(9Z,12Z)-octadeca-9,12-dienoyl]oxypropoxy]-hydroxyphosphoryl]oxypropanoic acid C40H74N1O10P1"
1913,211.0461,13.24,5.41,"Artifact","C7H10N1Na1O5",-2.05,"N-acetyl-glutamate C7H11N1O5 + H-1Na1 -> C7H10N1Na1O5"
1914,133.057,13.41,5.39,"Artifact","[13]C1C3H8N2O3",-1.15,"(2S)-2-amino-3-hydroxypropanoic acid C3H7N1O3 + C1H1N1 -> C4H8N2O3 + [13]C1C-1 -> [13]C1C3H8N2O3"
1915,640.1888,2.51,5.22,"Unknown","Unknown",-1.3,"Unknown"
1916,444.3592,2.71,5.37,"Artifact","Ring_artifact_C24H32N2O6",-1.38,"4-hydroxy-3-[(2E,4E,6R)-1-hydroxy-6-[(1S,3R,4R,5S,6S)-6-hydroxy-1,4,8-trimethyl-2,9-dioxabicyclo[3.3.1]non-7-en-3-yl]-4-methylhepta-2,4-dienyl]pyrrol-2-one C22H29N1O6 + C2H3N1 -> C24H32N2O6 + Ring_artifact -> Ring_artifact_C24H32N2O6"
1917,317.1777,9.08,5.45,"Metabolite","C14H27N3O3S1",-1.22,"(2S,3S)-2-[[(2S)-2-aminopropanoyl]amino]-3-methyl-N-[(2S)-4-methylsulfanyl-1-oxobutan-2-yl]pentanamide C14H27N3O3S1"
1918,645.1627,2.55,5.3,"Artifact","C23H32N7O11P1S1",-1.32,"Peak 1432 C22H28N7O10P1S1 + C1H4O1 -> C23H32N7O11P1S1"
1919,244.179,5.82,5.31,"Metabolite","C12H24N2O3",-1.26,"6-(6-aminohexanoylamino)hexanoic acid C12H24N2O3"
1920,241.0832,14.19,5.3,"Artifact","C8H16K1N3O3",-1.36,"2-(2,6-diaminohexanoylamino)acetic acid C8H17N3O3 + H-1K1 -> C8H16K1N3O3"
1921,241.0832,14.76,4.87,"Artifact","C8H16K1N3O3",-1.36,"2-(2,6-diaminohexanoylamino)acetic acid C8H17N3O3 + H-1K1 -> C8H16K1N3O3"
1922,238.1417,4.6,7.22,"Metabolite","C10H22O6",-0.26,"2-[2-[2-[2-(2-hydroxyethoxy)ethoxy]ethoxy]ethoxy]ethanol C10H22O6"
1923,293.9225,13.96,5.4,"Artifact","C6Ca1H8K2O6",-1.38,"CH2COOCa C2Ca1H2O2 + C2H3K1O2 + C2H3K1O2 -> C6Ca1H8K2O6"
1924,288.1818,11.29,4.9,"Artifact","C14H26N1O5",-2.43,"1-methoxy-2-[2-[2-[2-(2-methoxyethoxy)ethoxy]ethoxy]ethoxy]ethane C12H25O6 + C2H3N1 -> C14H28N1O6 - H2O1 -> C14H26N1O5"
1925,288.1801,8.82,4.13,"Metabolite","C12H24N4O4",-1.2,"(2R)-2-[[(2R)-2-[[(2S)-2,6-diaminohexanoyl]amino]propanoyl]amino]propanoic acid C12H24N4O4"
1926,739.9351,13.89,5.27,"Artifact","C15H24K2N2O21P2S1",-1.27,"UDP-D-glucose C15H24N2O17P2 + H-1K1 -> C15H23K1N2O17P2 + H1K1O4S1 -> C15H24K2N2O21P2S1"
1927,831.2342,2.61,5.39,"Artifact","C36Cl2H43N9O8S1",-1.18,"No edge connections."
1928,925.242,2.48,5.36,"Artifact","C40H41N9Na1O14P1",-1.27,"No edge connections."
1929,383.1618,11.29,5.33,"Artifact","C14H29N1O9Si1",-1.68,"(2S,3S)-3-[[(2S)-4-methyl-1-(2-methylpropoxy)pentan-2-yl]carbamoyl]oxirane-2-carboxylic acid C14H25N1O5 + H4O4Si1 -> C14H29N1O9Si1"
1930,383.1619,13.02,4.27,"Putative metabolite","C15H29N1O8S1",-1.34,"3-(cyclohexylamino)propane-1-sulfonic acid C9H19N1O3S1 + C6H10O5 -> C15H29N1O8S1"
1931,338.0901,14,5.35,"Metabolite","C10H18N4O7S1",-1.42,"(2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-3-(hydroxyamino)sulfanyl-1-oxopropan-2-yl]amino]-5-oxopentanoic acid C10H18N4O7S1"
1932,320.17,11.31,5.34,"Artifact","C12H24N4O6",-1.3,"(2R,4S,5R,6R)-5-acetamido-4-amino-6-(diethylcarbamoyl)oxane-2-carboxylic acid C13H23N3O5 + H1N1O3 -> C13H24N4O8 - C1O2 -> C12H24N4O6"
1933,251.8278,13.9,5.33,"Artifact","K3Na1O5S1",-1.06,"2K-2H H-2K2 + H1K1O4S1 + H1Na1O1 -> K3Na1O5S1"
1934,276.0644,13.05,5.44,"Artifact","C8Ca1H16N2O6",-3.52,"Peak 1271 C6H14N2O4 + C2Ca1H2O2 -> C8Ca1H16N2O6"
1935,268.1526,5.96,4.69,"Putative metabolite","C11H24O7",-1.48,"2-[2-[2-[2-[2-(2-hydroxyethoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethanol C12H26O7 - C1H2 -> C11H24O7"
1936,268.1539,9.83,5.46,"Artifact","C12H20N4O3",-1.34,"tert-butyl N-[(1R)-2-methyl-1-(1,3,4-oxadiazol-2-yl)propyl]carbamate C11H19N3O3 + C1H1N1 -> C12H20N4O3"
1937,356.0423,2.78,5.38,"Metabolite","C10H14F1N2O9P1",-0.58,"[(2R,3R,4R,5R)-5-(2,4-dioxopyrimidin-1-yl)-4-fluoro-3-hydroxy-2-methoxyoxolan-2-yl]methyl dihydrogen phosphate C10H14F1N2O9P1"
1938,366.2084,7.1,5.36,"Artifact","[13]C1C15H31N1O8",-0.21,"Peak 388 C16H31N1O8 + [13]C1C-1 -> [13]C1C15H31N1O8"
1939,337.1751,13.35,5.32,"Metabolite","C15H23N5O4",-0.28,"(2R,3S,4R,5R)-2-(hydroxymethyl)-5-[6-(3-methylbutylamino)purin-9-yl]oxolane-3,4-diol C15H23N5O4"
1940,337.1733,7,4.43,"Unknown","Unknown",-1.46,"Unknown"
1941,159.0535,11.29,5.34,"Metabolite","C6H9N1O4",-2.15,"1-aminocyclobutane-1,3-dicarboxylic acid C6H9N1O4"
1942,338.2501,4.62,5.38,"Unknown","Unknown",-1.45,"Unknown"
1943,182.0774,10.79,5.63,"Artifact","[13]C1C8H11N1O3",-0.84,"N-phenylacetamide C8H9N1O1 + C1H2O2 -> C9H11N1O3 + [13]C1C-1 -> [13]C1C8H11N1O3"
1944,193.0623,9.32,5.06,"Unknown","Unknown",-1.69,"Unknown"
1945,231.1303,11.99,4.75,"Artifact","[13]C1C9H18N2O4",-1.25,"(4S)-4-amino-7-iminodecanedioic acid C10H18N2O4 + [13]C1C-1 -> [13]C1C9H18N2O4"
1946,231.1299,11.42,4.18,"Metabolite","C11H21N1O2S1",-2.6,"1-(2-cyclopentylethylsulfonyl)pyrrolidine C11H21N1O2S1"
1947,565.3024,7.1,5.2,"Putative metabolite","C26H48N1O10P1",-1.44,"(2S)-2-amino-3-[hydroxy-[(2R)-2-hydroxy-3-[(Z)-octadec-9-enoyl]oxypropoxy]phosphoryl]oxypropanoic acid C24H46N1O9P1 + C2H2O1 -> C26H48N1O10P1"
1948,565.3022,3.08,4.22,"Artifact","C31H44N1Na1O7",-1.15,"(1R,3S,5Z)-5-[(2E)-2-[(1R,3aS,7aR)-1-[(1S)-1-[5-(2-hydroxypropan-2-yl)furan-2-yl]ethyl]-7a-methyl-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexane-1,3-diol C28H40O4 + C2H3N1 -> C30H43N1O4 + C1H1Na1O3 -> C31H44N1Na1O7"
1949,210.0984,12.95,6.72,"Artifact","C8H15N2Na1O3",-1.73,"Glycyl-L-leucine C8H16N2O3 + H-1Na1 -> C8H15N2Na1O3"
1950,210.0984,9.5,4.32,"Artifact","C8H15N2Na1O3",-1.73,"(2S)-6-acetamido-2-aminohexanoic acid C8H16N2O3 + H-1Na1 -> C8H15N2Na1O3"
1951,210.0985,10.6,3.82,"Unknown","Unknown",-1.65,"Unknown"
1952,419.2458,4.25,5.21,"Metabolite","C27H33N1O3",0.58,"(1S,2S,5S,7R,11R,14S)-7-(2-hydroxypropan-2-yl)-1,2-dimethyl-6-oxa-23-azahexacyclo[12.10.0.02,11.05,10.016,24.017,22]tetracosa-9,16(24),17,19,21-pentaen-8-one C27H33N1O3"
1953,419.246,3.54,4.37,"Metabolite","C27H33N1O3",0.1,"(1S,2S,5S,7R,11R,14S)-7-(2-hydroxypropan-2-yl)-1,2-dimethyl-6-oxa-23-azahexacyclo[12.10.0.02,11.05,10.016,24.017,22]tetracosa-9,16(24),17,19,21-pentaen-8-one C27H33N1O3"
1954,119.0585,10.6,5.41,"Metabolite","C4H9N1O3",-2.16,"(2S,3R)-2-amino-3-hydroxybutanoic acid C4H9N1O3"
1955,419.1298,13.58,5.41,"Metabolite","C20H19F2N3O5",-1.25,"(3S,7R)-N-[(2,4-difluorophenyl)methyl]-11-hydroxy-7-methyl-9,12-dioxo-4-oxa-1,8-diazatricyclo[8.4.0.03,8]tetradeca-10,13-diene-13-carboxamide C20H19F2N3O5"
1956,331.0689,13.47,5.31,"Metabolite","C10H14N5O6P1",-2.21,"dAMP C10H14N5O6P1"
1957,524.3685,3.08,5.31,"Artifact","[13]C1C25H54N1O7P1",-2.58,"Peak 541 C26H54N1O7P1 + [13]C1C-1 -> [13]C1C25H54N1O7P1"
1958,154.1109,16.01,5.42,"Metabolite","C8H14N2O1",-1.86,"(2-butyl-1H-imidazol-5-yl)methanol C8H14N2O1"
1959,361.2039,9.06,5.42,"Metabolite","C20H27F1N2O3",-2.2,"4-[(E)-2-[2-[2-[2-(2-(18F)fluoranylethoxy)ethoxy]ethoxy]-1,2-dihydropyridin-5-yl]ethenyl]-N-methylaniline C20H27F1N2O3"
1960,361.2039,5.66,3.87,"Metabolite","C20H27F1N2O3",-2.2,"4-[(E)-2-[2-[2-[2-(2-(18F)fluoranylethoxy)ethoxy]ethoxy]-1,2-dihydropyridin-5-yl]ethenyl]-N-methylaniline C20H27F1N2O3"
1961,208.1107,7.01,4.78,"Unknown","Unknown",-1.65,"Unknown"
1962,318.1294,8.95,5.5,"Artifact","C12H23Na1O8",-1.06,"2-[2-[2-[2-[2-(2-hydroxyethoxy)ethoxy]ethoxy]ethoxy]ethoxy]acetic acid C12H24O8 + H-1Na1 -> C12H23Na1O8"
1963,557.1272,14.17,5.38,"Artifact","C19H32N3O10P1S2",-0.95,"No edge connections."
1964,557.1262,14.82,4.12,"Putative metabolite","C18H28N3O15P1",-0.71,"(2R,4S,5R,6R)-2-[[(2R,3S,4R,5R)-5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-4,5-dihydroxy-6-[(1R,2R)-1,2,3-trihydroxypropyl]oxane-2-carboxylic acid C18H28N3O16P1 - O1 -> C18H28N3O15P1"
1965,697.4502,16.81,5.39,"Artifact","C32H59N9O8",-2.21,"No edge connections."
1966,407.1349,2.57,5.25,"Artifact","[18]O1C15H24N3O7P1",-1.36,"(2S)-2-acetamido-5-[[3-hydroxy-2-methyl-5-(phosphonooxymethyl)pyridin-4-yl]methylamino]pentanoic acid C15H24N3O8P1 + [18]O1O-1 -> [18]O1C15H24N3O7P1"
1967,285.179,4.41,5.37,"Artifact","C11H27N1O7",-0.87,"Peak 8458 C11H24O7 + H3N1 -> C11H27N1O7"
1968,285.1791,5.91,4.57,"Unknown","Unknown",-1.51,"Unknown"
1969,335.9419,14.02,5.28,"Artifact","C6H11K2O9P1",-1.24,"glucose-1-phosphate C6H13O9P1 + H-2K2 -> C6H11K2O9P1"
1970,123.0516,13.99,5.23,"Artifact","[13]C1C5H6N2O1",-1.89,"pyridine-3-carboxamide C6H6N2O1 + [13]C1C-1 -> [13]C1C5H6N2O1"
1971,399.2473,4.25,4.13,"Artifact","C17H37N1O9",-1.17,"No edge connections."
1972,439.1099,14.37,5.38,"Artifact","C12H26N1O14P1",-1.84,"[(2R,3S,4S,5R,6R)-3,4,5-trihydroxy-6-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]methyl dihydrogen phosphate C12H23O14P1 + H3N1 -> C12H26N1O14P1"
1973,439.1078,10.65,4.22,"Artifact","C21Ca1H17N7O2",-1.9,"3-amino-5-[1-(pyridin-3-ylmethyl)indol-6-yl]-1H-pyrazole-4-carbonitrile C18H14N6 + C2Ca1H2O2 -> C20Ca1H16N6O2 + C1H1N1 -> C21Ca1H17N7O2"
1974,373.0904,2.54,5.24,"Metabolite","C16H10F3N7O1",-1.36,"N-[3-(2H-tetrazol-5-yl)phenyl]-6-(trifluoromethyl)-1H-benzimidazole-4-carboxamide C16H10F3N7O1"
1975,558.1443,8.72,5.42,"Artifact","C20H23N8Na1O10",-1.46,"No edge connections."
1976,290.2361,2.73,5.25,"Artifact","C18H30N2O1",-0.99,"Peak 3461 C16H29N1O2 + C2H3N1 -> C18H32N2O2 - H2O1 -> C18H30N2O1"
1977,431.2174,7.2,4.17,"Artifact","C21H29N5O5",-1.23,"(2S)-N-[2-[[(2S)-1-[[(2S)-1-(4-hydroxyphenyl)-3-oxopropan-2-yl]amino]-1-oxopropan-2-yl]amino]-2-oxoethyl]-1-methylpyrrolidine-2-carboxamide C20H28N4O5 + C1H1N1 -> C21H29N5O5"
1978,231.1223,11.26,5.12,"Artifact","C9H17N3O4",-1.7,"(1S,3R)-1-aminocyclopentane-1,3-dicarboxylic acid C7H11N1O4 + H3N1 -> C7H14N2O4 + C2H3N1 -> C9H17N3O4"
1979,526.1358,13.34,5.27,"Artifact","C15H26N6Na4O9",-1.13,"No edge connections."
1980,323.0859,7.73,5.37,"Artifact","B1C10H22N1O4S2Si1",-1.99,"Peak 226 C5H12S2 + Peak 788 -> B1C10H22N1O4S2Si1"
1981,323.084,13.15,4.63,"Artifact","[13]C1C13H14N2O7",-1.68,"(2S)-2-[[2-(3-hydroxy-2-oxo-1H-indol-3-yl)acetyl]amino]butanedioic acid C14H14N2O7 + [13]C1C-1 -> [13]C1C13H14N2O7"
1982,242.102,12.6,5.42,"Putative metabolite","C9H14N4O4",-2.04,"4-amino-1-[(2R,3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one C9H13N3O5 - H-1N-1O1 -> C9H14N4O4"
1983,242.102,12.96,5.42,"Artifact","C9H14N4O4",-2.04,"1-methoxy-3-(2-nitroimidazol-1-yl)propan-2-ol C7H11N3O4 + C2H3N1 -> C9H14N4O4"
1984,242.1019,15.9,4.06,"Putative metabolite","C9H14N4O4",-1.63,"4-amino-1-[(2R,3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one C9H13N3O5 - H-1N-1O1 -> C9H14N4O4"
1985,320.2217,14.69,4.88,"Unknown","Unknown",-1.47,"Unknown"
