peak_id,id,medMz,medRt,log10_inten,class,formula,ppm_error,score_known_rt,score_MS2,level,accession,annotation
1030,1243,153.07287645233055,3.24,3.57,Artifact,[13]C1C7H9N1O2,7.23,0,,,,HMDB0000239 Pyridoxine C8H11N1O3 + [13]C1C-1 -> [13]C1C7H11N1O3 - H2O1 -> [13]C1C7H9N1O2
1031,1244,450.31987645233056,3.24,3.32,Metabolite,C26H43N1O5,3.34,,0.5546607217546875,2.1,HMDB0000637,HMDB0000637 Chenodeoxycholic acid glycine conjugate C26H43N1O5
1032,1245,246.20507645233056,3.25,3.28,Unknown,Unknown,0,,,,,Unknown
1033,1246,414.2977764523306,3.25,3.04,Artifact,C26H39N1O3,6.05,0,,,HMDB0000631,HMDB0000637 Chenodeoxycholic acid glycine conjugate C26H43N1O5 - Library_MS2_fragment -> C26H39N1O3
1034,1247,468.2682764523306,3.27,3.68,Artifact,[13]C2C23H39N1O5S1,1.28,0,,,,Peak 1035 C25H39N1O5S1 + [13]C1C-1 -> [13]C1C24H39N1O5S1 + [13]C1C-1 -> [13]C2C23H39N1O5S1
1035,1248,466.2637764523306,3.28,4.99,Putative metabolite,C25H39N1O5S1,-3.44,0,,4,,HMDB0061045 alpha-hydroxysalmeterol C25H37N1O5 + H2S1 -> C25H39N1O5S1
1036,1249,467.2666764523306,3.28,4.36,Artifact,[13]C1C24H39N1O5S1,-2.57,0,,,,Peak 1035 C25H39N1O5S1 + [13]C1C-1 -> [13]C1C24H39N1O5S1
1037,1250,492.2590764523306,3.28,3.15,Artifact,B1C25H38N1O6S1,-1.02,0,,,,Peak 1035 C25H39N1O5S1 + B1H-1O1 -> B1C25H38N1O6S1
1038,1251,542.3477764523305,3.28,3.78,Artifact,C31H41N8O1,-0.37,0,,,,Peak 1039 C31H42N8O1 - H1 -> C31H41N8O1
1039,1252,543.3506764523305,3.28,3.18,Artifact,[13]C1C30H41N8O1,0.55,0,,,,Peak 1039 C31H42N8O1 - H1 -> C31H41N8O1 + [13]C1C-1 -> [13]C1C30H41N8O1
1040,1253,541.3460764523305,3.29,4.23,Putative metabolite,C32H48N2O3S1,-0.37,0,,4,,"HMDB0251670 1-[(2R)-2-(1,3-Benzodioxol-4-yl)heptyl]-3-[2,6-di(propan-2-yl)phenyl]urea C27H38N2O3 + C5H8 -> C32H46N2O3 + H2S1 -> C32H48N2O3S1"
1041,1254,271.17717645233057,3.31,3,Putative metabolite,C12H22N4O3,-2.59,0,,4,,HMDB0244741 1-Methyl-2-nitro-3-((tetrahydrofuran-3-yl)methyl)guanidine C7H14N4O3 + C5H8 -> C12H22N4O3
1042,1255,432.3081764523306,3.31,3,Artifact,C26H41N1O4,6.26,0,,,HMDB0000631,HMDB0000637 Chenodeoxycholic acid glycine conjugate C26H43N1O5 - Library_MS2_fragment -> C26H41N1O4
1043,1256,795.3854764523305,3.31,3.28,Putative metabolite,C37H64O14P2,-1.38,0,,4,,"HMDB0263024 PA(14:0/20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15)) C37H63O11P1 + H1O3P1 -> C37H64O14P2"
1044,1257,221.16967645233055,3.32,4.57,Unknown,Unknown,0,,,,,Unknown
1045,1258,380.2775764523306,3.32,3.04,Putative metabolite,C18H33N7O2,-1.85,0,,4,,"HMDB0259474 8H-Purin-8-one, 6-amino-7,9-dihydro-2-((1S)-1-methylbutoxy)-9-(5-(1-piperidinyl)pentyl)- C20H34N6O2 + H3N1 -> C20H37N7O2 - C2H4 -> C18H33N7O2"
1046,1259,221.67087645233056,3.33,4,Artifact,C12.5H23.5N0.5O1.5S0.5,0.91,0,,,,No edge connections.
1047,1261,258.1689764523306,3.33,3.2,Metabolite,C13H23N1O4,3.89,,,3,HMDB0013161,HMDB0013161 2-Hexenoylcarnitine C13H23N1O4
1048,1262,442.3342764523306,3.33,4.66,Putative metabolite,C25H47N1O3S1,1.59,0,,4,,HMDB0256764 Prenylcysteine C8H15N1O2S1 + C1H2 -> C9H17N1O2S1 + C16H30O1 -> C25H47N1O3S1
1049,1263,443.3364764523306,3.33,3.89,Metabolite,C25H46O6,0.45,,,3,HMDB0059931,"HMDB0059931 2,3-Diacetoxypropyl stearate C25H46O6"
1050,1264,478.3100764523306,3.33,3.15,Artifact,[13]C1C24H40N4O5,0.84,0,,,,"HMDB0255480 12-[Methyl-(4-nitro-2,1,3-benzoxadiazol-7-yl)amino]octadecanoic acid C25H40N4O5 + [13]C1C-1 -> [13]C1C24H40N4O5"
1051,1265,479.30447645233056,3.33,3.23,Putative metabolite,C24H46O7S1,-1.67,0,,4,,"HMDB0059931 2,3-Diacetoxypropyl stearate C25H46O6 + O3S1 -> C25H46O9S1 - C1O2 -> C24H46O7S1"
1052,1266,441.3314764523306,3.34,5.26,Artifact,MS2_fragment_C37H64O14P2,-0.45,0,,,,Peak 1043 C37H64O14P2 - Experiment_MS2_fragment -> MS2_fragment_C37H64O14P2
1053,1267,444.3389764523306,3.34,3.04,Artifact,[13]C1C24H46O6,2.48,0,,,,"HMDB0059931 2,3-Diacetoxypropyl stearate C25H46O6 + [13]C1C-1 -> [13]C1C24H46O6"
1054,1268,477.3067764523306,3.34,3.65,Metabolite,C25H40N4O5,0.84,,,3,HMDB0255480,"HMDB0255480 12-[Methyl-(4-nitro-2,1,3-benzoxadiazol-7-yl)amino]octadecanoic acid C25H40N4O5"
1055,1269,817.5873764523305,3.34,3.08,Putative metabolite,C44H85N2O7P1S1,1.71,0,,4,,"HMDB0290626 SM(d19:0/20:4(6Z,8E,10E,14Z)-2OH(5S,12R)) C44H83N2O8P1 + H2S1 -> C44H85N2O8P1S1 - O1 -> C44H85N2O7P1S1"
1056,1270,504.3282764523306,3.35,3.15,Unknown,Unknown,0,,,,,Unknown
1057,1271,230.24697645233056,3.36,3.59,Metabolite,C14H31N1O1,3.93,,,3,HMDB0304813,HMDB0304813 Xestoaminol C C14H31N1O1
1058,1272,408.7945764523306,3.36,3.04,Unknown,Unknown,0,,,,,Unknown
1059,1273,385.3403764523306,3.37,3.81,Metabolite,C22H44N2O3,5.46,,,3,HMDB0241929,HMDB0241929 N-Palmitoyl Lysine C22H44N2O3
1060,1275,533.3287764523305,3.37,3.3,Putative metabolite,C31H48O5S1,1.31,0,,4,,HMDB0033079 Ganoderic acid V C32H48O6 - C1H2O1 -> C31H46O5 + H2S1 -> C31H48O5S1
1061,1276,386.3434764523306,3.38,3.2,Artifact,[13]C1C21H44N2O3,5.97,0,,,,HMDB0241929 N-Palmitoyl Lysine C22H44N2O3 + [13]C1C-1 -> [13]C1C21H44N2O3
1062,1277,263.0958764523306,3.44,4.63,Metabolite,C12H14N4O1S1,0.76,,,3,HMDB0259006,HMDB0259006 Thiochrome C12H14N4O1S1
1063,1278,260.1872764523306,3.45,3.43,Putative metabolite,C14H21N5,-1.16,0,,4,,HMDB0244636 1-[(5-Methoxy-3-indolylidene)methylamino]-2-pentylguanidine C16H23N5O1 - C2H2O1 -> C14H21N5
1064,1279,265.0923764523306,3.45,3.38,Artifact,[34]S1C12H14N4O1,-1.89,0,,,,HMDB0259006 Thiochrome C12H14N4O1S1 + [34]S1S-1 -> [34]S1C12H14N4O1
1065,1280,264.09817645233056,3.46,3.81,Artifact,[13]C1C11H14N4O1S1,4.94,0,,,,HMDB0259006 Thiochrome C12H14N4O1S1 + [13]C1C-1 -> [13]C1C11H14N4O1S1
1066,1281,145.03087645233055,3.65,3.28,Metabolite,C6H8O2S1,6.25,,,3,HMDB0246446,"HMDB0246446 5-Hydroxy-2,4-dimethylthiophen-3-one C6H8O2S1"
1067,1282,162.05737645233054,3.65,3.84,Metabolite,C6H11N1O2S1,5.59,,,3,HMDB0034323,HMDB0034323 S-Allylcysteine C6H11N1O2S1
1068,1283,440.33117645233057,3.75,3.56,Artifact,[13]C1C21H46O8,-2.96,0,,,,Peak 1073 C22H46O8 + [13]C1C-1 -> [13]C1C21H46O8
1069,1284,640.3627764523305,3.77,3.08,Artifact,[13]C1C30H50N4O10,0.78,0,,,,Peak 1074 C31H50N4O10 + [13]C1C-1 -> [13]C1C30H50N4O10
1070,1285,201.57887645233055,3.78,3.62,Unknown,Unknown,0,,,,,Unknown
1071,1286,302.19597645233057,3.78,5.61,Metabolite,C15H27N1O5,0.66,,,3,HMDB0240766,HMDB0240766 3-Hydroxy-cis-5-octenoylcarnitine C15H27N1O5
1072,1287,303.19847645233057,3.78,4.86,Artifact,[13]C1C14H27N1O5,3.64,0,,,,HMDB0240766 3-Hydroxy-cis-5-octenoylcarnitine C15H27N1O5 + [13]C1C-1 -> [13]C1C14H27N1O5
1073,1288,439.3278764523306,3.78,4.2,Putative metabolite,C22H46O8,-2.97,0,,4,,No edge connections.
1074,1289,639.3598764523306,3.78,3.63,Putative metabolite,C31H50N4O10,0.16,0,,4,,"HMDB0255480 12-[Methyl-(4-nitro-2,1,3-benzoxadiazol-7-yl)amino]octadecanoic acid C25H40N4O5 + C6H10O5 -> C31H50N4O10"
1075,1290,202.18017645233056,3.79,6.23,Artifact,MS2_fragment_C27H44N2O2,-0.99,0,,,HMDB0240277,HMDB0240277 Kerdlan C27H44N2O2 - Experiment_MS2_fragment -> MS2_fragment_C27H44N2O2
1076,1291,203.18287645233056,3.79,5.28,Metabolite,C12H26S1,-0.49,,,3,HMDB0243867,HMDB0243867 1-Dodecanethiol C12H26S1
1077,1292,204.18497645233055,3.79,4.23,Artifact,[13]C1C11H26S1,5.91,0,,,,HMDB0243867 1-Dodecanethiol C12H26S1 + [13]C1C-1 -> [13]C1C11H26S1
1078,1293,304.2005764523306,3.79,3.96,Metabolite,C17H25N3O2,4.62,,0,3,HMDB0015596,HMDB0015596 Vildagliptin C17H25N3O2
1079,1294,328.19167645233057,3.79,3.11,Metabolite,C20H25N1O3,-3.06,,0,3,HMDB0248939,HMDB0248939 BENACTYZINE C20H25N1O3
1080,1295,429.3479764523306,3.79,3.54,Metabolite,C27H44N2O2,-0.93,,,3,HMDB0240277,HMDB0240277 Kerdlan C27H44N2O2
1081,1296,531.3597764523305,3.79,3.26,Putative metabolite,C34H46N2O3,-3.21,0,,4,,HMDB0251773 Emetine C29H40N2O4 + C5H8 -> C34H48N2O4 - H2O1 -> C34H46N2O3
1082,1297,577.4301764523306,3.79,3,Putative metabolite,C32H56N4O5,3.82,0,,4,,HMDB0242404 Chenodeoxycholylcitrulline C30H51N3O6 + C2H4 -> C32H55N3O6 - H-1N-1O1 -> C32H56N4O5
1083,1298,680.4791764523305,3.81,3.18,Putative metabolite,C35H69N1O9S1,-3.83,0,,4,,No edge connections.
1084,1299,466.3455764523306,3.83,3.23,Putative metabolite,C27H48N1O3P1,-2.36,0,,4,,HMDB0250176 Cholesterol phosphate C27H47O4P1 - H-1N-1O1 -> C27H48N1O3P1
1085,1300,539.3425764523305,3.83,3.68,Artifact,B1C27H48N2O6P1,-1.86,0,,,,Peak 1081 C27H51N2O6P1 + B1H-3 -> B1C27H48N2O6P1
1086,1301,541.3427764523306,3.84,3.32,Putative metabolite,C35H44N2O3,-0.56,0,,4,,HMDB0257198 Rhodamine 110 C20H14N2O3 + C16H30O1 -> C36H44N2O4 - C1O1 -> C35H44N2O3
1087,1310,246.16967645233055,4,4.69,Metabolite,C12H23N1O4,1.22,,,3,HMDB0000688,HMDB0000688 Isovalerylcarnitine C12H23N1O4
1088,1311,247.17177645233056,4,3.85,Artifact,[13]C1C11H23N1O4,6.5,0,,,,HMDB0000688 Isovalerylcarnitine C12H23N1O4 + [13]C1C-1 -> [13]C1C11H23N1O4
1089,1314,421.3153764523306,4,3.72,Putative metabolite,C22H44O7,1.43,0,0,4,,No edge connections.
1090,1318,394.2884764523306,4.01,3.26,Metabolite,C25H35N3O1,-8.14,,,3,HMDB0259405,HMDB0259405 undecylprodigiosin C25H35N3O1
1091,1319,505.4085764523306,4.01,3.38,Unknown,Unknown,0,,,,,Unknown
1092,1325,377.2610764523306,4.04,3.04,Artifact,C25H32N2O1,-6.11,0,,,,HMDB0259405 undecylprodigiosin C25H35N3O1 - H3N1 -> C25H32N2O1
1093,1328,130.15817645233057,4.05,3.8,Metabolite,C8H19N1,6.19,,,3,HMDB0255916,HMDB0255916 Octylamine C8H19N1
1094,1330,416.2237764523306,4.05,3.15,Putative metabolite,C24H33N1O3S1,3.85,0,,4,,"HMDB0244927 2-(3,7,11-Trimethyldodeca-2,6,10-trienylsulfanyl)benzoic acid C22H30O2S1 + C2H2O1 -> C24H32O3S1 + H1N1 -> C24H33N1O3S1"
1095,1331,460.2676764523306,4.05,3,Putative metabolite,C22H33N7O4,-2.18,0,,4,,HMDB0251713 Efegatran C21H32N6O3 + H1N1 -> C21H33N7O3 + C1O1 -> C22H33N7O4
1096,1332,526.3609764523305,4.05,3.08,Putative metabolite,C24H52N3O7P1,1.14,0,,4,,HMDB0010382 LysoPC(16:0/0:0) C24H50N1O7P1 + H1N1 -> C24H51N2O7P1 + H1N1 -> C24H52N3O7P1
1097,1334,718.5610764523306,4.05,3.28,Putative metabolite,C43H75N1O7,0.84,0,,4,,HMDB0295883 DG(18:0/LTE4/0:0) C44H77N1O8S1 - S1 -> C44H77N1O8 - C1H2O1 -> C43H75N1O7
1098,1341,385.2722764523306,4.07,3.11,Metabolite,C25H36O3,3.64,,,3,HMDB0251964,HMDB0251964 Estradiol enanthate C25H36O3
1099,1344,747.5704764523306,4.08,3,Putative metabolite,C52H74O3,0.8,0,,4,,HMDB0254435 Menaquinone 8 C51H72O2 + C1H2O1 -> C52H74O3
1100,1348,733.5541764523306,4.1,3.71,Putative metabolite,C44H77O6P1,-1.5,0,,4,,HMDB0250176 Cholesterol phosphate C27H47O4P1 + C1O1 -> C28H47O5P1 + C16H30O1 -> C44H77O6P1
1101,1360,234.15837645233057,4.62,3.04,Artifact,[18]O1C11H21N1O3,0.86,0,,,,HMDB0002013 Butyrylcarnitine C11H21N1O4 + [18]O1O-1 -> [18]O1C11H21N1O3
1102,1361,232.15437645233055,4.63,4.89,Metabolite,C11H21N1O4,0,,0.7649461358212789,2.1,HMDB0002013,HMDB0002013 Butyrylcarnitine C11H21N1O4
1103,1363,115.06827645233058,4.65,3.18,Unknown,Unknown,0,,,,,Unknown
1104,1364,249.10587645233056,4.65,3.3,Artifact,C8H13N6Na1O2,4.84,0,,,,HMDB0000562 Creatinine C4H7N3O1 * 2 -> C8H14N6O2 + H-1Na1 -> C8H13N6Na1O2
1105,1365,148.04167645233056,4.66,3.75,Putative metabolite,C5H9N1O2S1,6.8,0,0.32691468233560916,4,,HMDB0245245 2-n-Propylthiazolidine-4-carboxylic acid C7H13N1O2S1 - C2H4 -> C5H9N1O2S1
1106,1366,136.04687645233057,4.67,3.38,Artifact,C4H6N3Na1O1,9.63,0,,,,HMDB0000562 Creatinine C4H7N3O1 + H-1Na1 -> C4H6N3Na1O1
1107,1367,227.12417645233054,4.67,3.15,Artifact,C8H14N6O2,3.98,0,,,HMDB0000562,HMDB0000562 Creatinine C4H7N3O1 * 2 -> C8H14N6O2
1108,1368,114.06577645233057,4.69,4.38,Metabolite,C4H7N3O1,3.54,0.9750000000000005,0.8330112875311817,1,HMDB0000562,HMDB0000562 Creatinine C4H7N3O1
1109,1369,61.03919645233057,5,3.72,Metabolite,C1H4N2O1,7.33,0.952,0,2.2,HMDB0000294,HMDB0000294 Urea C1H4N2O1
1110,1371,146.02607645233056,5.53,3.88,Putative metabolite,C5H7N1O2S1,6.21,0,0.25426418434966025,4,,HMDB0246657 2-Methylthiazolidine-4-carboxylic acid C5H9N1O2S1 - H2 -> C5H7N1O2S1
1111,1373,435.2679764523306,5.83,3.11,Artifact,C20H38N2O8,4.84,0,,,HMDB0000824,HMDB0000824 Propionylcarnitine C10H19N1O4 * 2 -> C20H38N2O8
1112,1374,220.14297645233057,5.85,3.3,Artifact,[18]O1C10H19N1O3,0,0,,,,HMDB0000824 Propionylcarnitine C10H19N1O4 + [18]O1O-1 -> [18]O1C10H19N1O3
1113,1375,218.13867645233057,5.86,5.18,Metabolite,C10H19N1O4,0,,,3,HMDB0000824,HMDB0000824 Propionylcarnitine C10H19N1O4
1114,1376,219.14127645233054,5.86,4.2,Artifact,[13]C1C9H19N1O4,3.67,0,,,,HMDB0000824 Propionylcarnitine C10H19N1O4 + [13]C1C-1 -> [13]C1C9H19N1O4
1115,1378,455.18627645233056,6.22,3,Artifact,C18H26N6O8,4.84,0,,,HMDB0000014,HMDB0000014 Deoxycytidine C9H13N3O4 * 2 -> C18H26N6O8
1116,1379,286.1499764523306,6.23,3.45,Putative metabolite,C10H23N1O8,-1.05,0,,4,,"HMDB0255321 (2S,3R,4R,6R,7S,8R,9R)-1,2,3,4,6,7,8,9-Octahydroxydecan-5-one C10H20O9 + H3N1O-1 -> C10H23N1O8"
1117,1380,112.04957645233057,6.26,3.18,Metabolite,C4H5N3O1,9.01,0.8039999999999994,0.9087334351034484,1,HMDB0000630,HMDB0000630 Cytosine C4H5N3O1
1118,1381,228.09687645233055,6.26,3.54,Metabolite,C9H13N3O4,4.4,,0.7097674201212225,2.1,HMDB0000014,HMDB0000014 Deoxycytidine C9H13N3O4
1119,1383,144.10097645233057,6.35,3.51,Metabolite,C7H13N1O2,6.29,0.8879999999999999,,2.2,HMDB0004827,HMDB0004827 Proline betaine C7H13N1O2
1120,1384,178.13277645233055,6.7,3.26,Metabolite,C10H15N3,6.21,,,3,HMDB0254998,HMDB0254998 N-(3-(Aminomethyl)benzyl)acetamidine C10H15N3
1121,1385,134.02607645233056,6.79,3.04,Metabolite,C4H7N1O2S1,6.77,,,3,HMDB0062164,HMDB0062164 Thioproline C4H7N1O2S1
1122,1386,491.16767645233057,6.98,3.04,Putative metabolite,C24H22N6O6,-0.61,0,,4,,HMDB0259768 VAS2870 C18H12N6O1S1 + C6H10O5 -> C24H22N6O6S1 - S1 -> C24H22N6O6
1123,1387,140.06717645233056,7.01,3.38,Artifact,C5H10N1Na1O2,7.19,0,,,,HMDB0000043 Betaine C5H11N1O2 + H-1Na1 -> C5H10N1Na1O2
1124,1388,119.08847645233057,7.08,4.04,Artifact,[13]C1C4H11N1O2,9.32,0,,,,HMDB0000043 Betaine C5H11N1O2 + [13]C1C-1 -> [13]C1C4H11N1O2
1125,1389,235.16587645233056,7.1,3.38,Artifact,C10H22N2O4,-2.56,0,,,HMDB0000043,HMDB0000043 Betaine C5H11N1O2 * 2 -> C10H22N2O4
1126,1390,519.2131764523306,7.12,3.18,Artifact,[13]C1C25H35N3O4S2,8.49,0,,,,Peak 1135 C26H35N3O4S2 + [13]C1C-1 -> [13]C1C25H35N3O4S2
1127,1391,118.08607645233057,7.13,5.26,Metabolite,C5H11N1O2,1.71,,0.8274559204913922,2.1,HMDB0000043,HMDB0000043 Betaine C5H11N1O2
1128,1392,176.13847645233056,7.14,3.64,Unknown,Unknown,0,,,,,Unknown
1129,1393,257.14637645233057,7.14,3.45,Artifact,C10H21N2Na1O4,3.12,0,,,,HMDB0000043 Betaine C5H11N1O2 * 2 -> C10H22N2O4 + H-1Na1 -> C10H21N2Na1O4
1130,1394,370.1139764523306,7.14,3.08,Artifact,[13]C1C15H20N2O6S1,2.44,0,,,,HMDB0256236 Phenoxomethylpenicilloyl C16H20N2O6S1 + [13]C1C-1 -> [13]C1C15H20N2O6S1
1131,1395,578.1519764523305,7.14,3.48,Artifact,C26H33K1N3Na1O4S2,0,0,,,,Peak 1135 C26H35N3O4S2 + H-1K1 -> C26H34K1N3O4S2 + H-1Na1 -> C26H33K1N3Na1O4S2
1132,1396,131.04817645233055,7.15,3.63,Artifact,MS2_fragment_C9H11N1O2,-6.15,0,,,HMDB0000159,HMDB0000159 L-Phenylalanine C9H11N1O2 - Experiment_MS2_fragment -> MS2_fragment_C9H11N1O2
1133,1397,353.1419764523306,7.15,3.11,Metabolite,C18H24O5S1,-0.85,,,3,HMDB0004448,HMDB0004448 17beta-Estradiol 3-sulfate C18H24O5S1
1134,1398,387.0825764523306,7.15,3.08,Metabolite,C18H14N2O8,-0.78,,,3,HMDB0304274,HMDB0304274 betanidin quinone C18H14N2O8
1135,1400,518.2110764523305,7.15,3.58,Putative metabolite,C26H35N3O4S2,5.99,0,,4,,HMDB0015558 Pipotiazine C24H33N3O3S2 + C2H2O1 -> C26H35N3O4S2
1136,1401,534.1889764523305,7.15,4.08,Artifact,C30H29O9,-0.94,0,,,,Peak 1141 C30H30O9 - H1 -> C30H29O9
1137,1402,556.1698764523305,7.15,3.65,Artifact,C26H34K1N3O4S2,0.36,0,,,,Peak 1135 C26H35N3O4S2 + H-1K1 -> C26H34K1N3O4S2
1138,1403,168.09067645233057,7.16,3.23,Artifact,[18]O1C9H11N1O1,-1.2,0,,,,HMDB0000159 L-Phenylalanine C9H11N1O2 + [18]O1O-1 -> [18]O1C9H11N1O1
1139,1404,331.1635764523306,7.16,3.08,Artifact,C18H22N2O4,5.15,0,,,HMDB0000159,HMDB0000159 L-Phenylalanine C9H11N1O2 * 2 -> C18H22N2O4
1140,1405,402.2101764523306,7.16,3.81,Putative metabolite,C20F1H32N1O4S1,1.74,0,,4,,No edge connections.
1141,1406,535.1916764523305,7.16,3.56,Artifact,[13]C1C29H29O9,0.19,0,,,,Peak 1141 C30H30O9 - H1 -> C30H29O9 + [13]C1C-1 -> [13]C1C29H29O9
1142,1407,562.1765764523306,7.16,3.18,Artifact,C26H33N3Na2O4S2,2.67,0,,,,Peak 1135 C26H35N3O4S2 + H-2Na2 -> C26H33N3Na2O4S2
1143,1408,120.08067645233058,7.17,5.3,Metabolite,C8H9N1,0.84,,0.5296091209687493,2.1,HMDB0253472,HMDB0253472 Indoline C8H9N1
1144,1409,121.08327645233057,7.17,4.26,Artifact,[13]C1C7H9N1,7.5,0,,,,HMDB0253472 Indoline C8H9N1 + [13]C1C-1 -> [13]C1C7H9N1
1145,1410,166.08627645233057,7.17,5.28,Metabolite,C9H11N1O2,0,0.9260000000000002,0.8566134704631654,1,HMDB0000159,HMDB0000159 L-Phenylalanine C9H11N1O2
1146,1411,210.04897645233055,7.17,3.53,Artifact,C9H9N1Na2O2,5.74,0,,,,HMDB0000159 L-Phenylalanine C9H11N1O2 + H-2Na2 -> C9H9N1Na2O2
1147,1412,369.1104764523306,7.17,3.79,Metabolite,C16H20N2O6S1,2.72,,,3,HMDB0256236,HMDB0256236 Phenoxomethylpenicilloyl C16H20N2O6S1
1148,1413,392.0798764523306,7.17,3.11,Putative metabolite,C18H17N1O7S1,0,0,,4,,HMDB0029460 Xerocomic acid C18H12O8 + H3N1O-1 -> C18H15N1O7 + H2S1 -> C18H17N1O7S1
1149,1414,557.1712764523305,7.17,3.23,Artifact,[13]C1C25H34K1N3O4S2,3.78,0,,,,Peak 1135 C26H35N3O4S2 + [13]C1C-1 -> [13]C1C25H35N3O4S2 + H-1K1 -> [13]C1C25H34K1N3O4S2
1150,1415,103.05347645233057,7.18,3.83,Artifact,C8H6,7.84,0,,,HMDB0000159,HMDB0253472 Indoline C8H9N1 - H3N1 -> C8H6
1151,1416,149.05777645233056,7.18,3.76,Artifact,MS2_fragment_C9H11N1O2,-4.73,0,,,HMDB0000159,HMDB0000159 L-Phenylalanine C9H11N1O2 - Experiment_MS2_fragment -> MS2_fragment_C9H11N1O2
1152,1417,540.1914764523306,7.18,3.38,Artifact,C26H34N3Na1O4S2,8.53,0,,,,Peak 1135 C26H35N3O4S2 + H-1Na1 -> C26H34N3Na1O4S2
1153,1418,663.1284764523306,7.18,3,Artifact,C26H33K1N4Na2O7S2,1.66,0,,,,Peak 1135 C26H35N3O4S2 + H-1K1 -> C26H34K1N3O4S2 + H-1Na1 -> C26H33K1N3Na1O4S2 + N1Na1O3 -> C26H33K1N4Na2O7S2
1154,1419,765.2119764523305,7.2,3.08,Putative metabolite,C26H47N4O14P3S1,-3.27,0,,4,,No edge connections.
1155,1421,358.0933764523306,7.23,3.04,Putative metabolite,C18H15N1O7,-3.36,0,,4,,HMDB0029460 Xerocomic acid C18H12O8 + H3N1O-1 -> C18H15N1O7
1156,1422,500.2041764523306,7.23,3.91,Artifact,C26H33N3O3S2,-1.2,0,,,,Peak 1135 C26H35N3O4S2 - H2O1 -> C26H33N3O3S2
1157,1423,397.1089764523306,7.24,3.18,Putative metabolite,C13H20N2O12,-0.25,0,,4,,HMDB0258911 TETRAHYDROURIDINE C9H16N2O6 + C6H8O6 -> C15H24N2O12 - C2H4 -> C13H20N2O12
1158,1424,501.2073764523306,7.24,3.36,Artifact,[13]C1C25H33N3O3S2,-0.8,0,,,,Peak 1135 C26H35N3O4S2 + [13]C1C-1 -> [13]C1C25H35N3O4S2 - H2O1 -> [13]C1C25H33N3O3S2
1159,1425,484.22657645233056,7.25,3.49,Putative metabolite,C26H33N3O4S1,-0.21,0,,4,,"HMDB0252709 N-4-[2(R)-Amino-3-mercaptopropyl]amino-2-naphthylbenzoyl-(L)-leucine, TFA C26H31N3O3S1 + H2O1 -> C26H33N3O4S1"
1160,1426,485.2291764523306,7.25,3.11,Artifact,[13]C1C25H33N3O4S1,1.24,0,,,,Peak 1159 C26H33N3O4S1 + [13]C1C-1 -> [13]C1C25H33N3O4S1
1161,1427,262.1638764523306,7.26,3.34,Metabolite,C12H23N1O5,3.83,,,3,HMDB0061189,HMDB0061189 3-Hydroxyisovalerylcarnitine C12H23N1O5
1162,1428,321.2006764523306,7.26,3.04,Unknown,Unknown,0,,,,,Unknown
1163,1429,335.1263764523306,7.27,3.79,Artifact,MS2_fragment_C26H33N3O4S1,-1.2,0,,,,Peak 1159 C26H33N3O4S1 - Experiment_MS2_fragment -> MS2_fragment_C26H33N3O4S1
1164,1431,466.2200764523306,7.3,3.9,Artifact,C24H33O9,-0.64,0,,,,HMDB0036600 T2 Toxin C24H34O9 - H1 -> C24H33O9
1165,1432,522.1855764523306,7.3,3.11,Artifact,C26H32N3Na1O3S2,0,0,,,,Peak 1135 C26H35N3O4S2 + H-1Na1 -> C26H34N3Na1O4S2 - H2O1 -> C26H32N3Na1O3S2
1166,1433,450.2423764523306,7.31,3.49,Metabolite,C26H31N3O4,-8.01,,,3,HMDB0039857,HMDB0039857 Cadabicine methyl ether C26H31N3O4
1167,1434,467.2232764523306,7.31,3.28,Artifact,[13]C1C23H33O9,-0.43,0,,,,HMDB0036600 T2 Toxin C24H34O9 - H1 -> C24H33O9 + [13]C1C-1 -> [13]C1C23H33O9
1168,1435,429.1532764523306,7.33,3.18,Metabolite,C23H24O8,2.57,,,3,HMDB0259902,HMDB0259902 wortmannin C23H24O8
1169,1436,206.12727645233056,7.36,3.11,Artifact,[18]O1C9H17N1O3,0,0,,,,HMDB0000201 L-Acetylcarnitine C9H17N1O4 + [18]O1O-1 -> [18]O1C9H17N1O3
1170,1437,204.12297645233056,7.37,5.04,Metabolite,C9H17N1O4,0.49,0.9740000000000002,0,2.2,HMDB0000201,HMDB0000201 L-Acetylcarnitine C9H17N1O4
1171,1438,264.0803764523306,7.37,3.23,Artifact,C9H15N1Na2O5,5.7,0,,,,HMDB0000210 Pantothenic acid C9H17N1O5 + H-2Na2 -> C9H15N1Na2O5
1172,1439,407.1647764523306,7.37,3.11,Metabolite,C20H26N2O5S1,-3.2,,,3,HMDB0248095,HMDB0248095 Alacepril C20H26N2O5S1
1173,1440,145.04847645233056,7.38,3.26,Artifact,MS2_fragment_C9H17N1O4,-2.78,0,,,HMDB0000201,HMDB0000201 L-Acetylcarnitine C9H17N1O4 - Experiment_MS2_fragment -> MS2_fragment_C9H17N1O4
1174,1441,184.09577645233057,7.38,3.15,Artifact,MS2_fragment_C9H17N1O5,-1.09,0,,,HMDB0000210,HMDB0000210 Pantothenic acid C9H17N1O5 - Experiment_MS2_fragment -> MS2_fragment_C9H17N1O5
