"peak_id","medMz","medRt","log10_inten","class","formula","ppm_error","annotation"
1186,245.0914,9.07,5.46,"Artifact","[13]C1C9H16N2O3S1",0.48,"Biotin C10H16N2O3S1 + [13]C1C-1 -> [13]C1C9H16N2O3S1"
1187,245.0912,14.35,4.54,"Artifact","[18]O1C7H18N1O5P1",0.9,"Phosphorylcholine C5H14N1O4P1 + C2H4O2 -> C7H18N1O6P1 + [18]O1O-1 -> [18]O1C7H18N1O5P1"
1188,556.3208,7.1,5.26,"Artifact","[13]C1C24H50N1O10P1",-0.38,"1-Oleoylglycerophosphoserine C24H46N1O9P1 + C1H4O1 -> C25H50N1O10P1 + [13]C1C-1 -> [13]C1C24H50N1O10P1"
1189,89.05496,13,5.55,"Artifact","Ring_artifact_C3H7N1O2",-0.04,"beta-Alanine C3H7N1O2 + Ring_artifact -> Ring_artifact_C3H7N1O2"
1190,280.0993,4.87,5.46,"Putative metabolite","C12H16N4O2S1",0.34,"Histidylproline diketopiperazine C12H16N4O2 + S1 -> C12H16N4O2S1"
1191,607.2939,13.62,5.37,"Artifact","C20H46N7O12P1",0.5,"Citrulline C6H13N3O3 + Peak 226 -> C20H46N7O12P1"
1192,121.0624,13.01,5.44,"Artifact","[18]O1C4H9N1O2",0.73,"L-Threonine C4H9N1O3 + [18]O1O-1 -> [18]O1C4H9N1O2"
1193,375.2191,2.87,4.97,"Putative metabolite","C17H33N3O4S1",0.21,"Val-Val-Val C15H29N3O4 + C2H4 -> C17H33N3O4 + S1 -> C17H33N3O4S1"
1194,294.0362,13.01,5.37,"Artifact","C8H16N2Ni1O6",-0.07,"beta-Alanine C3H7N1O2 * 2 -> C6H14N2O4 + C2H2Ni1O2 -> C8H16N2Ni1O6"
1195,258.162,2.65,5.28,"Metabolite","C17H22O2",-0.08,"Linalyl benzoate C17H22O2"
1196,258.162,3.8,4.23,"Metabolite","C17H22O2",-0.08,"Linalyl benzoate C17H22O2"
1197,582.356,16.77,5.44,"Artifact","C20H46N12O8",0.27,"L-Arginine C6H14N4O2 + Peak 454 -> C20H46N12O8"
1198,149.0595,13.5,5.43,"Artifact","[13]C2C3H9N1O4",2.47,"L-Glutamic acid C5H9N1O4 + [13]C1C-1 -> [13]C1C4H9N1O4 + [13]C1C-1 -> [13]C2C3H9N1O4"
1199,295.1268,11.96,5.45,"Putative metabolite","C11H21N1O8",-0.28,"L-2-Amino-5-hydroxypentanoic acid C5H11N1O3 + C6H10O5 -> C11H21N1O8"
1200,294.9249,13.86,5.34,"Artifact","[13]C1C3H8K2O8S1",-0.49,"CH3COOK C2H3K1O2 + C2H4O2 + [13]C1C-1 -> [13]C1C3H7K1O4 + H1K1O4S1 -> [13]C1C3H8K2O8S1"
1201,488.1853,13.88,5.15,"Putative metabolite","C17H32N2O14",0.11,"N-Acetylneuraminic acid C11H19N1O9 + H3N1 -> C11H22N2O9 + C6H10O5 -> C17H32N2O14"
1202,259.2487,2.47,5.6,"Unknown","Unknown",-0.09,"Unknown"
1203,438.2567,2.44,5.31,"Unknown","Unknown",-0.05,"Unknown"
1204,141.0901,13.62,5.46,"Metabolite","C6H11N3O1",0.79,"L-Histidinol C6H11N3O1"
1205,177.0717,11.96,5.27,"Artifact","[13]C1C6H12O5",0.72,"2-Isopropylmalic acid C7H12O5 + [13]C1C-1 -> [13]C1C6H12O5"
1206,177.0717,13.01,5.43,"Unknown","Unknown",-0.13,"Unknown"
1207,231.133,14.5,5.39,"Metabolite","C8H17N5O3",0.6,"Arginyl-Glycine C8H17N5O3"
1208,215.0641,9.9,5.47,"Artifact","C5H13N1O8",0.08,"Ribitol C5H12O5 + H1N1O3 -> C5H13N1O8"
1209,619.6048,13.85,5.28,"Artifact","H2K6O16S4",0.01,"KHSO4 H1K1O4S1 + H1K1O4S1 + H-1K1 -> H1K3O8S2 + Peak 136 -> H3K5O16S4 + H-1K1 -> H2K6O16S4"
1210,311.019,13.81,5.39,"Artifact","C6H14K1N3O7S1",-0.15,"Citrulline C6H13N3O3 + H1K1O4S1 -> C6H14K1N3O7S1"
1211,114.9335,13.02,5.41,"Unknown","Unknown",-0.2,"Unknown"
1212,114.9335,11.96,4.28,"Unknown","Unknown",-0.2,"Unknown"
1213,114.9335,13.4,5.48,"Unknown","Unknown",-0.2,"Unknown"
1214,213.0977,9.82,5.44,"Artifact","C8H16N1Na1O4",0.01,"L-Isoleucine C6H13N1O2 + C2H3Na1O2 -> C8H16N1Na1O4"
1215,213.0977,9.34,5.27,"Artifact","C8H16N1Na1O4",0.01,"L-Isoleucine C6H13N1O2 + C2H3Na1O2 -> C8H16N1Na1O4"
1216,317.0916,13.5,5.34,"Artifact","Ring_artifact_C10H24N1O8P1",-0.07,"Glycerophosphocholine C8H20N1O6P1 + C2H4O2 -> C10H24N1O8P1 + Ring_artifact -> Ring_artifact_C10H24N1O8P1"
1217,174.072,10.34,4.92,"Artifact","[13]C1C6H11N1O4",0.93,"N-Acetyl-L-glutamate 5-semialdehyde C7H11N1O4 + [13]C1C-1 -> [13]C1C6H11N1O4"
1218,174.072,11.27,5.43,"Artifact","[13]C1C6H11N1O4",0.93,"N-Acetyl-L-glutamate 5-semialdehyde C7H11N1O4 + [13]C1C-1 -> [13]C1C6H11N1O4"
1219,174.072,9.38,4.48,"Unknown","Unknown",-0.14,"Unknown"
1220,108.0436,1.87,4.81,"Putative metabolite","C4H4N4",-0.04,"Hypoxanthine C5H4N4O1 - C1O1 -> C4H4N4"
1221,216.0592,13.61,5.39,"Artifact","[13]C1C4H14N1O6P1",0.13,"Phosphodimethylethanolamine C4H12N1O4P1 + C1H2O2 -> C5H14N1O6P1 + [13]C1C-1 -> [13]C1C4H14N1O6P1"
1222,220.0694,13.62,5.41,"Metabolite","C7H12N2O6",0.62,"L-beta-aspartyl-L-serine C7H12N2O6"
1223,248.1776,2.59,5.27,"Metabolite","C16H24O2",0.12,"Dimethylbenzyl carbinyl hexanoate C16H24O2"
1224,557.3238,7.09,5.32,"Unknown","Unknown",-0.04,"Unknown"
1225,244.2313,2.48,5.3,"Artifact","[13]C2C13H30O2",-0.04,"Pentadecanoic acid C15H30O2 + [13]C1C-1 -> [13]C1C14H30O2 + [13]C1C-1 -> [13]C2C13H30O2"
1226,551.8852,13.9,5.32,"Artifact","C7H17K3O17P2",0.03,"CH3COOK C2H3K1O2 + C2H4O2 + Peak 381 -> C7H17K3O17P2"
1227,300.1045,13.39,5.41,"Artifact","C9H17N4Na1O6",0.26,"N-a-Acetyl-L-arginine C8H16N4O3 + C1H1Na1O3 -> C9H17N4Na1O6"
1228,283.0274,13.91,5.12,"Artifact","C7.5H12N1O8.5P1",0.39,"Uridine diphosphate glucose C15H24N2O17P2 / 2 -> C7.5H12N1O8.5P1"
1229,237.1072,16.78,5.42,"Artifact","C6H15N5O5",0.5,"L-Arginine C6H14N4O2 + H1N1O3 -> C6H15N5O5"
1230,276.0633,13,5.35,"Artifact","C8Ca1H16N2O6",0.46,"beta-Alanine C3H7N1O2 * 2 -> C6H14N2O4 + C2Ca1H2O2 -> C8Ca1H16N2O6"
1231,276.0612,11.92,4.53,"Putative metabolite","C7H17O9P1",-0.66,"Mannitol 1-phosphate C6H15O9P1 + C1H2 -> C7H17O9P1"
1232,716.5187,4.23,5.37,"Artifact","[13]C1C38H74N1O8P1",-0.2,"PE(14:0/20:2(11Z,14Z)) C39H74N1O8P1 + [13]C1C-1 -> [13]C1C38H74N1O8P1"
1233,716.5188,3.04,5.21,"Artifact","[13]C1C38H74N1O8P1",-0.34,"PE(14:0/20:2(11Z,14Z)) C39H74N1O8P1 + [13]C1C-1 -> [13]C1C38H74N1O8P1"
1234,453.0794,2.64,5.19,"Artifact","C12H27N1O11S2Si1",0.17,"Tartaric acid C4H6O6 + Peak 1337 -> C12H27N1O11S2Si1"
1235,571.284,7.09,5.38,"Artifact","[13]C1C24H47O12P1",-0.23,"Peak 504 C25H47O12P1 + [13]C1C-1 -> [13]C1C24H47O12P1"
1236,432.2336,2.07,4.1,"Metabolite","C28Cl1H33N2",-0.86,"Buclizine C28Cl1H33N2"
1237,320.0342,13.33,5.4,"Artifact","C8H13N4O6P1Si1",-0.01,"Peak 1747 C8H11N4O3P1 + H2O3Si1 -> C8H13N4O6P1Si1"
1238,320.035,14.16,4.35,"Artifact","C7H16N2O8S2",-0.6,"L-Cystathionine C7H14N2O4S1 + H2O4S1 -> C7H16N2O8S2"
1239,302.2733,2.63,5.42,"Artifact","[13]C2C16H36O3",-0.48,"(R)-3-Hydroxy-Octadecanoic acid C18H36O3 + [13]C1C-1 -> [13]C1C17H36O3 + [13]C1C-1 -> [13]C2C16H36O3"
1240,634.1341,14.19,5.39,"Artifact","C20H31N6Na1O12S2",-0.3,"Oxidized glutathione C20H32N6O12S2 + H-1Na1 -> C20H31N6Na1O12S2"
1241,146.2548,13.39,5.21,"Unknown","Unknown",-0.16,"Unknown"
1242,237.1811,2.52,5.33,"Artifact","[13]C1C14H24O2",-0.49,"Capsidiol C15H24O2 + [13]C1C-1 -> [13]C1C14H24O2"
1243,367.844,13.86,5.37,"Artifact","C2H7K3O10S1Si1",0.11,"KHSO4 H1K1O4S1 + C2H3K1O2 + H1K1O1 -> C2H5K3O7S1 + H2O3Si1 -> C2H7K3O10S1Si1"
1244,507.7535,13.86,5.4,"Artifact","B1C4Ca1H6K5O11S1",0.03,"CH3COOK C2H3K1O2 + Peak 672 -> B1C4Ca1H6K5O11S1"
1245,576.0063,13.85,5.33,"Artifact","C12H25K1O19S2",0.96,"Melibiose C12H22O11 + H2O4S1 -> C12H24O15S1 + H1K1O4S1 -> C12H25K1O19S2"
1246,215.0461,13.02,5.4,"Artifact","C4H13N1O7Si1",0.13,"L-Threonine C4H9N1O3 + H4O4Si1 -> C4H13N1O7Si1"
1247,303.228,2.47,5.23,"Artifact","[13]C1C19H30O2",-0.21,"Eicosapentaenoic acid C20H30O2 + [13]C1C-1 -> [13]C1C19H30O2"
1248,293.8286,13.85,5.38,"Artifact","H1K2Na1O8S2",-0.45,"KHSO4 H1K1O4S1 + H1K1O4S1 + H-1Na1 -> H1K2Na1O8S2"
1249,263.1029,2.32,5.29,"Unknown","Unknown",-0.09,"Unknown"
1250,263.1004,13,4.65,"Putative metabolite","C10H17N1O7",0.39,"3-Hydroxy-4-butanolide C10H16O8 - H-1N-1O1 -> C10H17N1O7"
1251,304.0424,13.75,5.3,"Artifact","[13]C0.5C8H13.5N1.5O8.5P1",0.2,"Uridine diphosphate-N-acetylglucosamine C17H27N3O17P2 / 2 -> C8.5H13.5N1.5O8.5P1 + [13]C0.5C-0.5 -> [13]C0.5C8H13.5N1.5O8.5P1"
1252,584.3354,16.78,5.42,"Artifact","C19H44N12O9",0.04,"L-Arginine C6H14N4O2 * 3 -> C18H42N12O6 + C1H2O3 -> C19H44N12O9"
1253,381.2628,2.43,5.31,"Artifact","[13]C1C17H40O6Si1",-0.08,"Stearic acid C18H36O2 + [13]C1C-1 -> [13]C1C17H36O2 + H4O4Si1 -> [13]C1C17H40O6Si1"
1254,145.9806,13.9,5.38,"Artifact","[41]K1C3H5O4",0.07,"C2H4O2 C2H4O2 + C1H1K1O2 + [41]K1K-1 -> [41]K1C3H5O4"
1255,305.199,2.52,5.39,"Metabolite","C18H27N1O3",0.31,"Capsaicin C18H27N1O3"
1256,305.1991,3.7,4.42,"Metabolite","C18H27N1O3",-0.02,"Capsaicin C18H27N1O3"
1257,302.1226,13.51,5.38,"Artifact","C11H18N4O6",0.11,"Aspartyl-Histidine C10H14N4O5 + C1H4O1 -> C11H18N4O6"
1258,174.3538,16.79,5.24,"Unknown","Unknown",-0.14,"Unknown"
1259,281.0568,13.37,5.38,"Artifact","C8H15N1O8Si1",-0.38,"A-Ketoglutaric acid oxime C5H7N1O5 + C3H8O3Si1 -> C8H15N1O8Si1"
1260,345.0474,11.3,5.37,"Metabolite","C10H12N5O7P1",0.1,"Cyclic GMP C10H12N5O7P1"
1261,234.085,13.52,5.31,"Metabolite","C8H14N2O6",0.8,"L-beta-aspartyl-L-threonine C8H14N2O6"
1262,271.2146,2.57,5.38,"Metabolite","C15H29N1O3",0.53,"Tridecanoylglycine C15H29N1O3"
1263,271.2147,2.96,5.41,"Metabolite","C15H29N1O3",0.16,"Tridecanoylglycine C15H29N1O3"
1264,485.8206,13.88,5.32,"Artifact","C4H11K4O13P1S1",0.05,"CH3COOK C2H3K1O2 + C2H4O2 + Peak 621 -> C5H11K4O15P1S1 - C1O2 -> C4H11K4O13P1S1"
1265,605.0144,13.91,5.38,"Artifact","[13]C1C14H23K1N2O17P2",-0.24,"Uridine diphosphate glucose C15H24N2O17P2 + H-1K1 -> C15H23K1N2O17P2 + [13]C1C-1 -> [13]C1C14H23K1N2O17P2"
1266,388.1921,2.08,5.36,"Artifact","C19H32O6S1",-0.36,"2-Dodecylbenzenesulfonic acid C18H30O3S1 + C1H2O3 -> C19H32O6S1"
1267,584.352,3.07,5.35,"Artifact","[13]C1C26H54N1O10P1",-0.19,"Peak 587 C27H54N1O10P1 + [13]C1C-1 -> [13]C1C26H54N1O10P1"
1268,89.0691,13.02,4.57,"Artifact","Ring_artifact_C3H7N1O2",-0.04,"beta-Alanine C3H7N1O2 + Ring_artifact -> Ring_artifact_C3H7N1O2"
1269,162.072,10.76,5.31,"Artifact","[13]C1C5H11N1O4",1,"Aminoadipic acid C6H11N1O4 + [13]C1C-1 -> [13]C1C5H11N1O4"
1270,257.1132,2.47,5.51,"Artifact","Ring_artifact_[13]C1C15H32O2",-0.09,"Palmitic acid C16H32O2 + [13]C1C-1 -> [13]C1C15H32O2 + Ring_artifact -> Ring_artifact_[13]C1C15H32O2"
1271,696.4469,16.77,5.41,"Artifact","C24H56N16O8",-0.28,"L-Arginine C6H14N4O2 * 4 -> C24H56N16O8"
1272,440.0931,13.89,5.32,"Artifact","C14H25K1O13",0.28,"Melibiose C12H22O11 + C2H3K1O2 -> C14H25K1O13"
1273,440.0931,14.82,5.04,"Artifact","C14H25K1O13",0.28,"Melibiose C12H22O11 + C2H3K1O2 -> C14H25K1O13"
1274,290.1307,13.46,5.4,"Artifact","[13]C1C10H19N3O6",0.14,"Ophthalmic acid C11H19N3O6 + [13]C1C-1 -> [13]C1C10H19N3O6"
1275,275.1481,14.13,5.42,"Metabolite","C11H21N3O5",0.08,"Epsilon-(gamma-Glutamyl)-lysine C11H21N3O5"
1276,144.0969,4.2,5.36,"Artifact","Ring_artifact_C8H16O2",-0.16,"Caprylic acid C8H16O2 + Ring_artifact -> Ring_artifact_C8H16O2"
1277,133.0528,2.8,5.38,"Metabolite","C8H7N1O1",-0.27,"Indoxyl C8H7N1O1"
1278,132.0615,9.04,5.42,"Artifact","[13]C1C4H9N1O3",0.74,"4-Hydroxyproline C5H9N1O3 + [13]C1C-1 -> [13]C1C4H9N1O3"
1279,132.0615,12.69,4.11,"Artifact","[13]C1C4H9N1O3",0.74,"4-Hydroxyproline C5H9N1O3 + [13]C1C-1 -> [13]C1C4H9N1O3"
1280,530.2878,2.81,5.33,"Metabolite","C30H42O8",0.32,"Cavipetin A C30H42O8"
1281,257.3739,2.47,5.47,"Artifact","Ring_artifact_[13]C1C15H32O2",-0.09,"Palmitic acid C16H32O2 + [13]C1C-1 -> [13]C1C15H32O2 + Ring_artifact -> Ring_artifact_[13]C1C15H32O2"
1282,239.8665,13.93,5.4,"Artifact","[41]K1C2H1K2O6",0.22,"KHCO3 C1H1K1O3 + C1H2O3 + H-2K2 -> C2H1K3O6 + [41]K1K-1 -> [41]K1C2H1K2O6"
1283,197.0663,12.24,5.4,"Artifact","C7H12N1Na1O4",0.52,"N-Carboxyethyl-g-aminobutyric acid C7H13N1O4 + H-1Na1 -> C7H12N1Na1O4"
1284,197.0663,11.96,5.4,"Unknown","Unknown",-0.12,"Unknown"
1285,328.1985,2.08,5.36,"Artifact","[13]C2C16H30O3S1",-0.68,"2-Dodecylbenzenesulfonic acid C18H30O3S1 + [13]C1C-1 -> [13]C1C17H30O3S1 + [13]C1C-1 -> [13]C2C16H30O3S1"
1286,464.9851,13.98,5.36,"Artifact","C10H14K1N5O10P2",0.42,"ADP C10H15N5O10P2 + H-1K1 -> C10H14K1N5O10P2"
1287,218.0147,11.28,5.39,"Artifact","C4H7N2Na1O7",1.81,"L-Aspartic acid C4H7N1O4 + N1Na1O3 -> C4H7N2Na1O7"
1288,328.0938,13.01,5.37,"Artifact","C12H17N4O5P1",-0.44,"Peak 3053 C13H19N4O6P1 - C1H2O1 -> C12H17N4O5P1"
1289,144.1318,4.2,5.34,"Artifact","Ring_artifact_C8H16O2",-0.16,"Caprylic acid C8H16O2 + Ring_artifact -> Ring_artifact_C8H16O2"
1290,147.0531,4.1,5.51,"Metabolite","C5H9N1O4",0.39,"L-Glutamic acid C5H9N1O4"
1291,355.0687,13.95,5.4,"Putative metabolite","C10H17N3O9S1",-0.42,"Norophthalmic acid C10H17N3O6 + O3S1 -> C10H17N3O9S1"
1292,117.0385,11.22,5.36,"Artifact","Ring_artifact_C5H11N1O2",-0.2,"Betaine C5H11N1O2 + Ring_artifact -> Ring_artifact_C5H11N1O2"
1293,147.0531,2.83,5.36,"Metabolite","C5H9N1O4",0.39,"L-Glutamic acid C5H9N1O4"
1294,256.5969,2.34,5.28,"Unknown","Unknown",-0.09,"Unknown"
1295,377.0296,13.97,5.34,"Artifact","C10H16K1N3O8S1",-0.22,"Peak 3096 C8H14N2O8S1 + C2H3N1 -> C10H17N3O8S1 + H-1K1 -> C10H16K1N3O8S1"
1296,164.1201,2.63,5.17,"Metabolite","C11H16O1",0.09,"1-(1-Methoxy-1-methylethyl)-4-methylbenzene C11H16O1"
1297,557.3331,3.07,5.34,"Putative metabolite","C25H52N1O10P1",-0.39,"1-Stearoylglycerophosphoserine C24H48N1O9P1 + C1H2O1 -> C25H50N1O10P1 + H2 -> C25H52N1O10P1"
1298,701.9856,13.92,5.22,"Artifact","B2C17Ca1H23K1N4O14P2S1",-0.03,"H3PO4 H3O4P1 + Peak 355 -> B2C17Ca1H23K1N4O14P2S1"
1299,109.029,2.92,5.2,"Putative metabolite","C6H5O2",-0.42,"Aminochrome o-semiquinone C8H8N1O2 + H-1N-1O1 -> C8H7O3 - C2H2O1 -> C6H5O2"
1300,458.3761,2.36,5.35,"Metabolite","C30H50O3",-0.23,"(20S,24E)-20,26-Dihydroxy-24-dammaren-3-one C30H50O3"
1301,524.2941,7.09,5.35,"Artifact","[13]C1C23H46N1O9P1",0.52,"1-Oleoylglycerophosphoserine C24H46N1O9P1 + [13]C1C-1 -> [13]C1C23H46N1O9P1"
1302,203.0405,13.02,5.37,"Artifact","C5H10N1Na1O6",0.4,"L-Threonine C4H9N1O3 + C1H1Na1O3 -> C5H10N1Na1O6"
1303,498.189,13.88,5.2,"Artifact","[13]C1C17H31N3O13",0.09,"Peak 397 C18H31N3O13 + [13]C1C-1 -> [13]C1C17H31N3O13"
1304,498.1891,14.81,4.29,"Artifact","[13]C1C17H31N3O13",-0.11,"Peak 398 C18H31N3O13 + [13]C1C-1 -> [13]C1C17H31N3O13"
1305,411.9168,13.9,5.31,"Artifact","C6H16K3O9P1S1",-1.01,"CH3COOK C2H3K1O2 + Peak 706 -> C6H16K3O9P1S1"
1306,136.0735,8.07,4.88,"Metabolite","C5H12O4",0.43,"2-Methylerythritol C5H12O4"
1307,136.0735,7.51,5.38,"Metabolite","C5H12O4",0.43,"2-Methylerythritol C5H12O4"
1308,418.218,2.06,5.37,"Unknown","Unknown",-0.06,"Unknown"
1309,215.1602,2.82,5.21,"Artifact","[13]C1C11H22O3",0.23,"3-Oxododecanoic acid C12H22O3 + [13]C1C-1 -> [13]C1C11H22O3"
1310,206.0901,11.8,5.4,"Metabolite","C7H14N2O5",0.83,"Serylthreonine C7H14N2O5"
1311,178.084,7.17,5.36,"Metabolite","C7H14O5",0.69,"2-O-Methyl-L-fucose C7H14O5"
1312,240.0303,13.47,5.36,"Putative metabolite","C7H12O7S1",0.31,"2-Methylcitric acid C7H10O7 + H2S1 -> C7H12O7S1"
1313,282.1666,2.05,5.34,"Unknown","Unknown",-0.08,"Unknown"
1314,310.1604,2.13,5.34,"Putative metabolite","C17H26O3S1",-0.43,"N-Undecylbenzenesulfonic acid C17H28O3S1 - H2 -> C17H26O3S1"
1315,190.067,13.27,5.38,"Artifact","[13]C1C6H11N1O5",0.41,"Glutarylglycine C7H11N1O5 + [13]C1C-1 -> [13]C1C6H11N1O5"
1316,88.02903,1.9,3.98,"Unknown","Unknown",-0.04,"Unknown"
1317,148.0564,9.99,5.33,"Artifact","[13]C1C4H9N1O4",0.76,"L-Glutamic acid C5H9N1O4 + [13]C1C-1 -> [13]C1C4H9N1O4"
1318,148.0564,11.25,4.42,"Unknown","Unknown",-0.16,"Unknown"
1319,288.0858,4.34,5.37,"Putative metabolite","C13H12N4O4",0.19,"Queuine C12H15N5O3 + C1O1 -> C13H15N5O4 - H3N1 -> C13H12N4O4"
1320,273.8435,13.85,5.83,"Artifact","[41]K1H2K1O8S2",4.17,"KHSO4 H1K1O4S1 + H1K1O4S1 + [41]K1K-1 -> [41]K1H2K1O8S2"
1321,256.1961,2.48,5.3,"Artifact","Ring_artifact_C16H32O2",-0.09,"Palmitic acid C16H32O2 + Ring_artifact -> Ring_artifact_C16H32O2"
1322,614.1584,14.19,5.33,"Artifact","[13]C2C18H32N6O12S2",0.44,"Oxidized glutathione C20H32N6O12S2 + [13]C1C-1 -> [13]C1C19H32N6O12S2 + [13]C1C-1 -> [13]C2C18H32N6O12S2"
1323,301.0332,2.95,5.14,"Unknown","Unknown",-0.08,"Unknown"
1324,301.0332,2.69,5.14,"Unknown","Unknown",-0.08,"Unknown"
1325,250.5869,2.36,5.36,"Unknown","Unknown",-0.09,"Unknown"
1326,257.1026,13.58,5.24,"Metabolite","C8H20N1O6P1",0.87,"Glycerophosphocholine C8H20N1O6P1"
1327,819.5624,4.38,5.38,"Artifact","C43H82N1O11P1",0.18,"2-Hydroxy-3-methylpentanoic acid C6H12O3 + Peak 934 -> C43H82N1O11P1"
1328,121.8952,4.21,5.31,"Unknown","Unknown",-0.19,"Unknown"
1329,192.1102,14.19,5.35,"Artifact","Ring_artifact_C6H8O7",-0.12,"Citric acid C6H8O7 + Ring_artifact -> Ring_artifact_C6H8O7"
1330,192.1109,16.24,4.19,"Artifact","C7H16N2O4",0.56,"Ornithine C5H12N2O2 + C2H4O2 -> C7H16N2O4"
1331,243.0718,10.58,5.39,"Artifact","C8H14N1Na1O6",0.34,"Aminoadipic acid C6H11N1O4 + C2H3Na1O2 -> C8H14N1Na1O6"
1332,351.1886,13.64,5.31,"Artifact","[15]N1C12H26N5O6",-0.52,"Citrulline C6H13N3O3 * 2 -> C12H26N6O6 + [15]N1N-1 -> [15]N1C12H26N5O6"
1333,370.1283,11.86,5.36,"Artifact","B1C12H23O12",-0.12,"Peak 1817 C12H26O12 + B1H-3 -> B1C12H23O12"
1334,311.0286,13.77,5.29,"Artifact","C6H15K1N3O7P1",-0.42,"Citrulline C6H13N3O3 + H2K1O4P1 -> C6H15K1N3O7P1"
1335,91.05424,13.01,5.31,"Artifact","[13]C2C1H7N1O2",1.63,"beta-Alanine C3H7N1O2 + [13]C1C-1 -> [13]C1C2H7N1O2 + [13]C1C-1 -> [13]C2C1H7N1O2"
1336,303.0621,13.02,5.31,"Putative metabolite","C10H14N3O6P1",-0.26,"Lamivudine-monophosphate C8H12N3O6P1S1 + C2H4 -> C10H16N3O6P1S1 - H2S1 -> C10H14N3O6P1"
1337,303.0622,2.67,5.27,"Artifact","C8H17N1O9S1",0.67,"Peak 30 C8H16O6S1 + H1N1O3 -> C8H17N1O9S1"
1338,482.4334,2.51,5.22,"Artifact","C30H58O4",0.23,"Stearic acid C18H36O2 + Peak 363 -> C30H58O4"
1339,191.943,14.19,5.38,"Artifact","Ring_artifact_C6H8O7",-0.12,"Citric acid C6H8O7 + Ring_artifact -> Ring_artifact_C6H8O7"
1340,191.9432,16.35,4.01,"Unknown","Unknown",-0.12,"Unknown"
1341,307.1784,4.21,5.32,"Metabolite","C17H25N1O4",-0.14,"Ibopamine C17H25N1O4"
1342,233.0663,8.81,5.39,"Artifact","C10H12N1Na1O4",0.44,"L-Phenylalanine C9H11N1O2 + C1H1Na1O2 -> C10H12N1Na1O4"
1343,168.0274,2.65,5.27,"Unknown","Unknown",-0.14,"Unknown"
1344,168.0273,3.07,5.3,"Unknown","Unknown",-0.14,"Unknown"
1345,294.1581,7.09,5.31,"Metabolite","C15H22N2O4",-0.49,"Isoleucyl-Tyrosine C15H22N2O4"
1346,130.0211,7.03,5.29,"Artifact","[37]Cl1C3H9O3",-0.22,"Glycerol C3H8O3 + Cl1H1 -> C3Cl1H9O3 + [37]Cl1Cl-1 -> [37]Cl1C3H9O3"
1347,657.5608,13.84,5.26,"Artifact","H1K7O16S4",-0.17,"KHSO4 H1K1O4S1 + H2O4S1 + H-2K2 -> H1K3O8S2 + Peak 136 -> H3K5O16S4 + H-2K2 -> H1K7O16S4"
1348,410.3187,2.44,4.87,"Metabolite","C28H42O2",-0.53,"Gamma-Tocotrienol C28H42O2"
1349,390.1018,2.56,4.92,"Putative metabolite","C13H26O9S2",0.06,"R-3-(Methylthio)-1-hexanol C7H16O1S1 + O3S1 -> C7H16O4S2 + C6H10O5 -> C13H26O9S2"
1350,374.1069,2.6,5.18,"Putative metabolite","C13H26O8S2",0.02,"2-Heptanethiol C7H16S1 + O3S1 -> C7H16O3S2 + C6H10O5 -> C13H26O8S2"
1351,147.0612,7.15,5.33,"Artifact","[13]C1C5H10O4",0.43,"2-Methylglutaric acid C6H10O4 + [13]C1C-1 -> [13]C1C5H10O4"
1352,507.8953,13.9,5.2,"Artifact","C6H17K3O15P2",0.17,"CH3COOK C2H3K1O2 + C2H4O2 + Peak 381 -> C7H17K3O17P2 - C1O2 -> C6H17K3O15P2"
1353,173.03,13,5.34,"Artifact","C4H8N1Na1O5",0.1,"beta-Alanine C3H7N1O2 + C1H1Na1O3 -> C4H8N1Na1O5"
1354,307.1785,2.78,5.18,"Metabolite","C17H25N1O4",-0.46,"Ibopamine C17H25N1O4"
1355,378.0929,13.88,5.05,"Putative metabolite","C11H23O12P1",-0.5,"Trehalose 6-phosphate C12H23O14P1 - C1O2 -> C11H23O12P1"
1356,378.0929,14.82,4.63,"Artifact","C12Cl1H23O11",-0.03,"Melibiose C12H22O11 + Cl1H1 -> C12Cl1H23O11"
1357,151.0242,10.35,4.53,"Artifact","C5H6N1Na1O3",2.24,"Pyroglutamic acid C5H7N1O3 + H-1Na1 -> C5H6N1Na1O3"
1358,442.0795,13.85,5,"Artifact","[34]S1C12H24O15",-0.26,"Melibiose C12H22O11 + H2O4S1 -> C12H24O15S1 + [34]S1S-1 -> [34]S1C12H24O15"
1359,143.8917,4.2,5.13,"Unknown","Unknown",-0.16,"Unknown"
1360,286.0725,2.68,5.17,"Artifact","C9H18O8S1",-0.91,"Peak 30 C8H16O6S1 + C1H2O2 -> C9H18O8S1"
1361,144.9776,13.9,5.3,"Artifact","H4N1O6P1",0.16,"Nitrite H1N1O2 + H3O4P1"
1362,296.9136,13.91,5.28,"Artifact","[13]C1C4H7K3O7",0.18,"KHCO3 C1H1K1O3 + C2H3K1O2 + C2H3K1O2 -> C5H7K3O7 + [13]C1C-1 -> [13]C1C4H7K3O7"
1363,213.0515,13.74,5.32,"Artifact","C6H12K1N3O3",0.34,"Citrulline C6H13N3O3 + H-1K1 -> C6H12K1N3O3"
1364,324.176,2.11,5.33,"Putative metabolite","C18H28O3S1",-0.26,"2-Dodecylbenzenesulfonic acid C18H30O3S1 - H2 -> C18H28O3S1"
