"peak_id","medMz","medRt","log10_inten","class","formula","ppm_error","annotation"
1710,400.3552,3.84,4.15,"Metabolite","C24H48O4",0.15,"2,2-bis(hydroxymethyl)butyl octadecanoate C24H48O4"
1711,78.04679,4.22,5.11,"Metabolite","C6H6",2.05,"benzene C6H6"
1712,284.1448,2.12,5.07,"Metabolite","C15H24O3S1",-0.65,"4-nonylbenzenesulfonic acid C15H24O3S1"
1713,246.9943,13.39,5.21,"Artifact","[53]Cr1C5H10N2O6",0.95,"(2S)-2,5-diamino-5-oxopentanoic acid C5H10N2O3 + Cr1O3 -> C5Cr1H10N2O6 + [53]Cr1Cr-1 -> [53]Cr1C5H10N2O6"
1714,214.0206,13.66,5.02,"Unknown","Unknown",0.42,"Unknown"
1715,214.0204,11.15,5.23,"Artifact","C5H7N2Na1O6",-1.03,"Pyrrolidonecarboxylic acid C5H7N1O3 + N1Na1O3 -> C5H7N2Na1O6"
1716,214.0204,10.84,5.23,"Artifact","C5H7N2Na1O6",-1.03,"3-[carboxymethyl(nitro)amino]propanoic acid C5H8N2O6 + H-1Na1 -> C5H7N2Na1O6"
1717,248.1259,7.13,4.69,"Metabolite","C11H20O6",0.35,"2-(hydroxymethyl)-6-(3-methylbut-2-enoxy)oxane-3,4,5-triol C11H20O6"
1718,341.1322,11.33,5.13,"Metabolite","C12H23N1O10",-0.01,"(2R,3R,4S,5R)-2-amino-3,5,6-trihydroxy-4-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhexanal C12H23N1O10"
1719,172.0847,13.4,5.14,"Metabolite","C7H12N2O3",0.53,"N-(2-oxobutyl)-N-(2-oxopropyl)nitrous amide C7H12N2O3"
1720,172.0848,11.6,4.37,"Metabolite","C7H12N2O3",-0.05,"N-(2-oxobutyl)-N-(2-oxopropyl)nitrous amide C7H12N2O3"
1721,172.0847,12.53,4.99,"Metabolite","C7H12N2O3",0.53,"N-(2-oxobutyl)-N-(2-oxopropyl)nitrous amide C7H12N2O3"
1722,329.1839,2.31,5.1,"Metabolite","C16H27N1O6",-0.19,"[(7S,8S)-7-hydroxy-4-oxido-5,6,7,8-tetrahydro-3H-pyrrolizin-4-ium-1-yl]methyl 2-hydroxy-2-(1-methoxyethyl)-3-methylbutanoate C16H27N1O6"
1723,157.7415,13.9,5.02,"Unknown","Unknown",0.59,"Unknown"
1724,762.0904,13.9,5.12,"Artifact","[13]C1C22H30K1N7O16P2",-1.2,"NAD C21H27N7O14P2 + C2H3K1O2 -> C23H30K1N7O16P2 + [13]C1C-1 -> [13]C1C22H30K1N7O16P2"
1725,301.1385,13.44,5.06,"Artifact","C11H19N5O5",0.4,"(2R,3R,4S,5R)-2-[(8R)-8-hydroxy-7,8-dihydro-4H-imidazo[4,5-d][1,3]diazepin-3-yl]-5-(hydroxymethyl)oxolane-3,4-diol C11H16N4O5 + H3N1 -> C11H19N5O5"
1726,469.7787,13.84,4.94,"Artifact","C3H6K4O13S2",2.36,"KHSO4 H1K1O4S1 + C2H3K1O2 + C1H1K1O3 -> C3H5K3O9S1 + H1K1O4S1 -> C3H6K4O13S2"
1727,214.0565,13.4,5.11,"Artifact","C6H11N2Na1O5",0.31,"3-(carbamoylamino)propanoic acid C4H8N2O3 + C2H3Na1O2 -> C6H11N2Na1O5"
1728,289.1386,14.17,5.12,"Metabolite","C10H19N5O5",0.07,"2-[[2-amino-5-(diaminomethylideneamino)pentanoyl]amino]butanedioic acid C10H19N5O5"
1729,289.1387,14.82,4.98,"Metabolite","C10H19N5O5",-0.28,"2-[[2-amino-5-(diaminomethylideneamino)pentanoyl]amino]butanedioic acid C10H19N5O5"
1730,402.2076,2.08,5.18,"Metabolite","C20H34O6S1",0.02,"2-[2-[2-[4-(2,4,4-trimethylpentan-2-yl)phenoxy]ethoxy]ethoxy]ethanesulfonic acid C20H34O6S1"
1731,254.1001,12.16,5.2,"Metabolite","C9H18O8",0.27,"(2R,3R,4S,5R,6R)-2-(2,3-dihydroxypropoxy)-6-(hydroxymethyl)oxane-3,4,5-triol C9H18O8"
1732,254.1001,11.6,4.81,"Metabolite","C9H18O8",0.27,"(2R,3R,4S,5R,6R)-2-(2,3-dihydroxypropoxy)-6-(hydroxymethyl)oxane-3,4,5-triol C9H18O8"
1733,495.8228,13.92,5.07,"Artifact","C7H9K5O13",0.1,"CH3COOK C2H3K1O2 + C2H4O2 + Peak 1663 -> C7H9K5O13"
1734,185.9811,13.51,5.04,"Artifact","[13]C1C3Cr1H7N1O4",1.45,"4-aminobutanoic acid C4H9N1O2 + Cr1O3 -> C4Cr1H9N1O5 - H2O1 -> C4Cr1H7N1O4 + [13]C1C-1 -> [13]C1C3Cr1H7N1O4"
1735,473.7665,13.89,5.03,"Artifact","[41]K1C4H5K4O12S1",0.69,"KHCO3 C1H1K1O3 + C2H3K1O2 + C1H1K1O3 -> C4H5K3O8 + H-1K1 -> C4H4K4O8 + H1K1O4S1 -> C4H5K5O12S1 + [41]K1K-1 -> [41]K1C4H5K4O12S1"
1736,190.0953,11.34,5.18,"Artifact","C7H14N2O4",0.3,"morpholine-4-carboxamide C5H10N2O2 + C2H4O2 -> C7H14N2O4"
1737,261.9829,14.41,5.11,"Artifact","C6H9K1Na2O6",0.99,"CH3COOK C2H3K1O2 + C2H3Na1O2 + C2H3Na1O2 -> C6H9K1Na2O6"
1738,261.9829,16.09,4.7,"Metabolite","C5H12O6P2S1",0.32,"3-methylbut-2-enylsulfanyl(phosphonooxy)phosphinic acid C5H12O6P2S1"
1739,564.2252,2.58,5.03,"Artifact","Ring_artifact_C36H68O4",0.13,"5-tetradecyloxolan-2-one C18H34O2 * 2 -> C36H68O4 + Ring_artifact -> Ring_artifact_C36H68O4"
1740,192.9943,13.49,5.09,"Unknown","Unknown",0.47,"Unknown"
1741,192.9943,14.11,4.57,"Artifact","C7H3N3O2S1",1.54,"4-(5-nitrofuran-2-yl)-1,3-thiazol-2-amine C7H5N3O3S1 - H2O1 -> C7H3N3O2S1"
1742,192.9943,14.3,4.47,"Artifact","C7H3N3O2S1",1.54,"4-(5-nitrofuran-2-yl)-1,3-thiazol-2-amine C7H5N3O3S1 - H2O1 -> C7H3N3O2S1"
1743,522.1585,13.7,5.04,"Artifact","C16H27N8O10P1",0.53,"No edge connections."
1744,211.0844,8.84,5.17,"Metabolite","C10H13N1O4",0.27,"2-amino-3-(4-hydroxy-3-methoxyphenyl)propanoic acid C10H13N1O4"
1745,244.1422,7.12,5.08,"Metabolite","C11H20N2O4",0.44,"diethyl 2-methylpiperazine-1,4-dicarboxylate C11H20N2O4"
1746,244.1422,6.5,3.81,"Metabolite","C11H20N2O4",0.44,"diethyl 2-methylpiperazine-1,4-dicarboxylate C11H20N2O4"
1747,242.0569,13.38,5.09,"Artifact","C5H14N2O7Si1",0.53,"(2S)-2,5-diamino-5-oxopentanoic acid C5H10N2O3 + H4O4Si1 -> C5H14N2O7Si1"
1748,385.019,13.76,5.13,"Artifact","C10H13K1N5O7P1",-0.09,"dGMP C10H14N5O7P1 + H-1K1 -> C10H13K1N5O7P1"
1749,257.118,16.78,5.14,"Artifact","[13]C1C7H17N4Na1O4",0.41,"N-methyl-N-[6-[methyl(nitro)amino]hexyl]nitramide C8H18N4O4 + H-1Na1 -> C8H17N4Na1O4 + [13]C1C-1 -> [13]C1C7H17N4Na1O4"
1750,482.2643,4.23,4.98,"Metabolite","C22H43O9P1",0.35,"[(Z)-3-[[(2S)-2,3-dihydroxypropoxy]-hydroxyphosphoryl]oxy-2-hydroxyprop-1-enyl] hexadecanoate C22H43O9P1"
1751,97.97619,13.85,7.11,"Artifact","C2H3K1O2",8.38,"CH3COOK C2H3K1O2"
1752,349.2205,16.79,5.16,"Artifact","[15]N1C12H28N7O4",-0.33,"(2R)-2,6-diamino-N-[(2R)-1-amino-5-[[amino-(2,2-dihydroxyhydrazinyl)methylidene]amino]-1-oxopentan-2-yl]hexanamide C12H28N8O4 + [15]N1N-1 -> [15]N1C12H28N7O4"
1753,329.1908,2.08,5.12,"Artifact","[13]C1[34]S1C17H30O3",-0.25,"4-dodecylbenzenesulfonic acid C18H30O3S1 + [13]C1C-1 -> [13]C1C17H30O3S1 + [34]S1S-1 -> [13]C1[34]S1C17H30O3"
1754,145.8412,13.39,5,"Unknown","Unknown",0.64,"Unknown"
1755,146.0511,13.4,5.2,"Artifact","Ring_artifact_C5H10N2O3",0.64,"(2S)-2,5-diamino-5-oxopentanoic acid C5H10N2O3 + Ring_artifact -> Ring_artifact_C5H10N2O3"
1756,372.144,11.81,5.17,"Artifact","B1C12H25O12",-0.25,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol C6H14O6 * 2 -> C12H28O12 + B1H-3 -> B1C12H25O12"
1757,372.1442,11.3,4.06,"Metabolite","C19H24N4S2",0.1,"5-(N'-phenylcarbamimidoyl)sulfanylpentyl N'-phenylcarbamimidothioate C19H24N4S2"
1758,73.95036,6.67,5.14,"Unknown","Unknown",1.59,"Unknown"
1759,759.5053,3.04,5.09,"Metabolite","C40H74N1O10P1",-0.35,"(2S)-2-amino-3-[[(2R)-3-hexadecanoyloxy-2-[(9Z,12Z)-octadeca-9,12-dienoyl]oxypropoxy]-hydroxyphosphoryl]oxypropanoic acid C40H74N1O10P1"
1760,615.1518,14.18,5.04,"Artifact","[13]C1[34]S1C19H32N6O12S1",-1.12,"glutathione disulfide C20H32N6O12S2 + [13]C1C-1 -> [13]C1C19H32N6O12S2 + [34]S1S-1 -> [13]C1[34]S1C19H32N6O12S1"
1761,659.5581,13.85,5.03,"Unknown","Unknown",0.1,"Unknown"
1762,293.9128,13.85,5.14,"Artifact","C2H7K1O10S2",-3.51,"KHSO4 H1K1O4S1 + H2O4S1 + C2H4O2 -> C2H7K1O10S2"
1763,190.0476,13.06,5.05,"Metabolite","C7H10O6",0.73,"4-hydroxy-2-oxoheptanedioic acid C7H10O6"
1764,76.08502,3.43,5.01,"Unknown","Unknown",1.54,"Unknown"
1765,449.8538,13.9,4.99,"Artifact","C7H11K5O10",-0.1,"KHCO3 C1H1K1O3 + C2H3K1O2 + H-1K1 -> C3H3K3O5 + Peak 483 -> C7H11K5O10"
1766,206.9489,2.07,5.14,"Metabolite","C6H3Cl2N1O3",0.47,"2,4-dichloro-6-nitrophenol C6H3Cl2N1O3"
1767,169.0044,12.96,5.18,"Metabolite","C3H7N1O5S1",0.55,"L-Cysteic acid C3H7N1O5S1"
1768,211.0723,13.66,5.03,"Unknown","Unknown",0.43,"Unknown"
1769,162.0003,13.88,5.07,"Artifact","[18]O1[41]K1C4H7O3",1.27,"CH3COOK C2H3K1O2 + C2H4O2 + [41]K1K-1 -> [41]K1C4H7O4 + [18]O1O-1 -> [18]O1[41]K1C4H7O3"
1770,454.2889,7.09,5.07,"Artifact","[13]C1C20H44N1O7P1",-0.01,"(2-oxo-3-phosphonooxypropyl) octadecanoate C21H41O7P1 + H3N1 -> C21H44N1O7P1 + [13]C1C-1 -> [13]C1C20H44N1O7P1"
1771,303.1681,7.1,5.1,"Artifact","[13]C1C14H27O4P1",-0.16,"[(1R,2E,6E)-1-hydroxy-3,7,11-trimethyldodeca-2,6,10-trienyl]phosphonic acid C15H27O4P1 + [13]C1C-1 -> [13]C1C14H27O4P1"
1772,144.983,13,5.16,"Artifact","C2Cr1H7N1O3",0.69,"3-aminopropanoic acid C3H7N1O2 + Cr1O3 -> C3Cr1H7N1O5 - C1O2 -> C2Cr1H7N1O3"
1773,144.9831,13.57,4.68,"Metabolite","C4H3N1O3S1",1.82,"5-nitrofuran-2-thiol C4H3N1O3S1"
1774,206.0012,7.14,5.09,"Metabolite","C8H5F3O1S1",0.58,"4-(trifluoromethylsulfanyl)benzaldehyde C8H5F3O1S1"
1775,372.1509,12.23,4.52,"Metabolite","C20H24N2O3S1",-0.37,"(2S,3S)-5-[2-(dimethylamino)ethyl]-3-hydroxy-2-(4-methoxyphenyl)-2,3-dihydro-1,5-benzothiazepin-4-one C20H24N2O3S1"
1776,274.076,13.75,5.15,"Artifact","[13]C1C7H16K1N3O5",0.21,"(2S)-2-amino-5-(carbamoylamino)pentanoic acid C6H13N3O3 + [13]C1C-1 -> [13]C1C5H13N3O3 + C2H3K1O2 -> [13]C1C7H16K1N3O5"
1777,246.0463,10.53,5.16,"Artifact","C6F3H9N2O5",0.23,"2,2,2-trifluoro-1-morpholin-4-ylethanone C6H8F3N1O2 + H1N1O3 -> C6F3H9N2O5"
1778,588.9863,14.23,5.13,"Unknown","Unknown",0.12,"Unknown"
1779,148.0735,2.81,5.84,"Metabolite","C6H12O4",0.4,"3-ethoxy-1,1-dihydroxybutan-2-one C6H12O4"
1780,162.0541,7.59,5.26,"Metabolite","C7H6N4O1",0.38,"5-pyridin-4-yl-1,3,4-oxadiazol-2-amine C7H6N4O1"
1781,302.0129,2.91,4.87,"Metabolite","C8H14O8S2",0.36,"[(2S,3R)-3-[(2R,3S)-3-(methylsulfonyloxymethyl)oxiran-2-yl]oxiran-2-yl]methyl methanesulfonate C8H14O8S2"
1782,325.2075,3.07,5.07,"Metabolite","C18H31N1O2S1",0.15,"2-(4-heptylsulfanyl-2,5-dimethoxyphenyl)-N-methylethanamine C18H31N1O2S1"
1783,325.2075,4.49,5.06,"Metabolite","C18H31N1O2S1",0.15,"2-(4-heptylsulfanyl-2,5-dimethoxyphenyl)-N-methylethanamine C18H31N1O2S1"
1784,271.0102,13.59,5.13,"Metabolite","C7H14N1O4P1S2",-0.05,"methyl N-[2-[methoxy(methyl)phosphinothioyl]sulfanylacetyl]-N-methylcarbamate C7H14N1O4P1S2"
1785,247.0803,13.67,5.11,"Artifact","Ring_artifact_C5Cr1H9N1O7",0.36,"2-amino-2-methylbutanedioic acid C5H9N1O4 + Cr1O3 -> C5Cr1H9N1O7 + Ring_artifact -> Ring_artifact_C5Cr1H9N1O7"
1786,463.7458,13.86,5.07,"Artifact","C2H5K5O11S2",0.13,"KHSO4 H1K1O4S1 + H2O4S1 + H-2K2 -> H1K3O8S2 + C2H3K1O2 -> C2H4K4O10S2 + H1K1O1 -> C2H5K5O11S2"
1787,509.7329,13.86,5,"Artifact","[41]K1C3H5K4O13S2",1.79,"KHSO4 H1K1O4S1 + C2H4O2 + H-1K1 -> C2H4K2O6S1 + Peak 1643 -> C3H5K5O13S2 + [41]K1K-1 -> [41]K1C3H5K4O13S2"
1788,163.0924,4.21,5.05,"Unknown","Unknown",0.57,"Unknown"
1789,144.1398,4.22,5.13,"Artifact","Ring_artifact_C8H16O2",0.65,"octanoic acid C8H16O2 + Ring_artifact -> Ring_artifact_C8H16O2"
1790,157.0349,13.3,5.14,"Artifact","C4H8N1Na1O4",1.29,"2-aminoacetic acid C2H5N1O2 + C2H3Na1O2 -> C4H8N1Na1O4"
1791,157.035,13.01,5.14,"Artifact","C4H8N1Na1O4",0.65,"3-aminopropanoic acid C3H7N1O2 + C1H1Na1O2 -> C4H8N1Na1O4"
1792,282.1215,8.49,4.14,"Metabolite","C13H18N2O5",0.26,"[2-(dimethylcarbamoyloxy)-4-(hydroxymethyl)phenyl] N,N-dimethylcarbamate C13H18N2O5"
1793,275.1593,13.88,4.97,"Metabolite","C10H21N5O4",0.2,"2-[(2-amino-3-hydroxybutanoyl)amino]-5-(diaminomethylideneamino)pentanoic acid C10H21N5O4"
1794,275.1594,14.13,4.97,"Metabolite","C10H21N5O4",-0.17,"2-[(2-amino-3-hydroxybutanoyl)amino]-5-(diaminomethylideneamino)pentanoic acid C10H21N5O4"
1795,919.3083,2.56,5.04,"Unknown","Unknown",0.06,"Unknown"
1796,402.1679,2.94,5.11,"Artifact","C22H26O7",-0.12,"1-[3-[(3-butanoyl-2,4,6-trihydroxy-5-methylphenyl)methyl]-2,6-dihydroxy-4-methoxyphenyl]butan-1-one C23H28O8 - C1H2O1 -> C22H26O7"
1797,169.0407,7.58,5.17,"Metabolite","C4H11N1O4S1",1.06,"2-(ethylamino)ethyl hydrogen sulfate C4H11N1O4S1"
1798,584.3521,7.11,5.06,"Artifact","[13]C1C26H54N1O10P1",-0.36,"Peak 588 C27H54N1O10P1 + [13]C1C-1 -> [13]C1C26H54N1O10P1"
1799,75.94686,3.12,5.03,"Unknown","Unknown",1.54,"Unknown"
1800,75.94686,3.42,5.03,"Unknown","Unknown",1.54,"Unknown"
1801,315.1753,2.09,5.13,"Artifact","[13]C1[34]S1C16H28O3",-0.74,"3-undecylbenzenesulfonic acid C17H28O3S1 + [13]C1C-1 -> [13]C1C16H28O3S1 + [34]S1S-1 -> [13]C1[34]S1C16H28O3"
1802,320.0984,13.58,5.14,"Artifact","C8H21N2O9P1",0.21,"Glycerophosphocholine C8H20N1O6P1 + H1N1O3 -> C8H21N2O9P1"
1803,217.1425,14.37,5.17,"Metabolite","C9H19N3O3",0.65,"5-butyl-1,3-bis(hydroxymethyl)-1,3,5-triazinan-2-one C9H19N3O3"
1804,261.0329,14.18,5.13,"Artifact","[13]C1C5H13O9P1",0.66,"glucose-1-phosphate C6H13O9P1 + [13]C1C-1 -> [13]C1C5H13O9P1"
1805,258.2023,2.61,5.08,"Artifact","Ring_artifact_C14H26O4",0.34,"dibutyl hexanedioate C14H26O4 + Ring_artifact -> Ring_artifact_C14H26O4"
1806,258.2024,4.06,4.39,"Artifact","[13]C1C13H27N1O3",0.19,"6-(2-ethylhexanoylamino)hexanoic acid C14H27N1O3 + [13]C1C-1 -> [13]C1C13H27N1O3"
1807,306.0715,13.47,5.13,"Artifact","[13]C1B1C10F3H11N1O5",0.3,"No edge connections."
1808,293.1223,13.45,5.04,"Metabolite","C10H19N3O7",0,"3-[(2S,3R,4R,5S,6R)-2-ethoxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]-1-methyl-1-nitrosourea C10H19N3O7"
1809,126.0081,13.53,5.1,"Metabolite","C2H7O4P1",0.76,"dimethyl hydrogen phosphate C2H7O4P1"
1810,555.3537,3.07,5.04,"Metabolite","C26H54N1O9P1",-0.15,"(2S)-2-amino-3-[hydroxy-[(2R)-2-hydroxy-3-(2-methoxynonadecoxy)propoxy]phosphoryl]oxypropanoic acid C26H54N1O9P1"
1811,302.0305,2.95,4.93,"Metabolite","C8H14O10S1",0.89,"methyl 3,4-dihydroxy-6-methoxy-5-sulfooxyoxane-2-carboxylate C8H14O10S1"
1812,324.1045,13.49,5.07,"Artifact","C11H17N4Na1O6",0.24,"(2R,3R,4S,5R)-2-[(8R)-8-hydroxy-7,8-dihydro-4H-imidazo[4,5-d][1,3]diazepin-3-yl]-5-(hydroxymethyl)oxolane-3,4-diol C11H16N4O5 + H1Na1O1 -> C11H17N4Na1O6"
1813,324.1032,11.8,4.57,"Artifact","C10H21Na1O10",0.13,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol C6H14O6 + C2H3Na1O2 -> C8H17Na1O8 + C2H4O2 -> C10H21Na1O10"
1814,193.0738,5.61,4.87,"Metabolite","C10H11N1O3",0.48,"2-(4-acetamidophenyl)acetic acid C10H11N1O3"
1815,141.0402,13.01,5.11,"Artifact","C4H8N1Na1O3",-0.09,"(2R,3R,4R,5S,6R)-3-[[(1R)-1-amino-1-hydroxyethyl]amino]-6-(hydroxymethyl)oxane-2,4,5-triol C8H18N2O6 / 2 -> C4H9N1O3 + H-1Na1 -> C4H8N1Na1O3"
1816,362.1453,13.57,5.08,"Artifact","C11H27N2O9P1",0.32,"No edge connections."
1817,362.1426,11.84,4.79,"Putative metabolite","C12H26O12",-0.48,"(2S,3R,4R,5R)-4-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhexane-1,2,3,5,6-pentol C12H24O11 + H2O1 -> C12H26O12"
1818,258.1021,13.65,5.06,"Artifact","[13]C1C7H16N3Na1O5",0.08,"(2S)-2-amino-5-(carbamoylamino)pentanoic acid C6H13N3O3 + [13]C1C-1 -> [13]C1C5H13N3O3 + C2H3Na1O2 -> [13]C1C7H16N3Na1O5"
1819,118.0266,13.31,7.71,"Metabolite","C4H6O4",0.08,"2-methylpropanedioic acid C4H6O4"
1820,207.0458,14.03,5.1,"Artifact","[13]C1C6H10O7",1,"2-hydroxybutane-1,2,3-tricarboxylic acid C7H10O7 + [13]C1C-1 -> [13]C1C6H10O7"
1821,288.0808,13.38,5.15,"Metabolite","C13H14F2O5",0.45,"(1R,2S,3S,6S)-6-(3,5-difluorophenoxy)-4-(hydroxymethyl)cyclohex-4-ene-1,2,3-triol C13H14F2O5"
1822,164.0684,4.11,5.08,"Metabolite","C6H12O5",0.45,"L-Rhamnose C6H12O5"
1823,179.0669,16.76,5.15,"Artifact","C6H10N3Na1O2",0.96,"(7S)-2-amino-4,5,6,7-tetrahydro-1H-1,3-diazepine-7-carboxylic acid C6H11N3O2 + H-1Na1 -> C6H10N3Na1O2"
1824,121.8631,4.21,4.85,"Unknown","Unknown",0.78,"Unknown"
1825,275.0708,13.74,5.08,"Artifact","[41]K1C8H16N3O5",0.08,"(2S)-2-amino-5-(carbamoylamino)pentanoic acid C6H13N3O3 + C2H3K1O2 -> C8H16K1N3O5 + [41]K1K-1 -> [41]K1C8H16N3O5"
1826,388.1219,13.88,5.07,"Artifact","C13H24O13",-0.54,"Lactose C12H22O11 + C1H2O2 -> C13H24O13"
1827,388.1218,14.84,4.62,"Artifact","C13H24O13",-0.28,"(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol C12H22O11 + C1H2O2 -> C13H24O13"
1828,427.8651,13.86,5.03,"Artifact","C4H11K3O12S1Si1",0.16,"KHSO4 H1K1O4S1 + C2H3K1O2 + Peak 795 -> C4H11K3O12S1Si1"
1829,295.1088,13,5.1,"Artifact","B1C10H14N5O5",-0.07,"(2R,3R,4S,5R)-2-(6-amino-7,8-dihydropurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol C10H15N5O4 + B1H-1O1 -> B1C10H14N5O5"
1830,295.1097,13.5,5.01,"Artifact","[13]C1C9H18N2O8",-0.1,"2-amino-2-methylbutanedioic acid C5H9N1O4 * 2 -> C10H18N2O8 + [13]C1C-1 -> [13]C1C9H18N2O8"
1831,103.0961,13.49,5.15,"Artifact","Ring_artifact_C4H9N1O2",0.93,"4-aminobutanoic acid C4H9N1O2 + Ring_artifact -> Ring_artifact_C4H9N1O2"
1832,103.0961,12.16,4.43,"Artifact","Ring_artifact_C4H9N1O2",0.93,"b-Aminoisobutyric acid C4H9N1O2 + Ring_artifact -> Ring_artifact_C4H9N1O2"
1833,358.0067,14.18,5.05,"Artifact","C8H16K1O11P1",0.08,"glucose-1-phosphate C6H13O9P1 + C2H3K1O2 -> C8H16K1O11P1"
1834,211.0048,13.45,5.07,"Artifact","C5Cr1H9N3O3",0.47,"3-(carbamoylamino)propanoic acid C4H8N2O3 + Cr1O3 -> C4Cr1H8N2O6 + C2H3N1 -> C6Cr1H11N3O6 - H2O1 -> C6Cr1H9N3O5 - C1O2 -> C5Cr1H9N3O3"
1835,211.0048,14.11,4.44,"Metabolite","C7H5N3O3S1",1.72,"4-(5-nitrofuran-2-yl)-1,3-thiazol-2-amine C7H5N3O3S1"
1836,242.0192,12.07,5.16,"Metabolite","C6H11O8P1",-0.19,"2-[(1-carboxy-1-hydroxyethyl)-hydroxyphosphoryl]-2-hydroxypropanoic acid C6H11O8P1"
1837,355.0935,13.01,5.06,"Artifact","C12H21N1O9S1",0.57,"Peak 2909 C13H23N1O10S1 - C1H2O1 -> C12H21N1O9S1"
1838,583.3855,7.09,5.04,"Metabolite","C28H58N1O9P1",-1,"(2S)-2-amino-3-[hydroxy-[(2R)-2-hydroxy-3-(2-methoxyhenicosoxy)propoxy]phosphoryl]oxypropanoic acid C28H58N1O9P1"
1839,305.1223,12.98,5.13,"Metabolite","C11H19N3O7",0,"(2R,6S)-2-amino-6-(carboxyamino)-7-[[(1R)-1-carboxyethyl]amino]-7-oxoheptanoic acid C11H19N3O7"
1840,103.0306,12.16,4.43,"Artifact","Ring_artifact_C4H9N1O2",0.93,"b-Aminoisobutyric acid C4H9N1O2 + Ring_artifact -> Ring_artifact_C4H9N1O2"
1841,637.3015,2.51,4.98,"Unknown","Unknown",0.1,"Unknown"
1842,252.0108,13.37,5.04,"Metabolite","C13H10Cl2O1",0.28,"bis(4-chlorophenyl)methanol C13H10Cl2O1"
1843,316.9439,13.58,5.11,"Artifact","Ring_artifact_C10H24N1O8P1",0.27,"Glycerophosphocholine C8H20N1O6P1 + C2H4O2 -> C10H24N1O8P1 + Ring_artifact -> Ring_artifact_C10H24N1O8P1"
1844,177.0513,14.42,5.14,"Metabolite","C6H6F3N3",0.46,"5-methyl-2-(trifluoromethyl)pyrimidin-4-amine C6H6F3N3"
1845,430.1992,2.85,5.12,"Metabolite","C24H30O7",-0.11,"(7R,8R,9S)-9-(3,4-dimethoxyphenyl)-4-methoxy-7,8-bis(methoxymethyl)-6,7,8,9-tetrahydrobenzo[g][1,3]benzodioxole C24H30O7"
1846,359.8901,13.93,5.02,"Artifact","C5H7K3O11",-0.4,"KHCO3 C1H1K1O3 + C2H3K1O2 + C1H1K1O3 -> C4H5K3O8 + C1H2O3 -> C5H7K3O11"
1847,305.0413,11.31,5.13,"Metabolite","C9H12N3O7P1",-0.04,"1-[(4aR,6R,7R,7aS)-2,7-dihydroxy-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-6-yl]-4-aminopyrimidin-2-one C9H12N3O7P1"
1848,105.0143,13.4,5.04,"Artifact","[13]C1C2H4O4",0.13,"propanedioic acid C3H4O4 + [13]C1C-1 -> [13]C1C2H4O4"
1849,157.9759,13.91,5.09,"Artifact","Ring_artifact_C4H7K1O4",0.59,"CH3COOK C2H3K1O2 + C2H4O2 + Ring_artifact -> Ring_artifact_C4H7K1O4"
1850,288.005,11.3,5.09,"Artifact","C7Cr1H12N2O7",-0.14,"(4S)-4-[[(2S)-2-[[(2S)-2-[[(2S)-2-amino-3-hydroxypropanoyl]amino]propanoyl]amino]-3-hydroxypropanoyl]amino]-5-oxopentanoic acid C14H24N4O8 / 2 -> C7H12N2O4 + Cr1O3 -> C7Cr1H12N2O7"
1851,710.13,14.2,5.13,"Artifact","C22H35K1N6O14S2",-1.45,"glutathione disulfide C20H32N6O12S2 + C2H3K1O2 -> C22H35K1N6O14S2"
1852,358.2256,3.94,3.86,"Metabolite","C21H30N2O3",0.12,"2-(diethylamino)ethyl 4-(4-carbamoylhepta-1,6-dien-4-yl)benzoate C21H30N2O3"
1853,340.12,4.87,5.12,"Metabolite","C14H20N4O4S1",1.55,"(2,5-dioxopyrrolidin-1-yl) 5-(2-amino-3a,4,6,6a-tetrahydro-1H-thieno[3,4-d]imidazol-4-yl)pentanoate C14H20N4O4S1"
1854,665.1147,13.92,5.03,"Unknown","Unknown",0.1,"Unknown"
1855,247.0819,9.05,4.72,"Metabolite","C11H12F3N1O2",0.46,"N-[4-(2,2,2-trifluoro-1-hydroxyethyl)phenyl]propanamide C11H12F3N1O2"
1856,247.0788,11.81,4.77,"Artifact","[18]O1C6H15N1O8",0.51,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol C6H14O6 + H1N1O3 -> C6H15N1O9 + [18]O1O-1 -> [18]O1C6H15N1O8"
1857,247.0788,11.36,4.68,"Artifact","[18]O1C6H15N1O8",0.51,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol C6H14O6 + H1N1O3 -> C6H15N1O9 + [18]O1O-1 -> [18]O1C6H15N1O8"
