peak_id,id,medMz,medRt,log10_inten,class,formula,ppm_error,score_known_rt,score_MS2,level,accession,annotation
674,1056,457.2364235476694,2.73,6.08,Artifact,C21H40Na1O7P1,-6.11,0,,,,HMDB0242470 (2-Hydroxy-3-phosphonooxypropyl) octadec-9-enoate C21H41O7P1 + H-1Na1 -> C21H40Na1O7P1
675,1057,464.3150235476694,2.73,6.4,Metabolite,C23H48N1O6P1,-0.86,,,3,HMDB0240598,HMDB0240598 LysoPE(P-18:0/0:0) C23H48N1O6P1
676,1058,466.33052354766943,2.73,6.23,Putative metabolite,C23H50N1O6P1,-0.43,0,,4,,HMDB0240598 LysoPE(P-18:0/0:0) C23H48N1O6P1 + H2 -> C23H50N1O6P1
677,1059,492.3464235476694,2.73,5.7,Putative metabolite,C25H52N1O6P1,-1.01,0,,4,,HMDB0240598 LysoPE(P-18:0/0:0) C23H48N1O6P1 + C2H4 -> C25H52N1O6P1
678,1060,498.2898235476694,2.73,7.3,Metabolite,C26H45N1O6S1,-0.6,0.7359999999999998,,2.2,HMDB0000896,HMDB0000896 Taurodeoxycholic acid C26H45N1O6S1
679,1061,504.30852354766944,2.73,6.23,Metabolite,C25H48N1O7P1,1.98,,,3,HMDB0011483,"HMDB0011483 LysoPE(0:0/20:2(11Z,14Z)) C25H48N1O7P1"
680,1062,505.3120235476694,2.73,5.6,Artifact,[13]C1C24H48N1O7P1,1.78,0,,,,"HMDB0011483 LysoPE(0:0/20:2(11Z,14Z)) C25H48N1O7P1 + [13]C1C-1 -> [13]C1C24H48N1O7P1"
681,1063,507.3288235476694,2.73,5.92,Artifact,C23H42N9O4,-0.2,0,,,,Peak 625 C23H43N9O4 - H1 -> C23H42N9O4
682,1065,528.3100235476695,2.73,5.92,Metabolite,C27H48N1O7P1,-0.94,,,3,HMDB0011493,"HMDB0011493 LysoPE(0:0/22:4(7Z,10Z,13Z,16Z)) C27H48N1O7P1"
683,1066,540.3675235476695,2.73,6.51,Artifact,C26H56N1O8P1,-0.74,0,,,,Peak 590 C25H54N1O6P1 + C1H2O2 -> C26H56N1O8P1
684,1067,541.3711235476695,2.73,6,Artifact,[13]C1C25H56N1O8P1,-1.29,0,,,,Peak 683 C26H56N1O8P1 + [13]C1C-1 -> [13]C1C25H56N1O8P1
685,1068,552.3313235476695,2.73,6.43,Putative metabolite,C26H52N1O9P1,-1.08,0,,4,,HMDB0012378 PS(18:0/18:0) C42H82N1O10P1 - C16H30O1 -> C26H52N1O9P1
686,1069,556.3263235476695,2.73,5.79,Artifact,C25H52N1O10P1,-1.26,0,,,,HMDB0061698 1-Stearoylglycerophosphoserine C24H48N1O9P1 + C1H4O1 -> C25H52N1O10P1
687,1070,556.3532235476695,2.73,6.11,Unknown,Unknown,0,,,,,Unknown
688,1071,566.3832235476694,2.73,6,Putative metabolite,C28H58N1O8P1,-0.88,0,,4,,"HMDB0289583 PC(P-18:0/18:1(12Z)-2OH(9,10)) C44H86N1O9P1 + H2 -> C44H88N1O9P1 - C16H30O1 -> C28H58N1O8P1"
689,1072,568.3625235476695,2.73,6.23,Metabolite,C28H52N5O5P1,1.41,,,3,HMDB0250380,HMDB0250380 Tenofovir exalidex C28H52N5O5P1
690,1073,580.3626235476695,2.73,6.9,Artifact,C26H57N1Na1O9P1,-5.16,0,,,,Peak 683 C26H56N1O8P1 + H1Na1O1 -> C26H57N1Na1O9P1
691,1074,602.3470235476694,2.73,5.83,Metabolite,C30H54N1O9P1,-1.16,,,3,HMDB0288900,"HMDB0288900 PC(2:0/20:3(6,8,11)-OH(5)) C30H54N1O9P1"
692,1076,199.09772354766943,2.76,5.51,Metabolite,C10H16O4,-0.5,,,3,HMDB0000603,HMDB0000603 cis-4-Decenedioic acid C10H16O4
693,1077,204.12422354766943,2.76,5.75,Metabolite,C9H19N1O4,-0.49,0.6889999999999996,,2.2,HMDB0004231,HMDB0004231 Panthenol C9H19N1O4
694,1078,213.07692354766945,2.76,5.86,Putative metabolite,C10H14O5,-0.47,0,,4,,HMDB0242246 (+)-Arteannuin C15H22O5 - C5H8 -> C10H14O5
695,1079,227.09252354766943,2.76,6.11,Metabolite,C11H16O5,0,,,3,HMDB0252838,"HMDB0252838 Glycerol 1,2-dimethacrylate C11H16O5"
696,1080,260.0082235476694,2.76,5.78,Artifact,C8Cl1H13K1N1O4,5.75,0,,,,HMDB0000239 Pyridoxine C8H11N1O3 + Cl1H1 -> C8Cl1H12N1O3 + H1K1O1 -> C8Cl1H13K1N1O4
697,1081,287.1138235476694,2.76,5.52,Putative metabolite,C13H20O7,-0.69,0,,4,,"HMDB0244610 Diallyl 2,2'-oxydiethyl dicarbonate C12H18O7 + C1H2 -> C13H20O7"
698,1082,466.2942235476694,2.76,6.08,Metabolite,C22H46N1O7P1,-0.64,,,3,HMDB0010379,HMDB0010379 LysoPC(14:0/0:0) C22H46N1O7P1
699,1083,521.1164235476695,2.76,5.77,Putative metabolite,C22H26N4O7S2,1.15,0,,4,,HMDB0258340 (2S)-3-[3-[(4-Carbamimidoylbenzoyl)amino]propanoylamino]-2-[(4-ethylphenyl)sulfonylamino]propanoic acid C22H27N5O6S1 + H-1N-1O1 -> C22H26N4O7S1 + S1 -> C22H26N4O7S2
700,1084,524.2997235476695,2.76,6.26,Metabolite,C24H48N1O9P1,-0.57,,,3,HMDB0061698,HMDB0061698 1-Stearoylglycerophosphoserine C24H48N1O9P1
701,1085,553.3346235476695,2.76,5.8,Artifact,[13]C1C25H52N1O9P1,-1.08,0,,,,Peak 685 C26H52N1O9P1 + [13]C1C-1 -> [13]C1C25H52N1O9P1
702,1087,352.8745235476694,2.78,5.83,Artifact,Ring_artifact_C19H14O5S1,0,0,,,,Peak 711 C19H14O5S1 + Ring_artifact -> Ring_artifact_C19H14O5S1
703,1088,353.05852354766944,2.78,6.53,Artifact,Ring_artifact_C19H14O5S1,0,0,,,,Peak 711 C19H14O5S1 + Ring_artifact -> Ring_artifact_C19H14O5S1
704,1090,355.0448235476694,2.78,7.3,Artifact,[34]S1C19H14O5,-0.28,0,,,,Peak 711 C19H14O5S1 + [34]S1S-1 -> [34]S1C19H14O5
705,1091,356.04812354766943,2.78,6.66,Artifact,[13]C1[34]S1C18H14O5,-0.28,0,,,,Peak 711 C19H14O5S1 + [34]S1S-1 -> [34]S1C19H14O5 + [13]C1C-1 -> [13]C1[34]S1C18H14O5
706,1092,79.95660354766943,2.81,5.64,Artifact,MS2_fragment_C8H9N1O4,-8.4,0,,,HMDB0000017,HMDB0000017 4-Pyridoxic acid C8H9N1O4 - Experiment_MS2_fragment -> MS2_fragment_C8H9N1O4
707,1093,88.26280354766942,2.81,6.04,Unknown,Unknown,0,,,,,Unknown
708,1094,183.06632354766944,2.81,6.4,Metabolite,C9H12O4,0,,,3,HMDB0001490,HMDB0001490 Vanylglycol C9H12O4
709,1095,214.14502354766944,2.81,5.32,Metabolite,C11H21N1O3,-0.93,,,3,HMDB0253144,HMDB0253144 Hexaminolevulinate C11H21N1O3
710,1096,353.0393235476694,2.81,6.34,Artifact,Ring_artifact_C19H14O5S1,0,0,,,,Peak 711 C19H14O5S1 + Ring_artifact -> Ring_artifact_C19H14O5S1
711,1097,353.04882354766943,2.81,8.69,Putative metabolite,C19H14O5S1,0.28,0,,4,,HMDB0032173 Bakers yeast extract C19H14O2 + O3S1 -> C19H14O5S1
712,1099,353.22632354766944,2.81,5.91,Artifact,Ring_artifact_C19H14O5S1,0,0,,,,Peak 711 C19H14O5S1 + Ring_artifact -> Ring_artifact_C19H14O5S1
713,1100,354.0522235476694,2.81,8,Artifact,[13]C1C18H14O5S1,0,0,,,,Peak 711 C19H14O5S1 + [13]C1C-1 -> [13]C1C18H14O5S1
714,1101,355.0553235476694,2.81,6.88,Artifact,[13]C2C17H14O5S1,0.84,0,,,,Peak 711 C19H14O5S1 + [13]C1C-1 -> [13]C1C18H14O5S1 + [13]C1C-1 -> [13]C2C17H14O5S1
715,1102,375.0310235476694,2.81,6.79,Artifact,C19H13Na1O5S1,-0.53,0,,,,Peak 711 C19H14O5S1 + H-1Na1 -> C19H13Na1O5S1
716,1103,435.0522235476694,2.81,5.94,Artifact,C21H17Na1O7S1,-0.46,0,,,,Peak 711 C19H14O5S1 + C2H3Na1O2 -> C21H17Na1O7S1
717,1104,436.0556235476694,2.81,5.4,Artifact,[13]C1C20H17Na1O7S1,-0.69,0,,,,Peak 711 C19H14O5S1 + [13]C1C-1 -> [13]C1C18H14O5S1 + C2H3Na1O2 -> [13]C1C20H17Na1O7S1
718,1105,515.2882235476694,2.81,5.51,Artifact,[13]C1C25H45N1O7S1,-0.97,0,,,,HMDB0000036 Taurocholic acid C26H45N1O7S1 + [13]C1C-1 -> [13]C1C25H45N1O7S1
719,1106,729.0876235476695,2.81,7.11,Artifact,C24H28N8O13P2S1,3.15,0,,,,Peak 807 C24H30N8O14P2S1 - H2O1 -> C24H28N8O13P2S1
720,1107,730.0910235476695,2.81,6.75,Artifact,C22H25N10O15P2,-0.96,0,,,,"Bis(3',5')-cyclic diguanylic acid C20H24N10O14P2 + C2H2O1 - H1 -> C22H25N10O15P2"
721,1108,731.0943235476694,2.81,6.04,Artifact,[13]C1C21H25N10O15P2,-0.82,0,,,,"Bis(3',5')-cyclic diguanylic acid C20H24N10O14P2 + C2H2O1 - H1 -> C22H25N10O15P2 + [13]C1C-1 -> [13]C1C21H25N10O15P2"
722,1109,745.0617235476694,2.81,5.68,Unknown,Unknown,0,,,,,Unknown
723,1110,751.0697235476695,2.81,5.77,Putative metabolite,C21H26N10O15P2S1,0.66,0,,4,,HMDB0014496 Thioguanine C5H5N5S1 + C1O2 -> C6H5N5O2S1 + C15H21N5O13P2 -> C21H26N10O15P2S1
724,1111,765.1588235476695,2.81,6.72,Unknown,Unknown,0,,,,,Unknown
725,1112,766.1622235476694,2.81,6.34,Putative metabolite,C22H40N7O17P3,-0.13,0,,4,,HMDB0240598 LysoPE(P-18:0/0:0) C23H48N1O6P1 - C16H30O1 -> C7H18N1O5P1 - H-1N-1O1 -> C7H19N2O4P1 + C15H21N5O13P2 -> C22H40N7O17P3
726,1114,215.09252354766943,2.73,6.59,Artifact,C10H16O5,0,0,,,,HMDB0001490 Vanylglycol C9H12O4 + C1H4O1 -> C10H16O5
727,1115,271.1189235476694,2.84,5.04,Artifact,C13H20O6,-0.73,0,,,,HMDB0061112 3-Carboxy-4-methyl-5-propyl-2-furanpropionic acid C12H16O5 + C1H4O1 -> C13H20O6
728,1116,376.03432354766943,2.84,6.08,Artifact,[13]C1C18H13Na1O5S1,-0.27,0,,,,Peak 711 C19H14O5S1 + [13]C1C-1 -> [13]C1C18H14O5S1 + H-1Na1 -> [13]C1C18H13Na1O5S1
729,1117,377.0269235476694,2.84,5.36,Artifact,[34]S1C19H13Na1O5,-0.79,0,,,,Peak 711 C19H14O5S1 + [34]S1S-1 -> [34]S1C19H14O5 + H-1Na1 -> [34]S1C19H13Na1O5
730,1118,457.03432354766943,2.84,5.88,Artifact,C21H16Na2O7S1,-0.87,0,,,,Peak 711 C19H14O5S1 + C2H2Na2O2 -> C21H16Na2O7S1
731,1119,514.2848235476695,2.84,6.08,Metabolite,C26H45N1O7S1,-0.78,,0,3,HMDB0000036,HMDB0000036 Taurocholic acid C26H45N1O7S1
732,1120,539.3343235476694,2.84,5.8,Putative metabolite,C28H48N2O8,-0.93,0,,4,,HMDB0248147 N(4)-Octadecyl-1-arabinofuranosylcytosine C27H49N3O5 + C1O2 -> C28H49N3O7 + H-1N-1O1 -> C28H48N2O8
733,1121,804.5770235476695,2.7,5.99,Putative metabolite,C44H80N5O6P1,0.37,0,,4,,HMDB0250380 Tenofovir exalidex C28H52N5O5P1 - H2 -> C28H50N5O5P1 + C16H30O1 -> C44H80N5O6P1
734,1122,131.07142354766944,2.87,6.08,Metabolite,C6H12O3,-0.76,0.6020000000000003,,2.2,HMDB0000746,HMDB0000746 Hydroxyisocaproic acid C6H12O3
735,1123,137.08332354766944,2.87,5.62,Metabolite,C6H10N4,-0.72,,,3,HMDB0256296,HMDB0256296 Pentetrazol C6H10N4
736,1124,165.07822354766944,2.87,6.91,Putative metabolite,C7H10N4O1,0,0,,4,,HMDB0256296 Pentetrazol C6H10N4 + C1O1 -> C7H10N4O1
737,1125,166.08162354766944,2.87,5.74,Artifact,[13]C1C6H10N4O1,-0.6,0,,,,Peak 736 C7H10N4O1 + [13]C1C-1 -> [13]C1C6H10N4O1
738,1126,236.09292354766944,2.87,5.92,Metabolite,C12H15N1O4,-0.42,,,3,HMDB0250759,HMDB0250759 L-Glutamic acid 5-benzyl ester C12H15N1O4
739,1128,411.00782354766943,2.87,6.08,Artifact,C19Cl1H14Na1O5S1,-0.73,0,,,,Peak 711 C19H14O5S1 + H-1Na1 -> C19H13Na1O5S1 + Cl1H1 -> C19Cl1H14Na1O5S1
740,1129,412.0111235476694,2.87,5.32,Artifact,[13]C1C18Cl1H14Na1O5S1,-0.48,0,,,,Peak 711 C19H14O5S1 + [13]C1C-1 -> [13]C1C18H14O5S1 + H-1Na1 -> [13]C1C18H13Na1O5S1 + Cl1H1 -> [13]C1C18Cl1H14Na1O5S1
741,1130,413.0047235476694,2.87,5.57,Artifact,[37]Cl1C19H14Na1O5S1,-0.24,0,,,,Peak 711 C19H14O5S1 + H-1Na1 -> C19H13Na1O5S1 + Cl1H1 -> C19Cl1H14Na1O5S1 + [37]Cl1Cl-1 -> [37]Cl1C19H14Na1O5S1
742,1133,165.05582354766943,2.9,5.56,Metabolite,C9H10O3,-0.6,0.6549999999999998,,2.2,HMDB0000779,HMDB0000779 Phenyllactic acid C9H10O3
743,1135,202.10862354766945,2.9,5.76,Metabolite,C9H17N1O4,-0.49,0,,3,HMDB0000201,HMDB0000201 L-Acetylcarnitine C9H17N1O4
744,1137,249.03242354766945,2.9,5.2,Metabolite,C12H11O4P1,-0.8,,0.5092620692464593,2.1,HMDB0251449,HMDB0251449 Diphenyl phosphate C12H11O4P1
745,1140,150.05612354766944,2.93,6.26,Artifact,C8H9N1O2,-0.66,0,,,HMDB0000216,HMDB0000239 Pyridoxine C8H11N1O3 - H2O1 -> C8H9N1O2
746,1142,168.06672354766945,2.93,7.65,Metabolite,C8H11N1O3,-0.59,0.6710000000000003,0.9095739616311805,1,HMDB0000239,HMDB0000239 Pyridoxine C8H11N1O3
747,1144,169.07002354766945,2.93,6.57,Artifact,[13]C1C7H11N1O3,-0.59,0,,,,HMDB0000239 Pyridoxine C8H11N1O3 + [13]C1C-1 -> [13]C1C7H11N1O3
748,1145,204.04342354766945,2.93,6.11,Artifact,C8Cl1H12N1O3,-0.49,0,,,,HMDB0000239 Pyridoxine C8H11N1O3 + Cl1H1 -> C8Cl1H12N1O3
749,1146,205.04672354766944,2.93,5,Artifact,[13]C1C7Cl1H12N1O3,-0.49,0,,,,HMDB0000239 Pyridoxine C8H11N1O3 + [13]C1C-1 -> [13]C1C7H11N1O3 + Cl1H1 -> [13]C1C7Cl1H12N1O3
750,1147,298.1298235476694,2.93,5.45,Artifact,C14H21N1O6,-0.67,0,,,,Peak 823 C13H20O6 + C1H1N1 -> C14H21N1O6
751,1149,464.2506235476694,2.93,5.85,Putative metabolite,C22H43N1O5S2,0.86,0,,4,,HMDB0302326 Glucocochlearin C11H21N1O9S2 - C6H8O6 -> C5H13N1O3S2 + C16H30O1 -> C21H43N1O4S2 + C1O1 -> C22H43N1O5S2
752,1150,465.2538235476694,2.93,5.3,Putative metabolite,C22H42O8S1,-2.36,0,,4,,HMDB0000227 Mevalonic acid C6H12O4 + O3S1 -> C6H12O7S1 + C16H30O1 -> C22H42O8S1
753,1151,500.2273235476694,2.93,6.28,Artifact,C24H37O11,-2,0,,,,HMDB0038028 Eriojaposide A C24H38O11 - H1 -> C24H37O11
754,1152,501.2307235476694,2.93,5.51,Artifact,C22Cl1H43O8S1,-2.59,0,,,,Peak 752 C22H42O8S1 + Cl1H1 -> C22Cl1H43O8S1
755,1153,502.2244235476694,2.93,5.67,Artifact,C28H31N4O5,-4.57,0,,,,Peak 756 C28H32N4O5 - H1 -> C28H31N4O5
756,1154,503.2276235476694,2.93,5.11,Artifact,[37]Cl1C22H43O8S1,-2.18,0,,,,Peak 752 C22H42O8S1 + Cl1H1 -> C22Cl1H43O8S1 + [37]Cl1Cl-1 -> [37]Cl1C22H43O8S1
757,1155,527.2463235476695,2.93,5.66,Putative metabolite,C24H49O4P1S3,-0.95,0,,4,,HMDB0251486 Disulfoton C8H19O2P1S3 + O1 -> C8H19O3P1S3 + C16H30O1 -> C24H49O4P1S3
758,1156,584.3843235476695,2.93,4.79,Artifact,[13]C2C30H55O9,-0.51,0,,,,Peak 782 C32H56O9 - H1 -> C32H55O9 + [13]C1C-1 -> [13]C1C31H55O9 + [13]C1C-1 -> [13]C2C30H55O9
759,1157,115.04012354766942,2.95,7.52,Metabolite,C5H8O3,-0.86,0.6060000000000003,,2.2,HMDB0000019,HMDB0000019 alpha-Ketoisovaleric acid C5H8O3
760,1158,115.04252354766943,2.95,5.11,Artifact,Ring_artifact_C5H8O3,0,0,,,HMDB0000019,HMDB0000019 alpha-Ketoisovaleric acid C5H8O3 + Ring_artifact -> Ring_artifact_C5H8O3
761,1159,116.04352354766942,2.95,6.28,Artifact,[13]C1C4H8O3,-0.85,0,,,,HMDB0000019 alpha-Ketoisovaleric acid C5H8O3 + [13]C1C-1 -> [13]C1C4H8O3
762,1163,138.05612354766944,2.95,5.46,Artifact,C7H9N1O2,-0.72,0,,,HMDB0000216,HMDB0000239 Pyridoxine C8H11N1O3 - C1H2O1 -> C7H9N1O2
763,1165,166.05102354766944,2.95,5.94,Artifact,C8H9N1O3,-0.6,0,,,HMDB0000216,HMDB0000239 Pyridoxine C8H11N1O3 - Library_MS2_fragment -> C8H9N1O3
764,1166,169.06372354766944,2.95,5.2,Artifact,[15]N1C8H11O3,-0.59,0,,,,HMDB0000239 Pyridoxine C8H11N1O3 + [15]N1N-1 -> [15]N1C8H11O3
765,1167,170.07092354766945,2.95,5.49,Artifact,[18]O1C8H11N1O2,-0.58,0,,,,HMDB0000239 Pyridoxine C8H11N1O3 + [18]O1O-1 -> [18]O1C8H11N1O2
766,1168,206.04052354766944,2.95,5.56,Artifact,[37]Cl1C8H12N1O3,-0.97,0,,,,HMDB0000239 Pyridoxine C8H11N1O3 + Cl1H1 -> C8Cl1H12N1O3 + [37]Cl1Cl-1 -> [37]Cl1C8H12N1O3
767,1169,226.02532354766944,2.95,5.04,Artifact,C8Cl1H11N1Na1O3,-0.44,0,,,,HMDB0000239 Pyridoxine C8H11N1O3 + Cl1H1 -> C8Cl1H12N1O3 + H-1Na1 -> C8Cl1H11N1Na1O3
768,1170,241.07342354766945,2.95,5.53,Metabolite,C12H10N4O2,-1.24,,0,3,HMDB0254199,HMDB0254199 Lumichrome C12H10N4O2
769,1172,243.17972354766945,2.95,4.86,Artifact,[13]C1C12H25N1O3,-0.82,0,,,,HMDB0013286 N-Undecanoylglycine C13H25N1O3 + [13]C1C-1 -> [13]C1C12H25N1O3
770,1173,250.06992354766945,2.95,5.65,Artifact,C10H14N1Na1O5,-0.8,0,,,,HMDB0000239 Pyridoxine C8H11N1O3 + C2H3Na1O2 -> C10H14N1Na1O5
771,1175,273.1347235476694,2.95,5.04,Artifact,C13H22O6,-1.46,0,,,,HMDB0251246 Diethylene glycol dimethacrylate C12H18O5 + C1H4O1 -> C13H22O6
772,1176,284.1141235476694,2.95,6.04,Metabolite,C13H19N1O6,-0.7,,,3,HMDB0241034,HMDB0241034 dimethylidenebutanedioylcarnitine C13H19N1O6
773,1177,314.1975235476694,2.95,5.48,Artifact,C16H29N1O5,-0.63,0,,,,HMDB0000394 3-Hydroxytetradecanedioic acid C14H26O5 + C2H3N1 -> C16H29N1O5
774,1178,344.1302235476694,2.95,6.04,Putative metabolite,C12H28N1O6P1S1,0,0,,4,,HMDB0060627 Malaoxon C10H19O7P1S1 + H2 -> C10H21O7P1S1 + H3N1O-1 -> C10H24N1O6P1S1 + C2H4 -> C12H28N1O6P1S1
775,1179,345.1265235476694,2.95,6.67,Metabolite,C20Cl1H23O3,-0.58,,,3,HMDB0248922,HMDB0248922 Beclobrate C20Cl1H23O3
776,1181,346.1298235476694,2.95,5.85,Metabolite,C18H21N1O6,-0.58,,,3,HMDB0255456,HMDB0255456 Naproxcinod C18H21N1O6
777,1182,355.0645235476694,2.95,5.08,Artifact,Ring_artifact_[34]S1C19H14O5,0,0,,,,Peak 711 C19H14O5S1 + [34]S1S-1 -> [34]S1C19H14O5 + Ring_artifact -> Ring_artifact_[34]S1C19H14O5
778,1183,373.0666235476694,2.95,5.32,Metabolite,C18F1H15N2O4S1,-0.53,,,3,HMDB0259745,HMDB0259745 Valeant C18F1H15N2O4S1
779,1184,508.3414235476694,2.95,5.63,Metabolite,C25H52N1O7P1,-1.18,,,3,HMDB0012108,HMDB0012108 LysoPC(17:0/0:0) C25H52N1O7P1
780,1185,524.2718235476694,2.95,5.41,Metabolite,C24H39N5O8,1.52,,,3,HMDB0000572,HMDB0000572 Desmosine C24H39N5O8
781,1186,582.3783235476694,2.95,6.11,Artifact,C32H55O9,-1.71,0,,,,Peak 782 C32H56O9 - H1 -> C32H55O9
782,1187,583.3816235476695,2.95,5.62,Artifact,[13]C1C31H55O9,-1.54,0,,,,Peak 782 C32H56O9 - H1 -> C32H55O9 + [13]C1C-1 -> [13]C1C31H55O9
783,1188,748.1017235476695,2.95,5.23,Artifact,[13]C1C28H28N5O15P2,0.13,0,,,,Peak 783 C29H29N5O15P2 - H1 -> C29H28N5O15P2 + [13]C1C-1 -> [13]C1C28H28N5O15P2
784,1189,197.04332354766944,2.98,5.49,Artifact,C7H11Na1O5,-1.01,0,,,,HMDB0000019 alpha-Ketoisovaleric acid C5H8O3 + C2H3Na1O2 -> C7H11Na1O5
785,1190,229.05062354766943,2.98,5.04,Metabolite,C13H10O4,0,,,3,HMDB0259840,HMDB0259840 Visnagin C13H10O4
786,1191,229.15592354766943,2.98,5.15,Metabolite,C11H22N2O3,-0.87,,,3,HMDB0028942,HMDB0028942 Leucyl-Valine C11H22N2O3
787,1192,242.17632354766945,2.98,5.65,Metabolite,C13H25N1O3,-0.82,,,3,HMDB0013286,HMDB0013286 N-Undecanoylglycine C13H25N1O3
788,1193,253.06952354766943,2.98,5.15,Putative metabolite,C16H14O1S1,-1.18,0,,4,,HMDB0259038 Thioxanthene C13H10S1 + C1H2 -> C14H12S1 + C2H2O1 -> C16H14O1S1
789,1194,373.0555235476694,2.98,5.86,Putative metabolite,C18H14O9,2.67,0,,4,,HMDB0029460 Xerocomic acid C18H12O8 + H2O1 -> C18H14O9
790,1195,475.0450235476694,2.98,5.3,Artifact,C21H18Na2O8S1,-1.05,0,,,,Peak 801 C19H16O6S1 + C2H2Na2O2 -> C21H18Na2O8S1
791,1196,565.3629235476694,2.98,5.15,Putative metabolite,C27H55N2O8P1,-1.06,0,,4,,HMDB0243883 1-Heneicosanoyl-glycero-3-phosphoserine C27H54N1O9P1 - H-1N-1O1 -> C27H55N2O8P1
792,1197,568.3628235476694,2.98,5.2,Metabolite,C28H52N5O5P1,0.88,,,3,HMDB0250380,HMDB0250380 Tenofovir exalidex C28H52N5O5P1
793,1198,580.3627235476695,2.98,5.83,Artifact,C27H53N5Na1O5P1,-3.1,0,,,,Peak 825 C27H52N5O4P1 + H1Na1O1 -> C27H53N5Na1O5P1
794,1199,581.3663235476695,2.98,5.34,Artifact,[13]C1C26H53N5Na1O5P1,-3.43,0,,,,Peak 825 C27H52N5O4P1 + H1Na1O1 -> C27H53N5Na1O5P1 + [13]C1C-1 -> [13]C1C26H53N5Na1O5P1
795,1200,641.3103235476694,2.98,5.43,Unknown,Unknown,0,,,,,Unknown
796,1201,127.07652354766942,3.01,5.68,Metabolite,C7H12O2,-0.78,0.9539999999999997,,2.2,HMDB0031342,HMDB0031342 Cyclohexanecarboxylic acid C7H12O2
797,1202,149.06092354766943,3.01,5.41,Metabolite,C9H10O2,-0.67,0.9429999999999996,,2.2,HMDB0000764,HMDB0000764 Hydrocinnamic acid C9H10O2
798,1204,273.1709235476694,3.01,5.11,Metabolite,C14H26O5,-0.73,,,3,HMDB0000394,HMDB0000394 3-Hydroxytetradecanedioic acid C14H26O5
799,1205,287.1139235476694,3.01,4.99,Putative metabolite,C13H20O7,-1.04,0,,4,,"HMDB0244610 Diallyl 2,2'-oxydiethyl dicarbonate C12H18O7 + C1H2 -> C13H20O7"
800,1207,313.1295235476694,3.01,5.04,Artifact,C11F1H20N4Na1O4,-0.64,0,,,,Peak 771 C11F1H19N4O3 + H1Na1O1 -> C11F1H20N4Na1O4
801,1208,371.0597235476694,3.01,7.23,Putative metabolite,C19H16O6S1,-0.54,0,,4,,HMDB0248730 Aurin C19H14O3 + O3S1 -> C19H14O6S1 + H2 -> C19H16O6S1
802,1209,372.0630235476694,3.01,6.54,Putative metabolite,C20H11N3O5,-1.07,0,,4,,HMDB0259831 Violacein C20H13N3O3 - C1H2 -> C19H11N3O3 + C1O2 -> C20H11N3O5
803,1210,374.0588235476694,3.01,5.11,Artifact,[13]C1C17H14O9,2.67,0,,,,Peak 789 C18H14O9 + [13]C1C-1 -> [13]C1C17H14O9
804,1211,393.0417235476694,3.01,5.41,Artifact,C19H15Na1O6S1,-0.76,0,,,,Peak 801 C19H16O6S1 + H-1Na1 -> C19H15Na1O6S1
805,1212,506.32572354766944,3.01,5.4,Metabolite,C25H50N1O7P1,-0.99,,,3,HMDB0011482,HMDB0011482 LysoPE(0:0/20:1(11Z)) C25H50N1O7P1
806,1213,554.3470235476694,3.01,6.15,Artifact,C31H47N4O5,0.54,0,,,,Peak 827 C31H48N4O5 - H1 -> C31H47N4O5
807,1214,747.0986235476695,3.01,5.64,Artifact,C29H28N5O15P2,-0.27,0,,,,Peak 783 C29H29N5O15P2 - H1 -> C29H28N5O15P2
808,1215,762.5301235476695,3.01,5.04,Metabolite,C40H78N1O10P1,-1.44,,,3,HMDB0012356,HMDB0012356 PS(16:0/18:0) C40H78N1O10P1
809,1216,129.05782354766944,3.04,5.11,Unknown,Unknown,0,,,,,Unknown
810,1217,182.04592354766945,3.04,5.2,Metabolite,C8H9N1O4,0,0.879,0.6980492225068522,1,HMDB0000017,HMDB0000017 4-Pyridoxic acid C8H9N1O4
811,1219,429.0185235476694,3.04,5.83,Artifact,C19Cl1H16Na1O6S1,-0.93,0,,,,Peak 801 C19H16O6S1 + H-1Na1 -> C19H15Na1O6S1 + Cl1H1 -> C19Cl1H16Na1O6S1
812,1220,430.02182354766944,3.04,5,Artifact,[13]C1C18Cl1H16Na1O6S1,-0.93,0,,,,Peak 801 C19H16O6S1 + H-1Na1 -> C19H15Na1O6S1 + Cl1H1 -> C19Cl1H16Na1O6S1 + [13]C1C-1 -> [13]C1C18Cl1H16Na1O6S1
813,1221,431.0154235476694,3.04,5.4,Artifact,[37]Cl1C19H16Na1O6S1,-0.69,0,,,,Peak 801 C19H16O6S1 + H-1Na1 -> C19H15Na1O6S1 + Cl1H1 -> C19Cl1H16Na1O6S1 + [37]Cl1Cl-1 -> [37]Cl1C19H16Na1O6S1
814,1222,453.0630235476694,3.04,5.62,Artifact,C21H19Na1O8S1,-1.1,0,,,,Peak 801 C19H16O6S1 + C2H3Na1O2 -> C21H19Na1O8S1
815,1223,456.0374235476694,3.04,5.58,Artifact,C19H16N1Na1O9S1,-0.88,0,,,,Peak 801 C19H16O6S1 + N1Na1O3 -> C19H16N1Na1O9S1
816,1224,481.3133235476694,3.04,5.23,Putative metabolite,C22H46N2O9,-0.62,0,,4,,HMDB0000592 Glucosamine 6-sulfate C6H13N1O8S1 - S1 -> C6H13N1O8 + H3N1 -> C6H16N2O8 + C16H30O1 -> C22H46N2O9
