"peak_id","medMz","medRt","log10_inten","class","formula","ppm_error","annotation"
938,541.5151,2.47,5.09,"Artifact","[13]C1C33H68O4",0.03,"C16:0 C16H32O2 + Peak 876 -> C34H68O4 + [13]C1C-1 -> [13]C1C33H68O4"
939,284.2144,2.47,5.01,"Artifact","Ring_artifact_C18H36O2",-0.11,"Stearic acid C18H36O2 + Ring_artifact -> Ring_artifact_C18H36O2"
940,674.1051,2.47,4.62,"Artifact","C19H36Ni1O22",0.1,"D-Saccharic acid C6H10O8 + O1 + Peak 1138 -> C19H36Ni1O22"
941,485.3221,2.47,5.01,"Artifact","[13]C1C29H44O5",0.27,"Liquoric acid C30H44O5 + [13]C1C-1 -> [13]C1C29H44O5"
942,652.5282,2.47,6.35,"Putative metabolite","C39H72O7",-0.61,"Rollinecin A C37H68O7 + C2H4 -> C39H72O7"
943,654.5448,2.47,5.71,"Unknown","Unknown",0.02,"Unknown"
944,210.1256,2.47,5.6,"Metabolite","C12H18O3",-0.03,"Jasmonic acid C12H18O3"
945,651.5159,2.47,5.59,"Artifact","[13]C1C38H70O7",-0.6,"Peak 920 C39H70O7 + [13]C1C-1 -> [13]C1C38H70O7"
946,698.5125,2.47,5.44,"Artifact","C43H70O7",-0.49,"Arachidonic acid C20H32O2 + Peak 978 -> C43H70O7"
947,655.5476,2.47,5.38,"Unknown","Unknown",-0.06,"Unknown"
948,376.2281,2.47,4.99,"Artifact","C18H36O6Si1",0.04,"Linoleic acid C18H32O2 + H4O4Si1 -> C18H36O6Si1"
949,662.5125,2.47,4.96,"Artifact","C40H70O7",-0.52,"11Z-Eicosenoic acid C20H38O2 + Peak 975 -> C40H70O7"
950,326.2822,2.47,4.76,"Putative metabolite","C20H38O3",-0.32,"10,20-Dihydroxyeicosanoic acid C20H40O4 - H2O1 -> C20H38O3"
951,672.4964,2.47,5.08,"Artifact","C41H68O7",0.16,"C16:0 C16H32O2 + Peak 1395 -> C41H68O7"
952,256.1122,2.47,5.61,"Artifact","Ring_artifact_C16H32O2",-0.08,"C16:0 C16H32O2 + Ring_artifact -> Ring_artifact_C16H32O2"
953,672.1073,2.47,5.2,"Artifact","C24H29N6O11P1S2",0.05,"Peak 1128 C11H14N4O2S2 + Peak 1293 -> C24H29N6O11P1S2"
954,627.516,2.47,5.01,"Artifact","[13]C1C37H74O2S2",0.6,"Peak 934 C38H74O2S2 + [13]C1C-1 -> [13]C1C37H74O2S2"
955,649.5001,2.47,4.81,"Artifact","[13]C1C38H68O7",-0.37,"Peak 959 C39H68O7 + [13]C1C-1 -> [13]C1C38H68O7"
956,256.2403,2.48,8.44,"Metabolite","C16H32O2",-0.27,"C16:0 C16H32O2"
957,257.2436,2.48,7.68,"Artifact","[13]C1C15H32O2",-0.06,"C16:0 C16H32O2 + [13]C1C-1 -> [13]C1C15H32O2"
958,678.5443,2.48,5.83,"Artifact","C41H74O7",-1.25,"Stearic acid C18H36O2 + Peak 978 -> C41H74O7"
959,648.4967,2.48,5.24,"Artifact","C39H68O7",-0.3,"Cyclohexaneundecanoic acid C17H32O2 + Peak 862 -> C39H68O7"
960,257.1127,2.48,5.05,"Artifact","Ring_artifact_[13]C1C15H32O2",0.06,"C16:0 C16H32O2 + [13]C1C-1 -> [13]C1C15H32O2 + Ring_artifact -> Ring_artifact_[13]C1C15H32O2"
961,638.5126,2.48,5.03,"Artifact","C38H70O7",-0.7,"Linoleic acid C18H32O2 + Peak 1269 -> C38H70O7"
962,255.709,2.48,5.02,"Unknown","Unknown",-0.07,"Unknown"
963,261.1031,2.48,4.88,"Putative metabolite","C10H19N1O5Si1",0.57,"Propanoic acid, 2-(methoxyimino)-, trimethylsilyl ester C7H15N1O3Si1 + C2H4 -> C9H19N1O3Si1 + C1O2 -> C10H19N1O5Si1"
964,211.1289,2.48,4.66,"Artifact","[13]C1C11H18O3",0.23,"Jasmonic acid C12H18O3 + [13]C1C-1 -> [13]C1C11H18O3"
965,278.2247,2.48,6.5,"Metabolite","C18H30O2",-0.43,"Alpha-Linolenic acid C18H30O2"
966,316.2614,2.48,6.01,"Artifact","C18H36O4",-0.13,"C16:0 C16H32O2 + C2H4O2 -> C18H36O4"
967,279.228,2.48,5.76,"Artifact","[13]C1C17H30O2",-0.23,"Alpha-Linolenic acid C18H30O2 + [13]C1C-1 -> [13]C1C17H30O2"
968,512.4804,2.48,5.7,"Artifact","C32H64O4",0.12,"C16:0 C16H32O2 * 2 -> C32H64O4"
969,317.2649,2.48,5.28,"Artifact","[13]C1C17H36O4",-0.58,"C16:0 C16H32O2 + [13]C1C-1 -> [13]C1C15H32O2 + C2H4O2 -> [13]C1C17H36O4"
970,259.2504,2.48,5.18,"Artifact","[13]C3C13H32O2",-0.41,"C16:0 C16H32O2 + [13]C1C-1 -> [13]C1C15H32O2 + [13]C1C-1 -> [13]C2C14H32O2 + [13]C1C-1 -> [13]C3C13H32O2"
971,681.563,2.48,5.03,"Artifact","[13]C1C40H76O7",-0.79,"Peak 923 C41H76O7 + [13]C1C-1 -> [13]C1C40H76O7"
972,599.1963,2.48,4.45,"Artifact","C25H33N3O14",-0.08,"Cellobiose C12H22O11 + C1H2O1 + Peak 1236 -> C25H33N3O14"
973,258.2458,2.48,6.53,"Artifact","[13]C2C14H32O2",4.41,"C16:0 C16H32O2 + [13]C1C-1 -> [13]C1C15H32O2 + [13]C1C-1 -> [13]C2C14H32O2"
974,256.299,2.48,4.89,"Artifact","Ring_artifact_C16H32O2",0.15,"C16:0 C16H32O2 + Ring_artifact -> Ring_artifact_C16H32O2"
975,352.2282,2.48,6.12,"Artifact","C16H36O6Si1",-0.24,"C16:0 C16H32O2 + H4O4Si1 -> C16H36O6Si1"
976,484.3189,2.48,5.55,"Artifact","C30H44O5",-0.05,"Peak 1433 C31H46O6 - C1H2O1 -> C30H44O5"
977,156.115,2.48,5.23,"Metabolite","C9H16O2",0.19,"4-Hydroxynonenal C9H16O2"
978,394.2754,2.48,5.2,"Artifact","C20H42O5S1",-0.27,"Cibulins C3H8O1S1 + Peak 990 -> C20H42O5S1"
979,632.5019,2.48,5.16,"Artifact","C39H68O6",-0.49,"Peak 920 C39H70O7 - H2O1 -> C39H68O6"
980,376.2647,2.48,4.93,"Artifact","C20H40O4S1",0.08,"Peak 978 C20H42O5S1 - H2O1 -> C20H40O4S1"
981,848.7465,2.48,4.77,"Unknown","Unknown",0.04,"Unknown"
982,664.5282,2.48,4.65,"Artifact","C40H72O7",-0.59,"Peak 979 C39H68O6 + C1H4O1 -> C40H72O7"
983,259.2474,2.48,5.13,"Artifact","[13]C1[18]O1C15H32O1",1.66,"C16:0 C16H32O2 + [13]C1C-1 -> [13]C1C15H32O2 + [18]O1O-1 -> [13]C1[18]O1C15H32O1"
984,254.2248,2.49,7.01,"Metabolite","C16H30O2",-0.86,"C16:1 C16H30O2"
985,255.2281,2.49,6.23,"Artifact","[13]C1C15H30O2",-0.65,"C16:1 C16H30O2 + [13]C1C-1 -> [13]C1C15H30O2"
986,266.2246,2.49,4.77,"Metabolite","C17H30O2",-0.07,"Methyl 2E,4Z-hexadecadienoate C17H30O2"
987,613.1406,2.49,4.63,"Artifact","C17H37N5O11P2S2",0.04,"S-Propyl 1-propanesulfinothioate C6H14O1S2 + Peak 1052 -> C17H37N5O11P2S2"
988,725.3009,2.49,4.27,"Putative metabolite","C33H47N3O15",-0.25,"1-(1,2,3,4,5-Pentahydroxypent-1-yl)-1,2,3,4-tetrahydro-beta-carboline-3-carboxylate C17H22N2O7 + C11H17N1O8 -> C28H39N3O15 + C5H8 -> C33H47N3O15"
989,256.3696,2.49,5.88,"Artifact","Ring_artifact_C16H32O2",-0.13,"C16:0 C16H32O2 + Ring_artifact -> Ring_artifact_C16H32O2"
990,302.2458,2.49,5.29,"Artifact","C17H34O4",-0.3,"C16:0 C16H32O2 + C1H2O2 -> C17H34O4"
991,523.0899,2.49,5.11,"Artifact","C18H31N1Na1O7P1S3",-0.2,"2-Methyl-2-(methyldithio)propanal C5H10O1S2 + Peak 1064 -> C18H31N1Na1O7P1S3"
992,256.1089,2.49,5.71,"Artifact","Ring_artifact_C16H32O2",0,"C16:0 C16H32O2 + Ring_artifact -> Ring_artifact_C16H32O2"
993,637.5002,2.49,4.93,"Artifact","[13]C1C37H68O7",-0.53,"Peak 935 C38H68O7 + [13]C1C-1 -> [13]C1C37H68O7"
994,635.4844,2.49,4.57,"Artifact","[13]C1C37H66O7",-0.3,"Peak 925 C38H66O7 + [13]C1C-1 -> [13]C1C37H66O7"
995,460.3343,2.49,4.77,"Metabolite","C32H44O2",-0.37,"all-trans-Carophyll yellow C32H44O2"
996,353.2319,2.49,5.28,"Artifact","[13]C1C15H36O6Si1",-1.22,"C16:0 C16H32O2 + [13]C1C-1 -> [13]C1C15H32O2 + H4O4Si1 -> [13]C1C15H36O6Si1"
997,257.3739,2.49,5.19,"Artifact","Ring_artifact_[13]C1C15H32O2",0.18,"C16:0 C16H32O2 + [13]C1C-1 -> [13]C1C15H32O2 + Ring_artifact -> Ring_artifact_[13]C1C15H32O2"
998,276.2091,2.49,5.29,"Metabolite","C18H28O2",-0.62,"4,8,12,15-Octadecatetraenoic acid C18H28O2"
999,490.4024,2.49,5.2,"Artifact","C31H54O4",-0.39,"alpha-Tocopherol C29H50O2 + C2H4O2 -> C31H54O4"
1000,656.5379,2.49,5.11,"Artifact","C42H72O5",0.11,"DG(11D3/11D3/0:0) C43H72O7 - C1O2 -> C42H72O5"
1001,618.4862,2.49,4.88,"Artifact","C38H66O6",-0.42,"Peak 1079 C36H62O4 + C2H4O2 -> C38H66O6"
1002,522.09,2.5,5.54,"Unknown","Unknown",-0.04,"Unknown"
1003,430.3811,2.5,5.34,"Metabolite","C29H50O2",-0.04,"alpha-Tocopherol C29H50O2"
1004,524.0867,2.5,4.91,"Putative metabolite","C18H25N2O12P1S1",-0.23,"Thymidine 3',5'-cyclic monophosphate C10H13N2O7P1 + C2H4 -> C12H17N2O7P1 - O1 -> C12H17N2O6P1 + S1 -> C12H17N2O6P1S1 + C6H8O6 -> C18H25N2O12P1S1"
1005,673.1074,2.5,4.88,"Artifact","C26H23N7O13S1",0.08,"Peak 1128 C10H10N4O7 + Peak 1295 -> C26H23N7O13S1"
1006,406.3085,2.5,4.81,"Metabolite","C25H42O4",-0.47,"MG(0:0/22:4(7Z,10Z,13Z,16Z)/0:0) C25H42O4"
1007,266.1647,2.5,4.76,"Putative metabolite","C12H27O4P1",-0.02,"Malaoxon C10H19O7P1S1 + C2H4 -> C12H23O7P1S1 - S1 -> C12H23O7P1 - C1O2 -> C11H23O5P1 + C2H4 -> C13H27O5P1 - C1O1 -> C12H27O4P1"
1008,612.1403,2.5,5.11,"Artifact","C22F6H22N6O8",0.05,"Peak 1386 C10H14N4O7 + Peak 1216 -> C22F6H22N6O8"
1009,674.1576,2.5,4.89,"Artifact","C21H38O22S1",-0.08,"Cellobiose C12H22O11 + C1H2O1 + Peak 1429 -> C21H38O22S1"
1010,491.4059,2.5,4.59,"Artifact","[13]C1C30H54O4",-0.68,"alpha-Tocopherol C29H50O2 + C2H4O2 -> C31H54O4 + [13]C1C-1 -> [13]C1C30H54O4"
1011,622.481,2.5,4.32,"Artifact","C37H66O7",-0.23,"Peak 1243 C36H64O4 + C1H2O3 -> C37H66O7"
1012,486.3345,2.5,5.16,"Artifact","C30H46O5",0.05,"Ubiquinone-4 C29H42O4 + C1H4O1 -> C30H46O5"
1013,464.1203,2.5,5.67,"Artifact","C15H32O10S2Si1",0.68,"Peak 1076 C12H24O5S2 + Peak 1140 -> C15H32O10S2Si1"
1014,747.1757,2.5,4.83,"Artifact","Ring_artifact_C40H75O10P1",-0.04,"PG(16:0/18:2(9Z,12Z)) C40H75O10P1 + Ring_artifact -> Ring_artifact_C40H75O10P1"
1015,240.2091,2.51,5.55,"Artifact","C15H28O2",-0.71,"Cyclohexaneundecanoic acid C17H32O2 - Library_MS2_fragment -> C15H28O2"
1016,525.119,2.51,5.41,"Artifact","C16H35N1O10S3Si1",0.45,"Peak 1291 C11H22O6S2 + Peak 792 -> C16H35N1O10S3Si1"
1017,252.2093,2.51,5.33,"Metabolite","C16H28O2",-1.47,"(Z)-7-Hexadecen-1,16-olide C16H28O2"
1018,446.1467,2.51,5.15,"Artifact","C20H28N4Ni1O4",-0.68,"Peak 1391 C16H22N4 + C2H2Ni1O2 -> C18H24N4Ni1O2 + C2H4O2 -> C20H28N4Ni1O4"
1019,477.2549,2.51,5.21,"Putative metabolite","C26H39N1O5S1",-0.01,"Sulfolithocholylglycine C26H43N1O7S1 - H2O1 -> C26H41N1O6S1 - H2O1 -> C26H39N1O5S1"
1020,673.1569,2.51,5.19,"Artifact","C21H35N5O16S1Si1",-0.03,"Peak 1034 C16H22N4O12 + Peak 792 -> C21H35N5O16S1Si1"
1021,431.3846,2.51,4.81,"Artifact","[13]C1C28H50O2",-0.38,"alpha-Tocopherol C29H50O2 + [13]C1C-1 -> [13]C1C28H50O2"
1022,243.228,2.51,6.06,"Unknown","Unknown",-0.08,"Unknown"
1023,463.123,2.51,5.79,"Putative metabolite","C12H27N5O10P2",0.61,"CDP-Ethanolamine C11H20N4O11P2 + H3N1O-1 -> C11H23N5O10P2 + C1H2 -> C12H25N5O10P2 + H2 -> C12H27N5O10P2"
1024,523.1444,2.51,5.71,"Artifact","C22H29N3O8S1Si1",0.12,"Methanethiol C1H4S1 + C3H8O3Si1 - H2O1 -> C4H10O2S1Si1 + Peak 1059 -> C22H29N3O8S1Si1"
1025,462.3712,2.51,5.14,"Artifact","C29H50O4",-0.63,"8,11,14-Eicosatrienoic acid C20H34O2 + Peak 977 -> C29H50O4"
1026,475.2394,2.51,5.1,"Putative metabolite","C26H37N1O5S1",-0.33,"Spironolactone C24H32O4S1 + H3N1 -> C24H35N1O4S1 + C2H2O1 -> C26H37N1O5S1"
1027,522.3921,2.51,5.04,"Artifact","C31H54O6",-0.12,"6-Deoxohomodolichosterone C29H50O4 + C2H4O2 -> C31H54O6"
1028,688.5285,2.51,5,"Artifact","C42H72O7",-1.01,"DG(15:0/22:5(4Z,7Z,10Z,13Z,16Z)/0:0) C40H68O5 + C2H4O2 -> C42H72O7"
1029,657.5413,2.51,4.81,"Artifact","[13]C1C41H72O5",0.05,"DG(11D3/11D3/0:0) C43H72O7 + [13]C1C-1 -> [13]C1C42H72O7 - C1O2 -> [13]C1C41H72O5"
1030,600.1384,2.51,4.88,"Artifact","C24H32N4O8S3",-0.29,"Peak 1128 C10H18O6S2 + Peak 1386 -> C24H32N4O8S3"
1031,463.3746,2.51,4.64,"Artifact","[13]C1C28H50O4",-0.72,"6-Deoxohomodolichosterone C29H50O4 + [13]C1C-1 -> [13]C1C28H50O4"
1032,664.4916,2.51,4.45,"Artifact","C39H68O8",-0.27,"Peak 1001 C38H66O6 + C1H2O2 -> C39H68O8"
1033,670.1821,2.51,4.95,"Artifact","C25H41N2O13P3",0.07,"Pyridoxal 5-phosphate C8H10N1O6P1 + C5H8 + Peak 1251 -> C25H41N2O13P3"
1034,462.1235,2.51,6.41,"Artifact","C16H34O7S3Si1",0.2,"Methanethiol C1H4S1 + C3H8O3Si1 - H2O1 -> C4H10O2S1Si1 + Peak 1076 -> C16H34O7S3Si1"
1035,522.1443,2.51,6.23,"Artifact","C19H38O8S4",1.25,"2-Methyl-2-(methyldithio)propanal C5H10O1S2 + Peak 1056 -> C19H38O8S4"
1036,483.3019,2.51,5.39,"Metabolite","C26H45N1O5S1",-0.12,"Lithocholyltaurine C26H45N1O5S1"
1037,599.138,2.51,5.29,"Artifact","C18H35N1O17P2",0.04,"Tartaric acid C4H6O6 + Peak 1063 -> C18H32O17P2 + H3N1 -> C18H35N1O17P2"
1038,582.1477,2.51,4.74,"Artifact","C19H42O10S3Si2",0.28,"Methanethiol C1H4S1 + C3H8O3Si1 - H2O1 -> C4H10O2S1Si1 + Peak 1076 -> C16H34O7S3Si1 + C3H8O3Si1 -> C19H42O10S3Si2"
1039,118.0281,2.51,4.5,"Artifact","[13]C1C3H7N1O1S1",0.76,"Homocysteine thiolactone C4H7N1O1S1 + [13]C1C-1 -> [13]C1C3H7N1O1S1"
1040,446.3761,2.52,5.05,"Artifact","C29H50O3",-0.23,"C18:1 C18H34O2 + Peak 1326 -> C29H50O3"
1041,526.1192,2.52,4.93,"Artifact","C12H28N6O13P2",-0.46,"Peak 1023 C12H27N5O10P2 + H1N1O3 -> C12H28N6O13P2"
1042,386.1255,2.52,4.71,"Artifact","C18H24N4Ni1O2",-0.6,"Peak 1391 C16H22N4 + C2H2Ni1O2 -> C18H24N4Ni1O2"
1043,300.209,2.52,6.73,"Metabolite","C20H28O2",-0.23,"Retinoic Acid C20H28O2"
1044,301.2124,2.52,6.03,"Artifact","[13]C1C19H28O2",-0.38,"Retinoic Acid C20H28O2 + [13]C1C-1 -> [13]C1C19H28O2"
1045,117.0248,2.52,5.94,"Metabolite","C4H7N1O1S1",0.3,"Homocysteine thiolactone C4H7N1O1S1"
1046,628.5068,2.52,5.92,"Artifact","C40H68O5",-0.2,"DG(11D3/9D3/0:0) C41H68O7 - C1O2 -> C40H68O5"
1047,524.1409,2.52,5.49,"Artifact","[34]S1C19H38O8S3",-0.29,"2-Methyl-2-(methyldithio)propanal C5H10O1S2 + Peak 1056 -> C19H38O8S4 + [34]S1S-1 -> [34]S1C19H38O8S3"
1048,238.1572,2.52,5.17,"Metabolite","C14H22O3",-1.28,"Geranyl acetoacetate C14H22O3"
1049,508.1286,2.52,5.09,"Artifact","C17H36O9S3Si1",0.93,"Peak 1063 C15H28O8S3 - C1O2 -> C14H28O6S3 + C3H8O3Si1 -> C17H36O9S3Si1"
1050,279.2323,2.52,4.79,"Artifact","C18H31O2",0.38,"Peak 1079 C36H62O4 / 2 -> C18H31O2"
1051,119.0207,2.52,4.56,"Artifact","[34]S1C4H7N1O1",-0.58,"Homocysteine thiolactone C4H7N1O1S1 + [34]S1S-1 -> [34]S1C4H7N1O1"
1052,447.0919,2.52,4.52,"Putative metabolite","C11H23N5O10P2",0.19,"CDP-Ethanolamine C11H20N4O11P2 + H3N1O-1 -> C11H23N5O10P2"
1053,465.1196,2.52,4.98,"Putative metabolite","C14H24N7O7P1S1",-0.1,"S-Adenosylhomocysteine C14H20N6O5S1 - C1H2 -> C13H18N6O5S1 + H1O3P1 -> C13H19N6O8P1S1 + H3N1O-1 -> C13H22N7O7P1S1 + C1H2 -> C14H24N7O7P1S1"
1054,538.3869,2.52,4.39,"Artifact","C31H54O7",0.1,"Peak 1308 C29H50O5 + C2H4O2 -> C31H54O7"
1055,466.117,2.52,4.49,"Artifact","[34]S1C15H32O10S1Si1",-1.26,"Peak 1076 C12H24O5S2 + Peak 1140 -> C15H32O10S2Si1 + [34]S1S-1 -> [34]S1C15H32O10S1Si1"
1056,372.1278,2.52,6.35,"Artifact","C14H28O7S2",-0.42,"Peak 1076 C12H24O5S2 + C2H4O2 -> C14H28O7S2"
1057,164.069,2.52,4.56,"Unknown","Unknown",-0.2,"Unknown"
1058,629.5103,2.52,5.55,"Artifact","[13]C1C39H68O5",-0.43,"DG(15:0/22:5(4Z,7Z,10Z,13Z,16Z)/0:0) C40H68O5 + [13]C1C-1 -> [13]C1C39H68O5"
1059,373.1266,2.52,5.53,"Artifact","C18H19N3O6",2.1,"Peak 1078 C16H15N3O4 + C2H4O2 -> C18H19N3O6"
1060,446.0921,2.52,5.14,"Artifact","MS2_fragment_C29H50O4",0.38,"6-Deoxohomodolichosterone C29H50O4 - Experiment_MS2_fragment -> MS2_fragment_C29H50O4"
1061,596.1635,2.52,5,"Artifact","C20H38O16P2",0.01,"Tartaric acid C4H6O6 + Peak 1018 -> C20H38O16P2"
1062,632.4807,2.52,4.88,"Artifact","C42H64O4",-0.38,"Kaurenoic acid methyl ester C21H32O2 * 2 -> C42H64O4"
1063,432.0943,2.52,4.74,"Artifact","C14H28O9S2Si1",0.23,"Peak 1056 C14H28O7S2 + H2O3Si1 -> C14H30O10S2Si1 - H2O1 -> C14H28O9S2Si1"
1064,373.0727,2.52,4.77,"Artifact","C13H21N1Na1O6P1S1",-0.56,"Peak 1229 C13H23O4P1S1 + N1Na1O3 -> C13H23N1Na1O7P1S1 - H2O1 -> C13H21N1Na1O6P1S1"
1065,374.1246,2.53,5.42,"Putative metabolite","C13H26O10S1",0.18,"(3S,5R,6S,7E,9x)-7-Megastigmene-3,6,9-triol 9-glucoside C19H34O8 - C1O1 -> C18H34O7 + O3S1 -> C18H34O10S1 - C5H8 -> C13H26O10S1"
1066,525.1416,2.53,4.93,"Artifact","C22H27N3O10S1",0.22,"Peak 1053 C20H23N3O8S1 + C2H4O2 -> C22H27N3O10S1"
1067,444.2548,2.53,4.44,"Artifact","C23H40O6S1",-0.54,"Alpha-Linolenic acid C18H30O2 + Peak 1190 -> C23H40O6S1"
1068,448.089,2.53,4.34,"Putative metabolite","C14H24O14S1",-0.72,"D-glycero-L-galacto-Octulose C8H16O8 + S1 -> C8H16O8S1 + C6H8O6 -> C14H24O14S1"
1069,313.1103,2.53,5.02,"Putative metabolite","C21H15N1O2",-0.07,"2-Methoxy-9-phenyl-1H-phenalen-1-one C20H14O2 + C1O1 -> C21H14O3 - H-1N-1O1 -> C21H15N1O2"
1070,226.1934,2.53,5.7,"Metabolite","C14H26O2",-0.53,"5-Tetradecenoic acid C14H26O2"
1071,108.0575,2.53,4.92,"Metabolite","C7H8O1",0.14,"p-Cresol C7H8O1"
1072,227.1967,2.53,4.85,"Artifact","[13]C1C13H26O2",-0.29,"5-Tetradecenoic acid C14H26O2 + [13]C1C-1 -> [13]C1C13H26O2"
1073,672.1802,2.53,4.36,"Artifact","C20H38N6Na1O14P1S1",0,"Peak 1231 C10H25N2O8P1 + H1Na1O1 -> C10H26N2Na1O9P1 + Peak 1206 -> C20H38N6Na1O14P1S1"
1074,327.9953,2.53,4.45,"Artifact","Ring_artifact_C22H32O2",0.14,"Docosahexaenoic acid C22H32O2 + Ring_artifact -> Ring_artifact_C22H32O2"
1075,374.0702,2.53,4.55,"Artifact","C11H22O10S1Si1",0.25,"Arabinonic acid C5H10O6 + Peak 1096 -> C11H24O11S1Si1 - H2O1 -> C11H22O10S1Si1"
1076,312.1067,2.53,6.19,"Putative metabolite","C12H24O5S2",-0.59,"Diisopropyl disulfide C6H14S2 + C6H10O5 -> C12H24O5S2"
1077,242.0703,2.53,5.46,"Unknown","Unknown",-0.08,"Unknown"
1078,313.1061,2.53,5.41,"Putative metabolite","C16H15N3O4",0.5,"Amlexanox C16H14N2O4 + H1N1 -> C16H15N3O4"
1079,558.465,2.53,4.82,"Artifact","C36H62O4",-0.34,"11Z-Eicosenoic acid C20H38O2 + Peak 1262 -> C36H62O4"
1080,301.0509,2.53,4.44,"Artifact","Ring_artifact_[29]Si1C8H24O6Si2",-0.15,"Column material C6H20O4Si3 + C2H4O2 + [29]Si1Si-1 -> [29]Si1C8H24O6Si2 + Ring_artifact -> Ring_artifact_[29]Si1C8H24O6Si2"
1081,234.1621,2.54,6.11,"Artifact","C15H22O2",-0.51,"1-Hydroxyepiacorone C15H24O3 - H2O1 -> C15H22O2"
1082,238.1935,2.54,5.64,"Artifact","C15H26O2",-0.92,"4-(1,1,3,3-Tetramethylbutyl)-phenol C14H22O1 + C1H4O1 -> C15H26O2"
1083,241.0046,2.54,5.14,"Metabolite","C9H7N1O5S1",-0.44,"Indole-3-carboxilic acid-O-sulphate C9H7N1O5S1"
1084,285.9483,2.54,4.97,"Unknown","Unknown",-0.05,"Unknown"
1085,479.2706,2.54,4.76,"Putative metabolite","C26H41N1O5S1",-0.12,"3-Indoxyl sulfate C8H7N1O4S1 + C16H30O1 -> C24H37N1O5S1 + C2H4 -> C26H41N1O5S1"
1086,253.0667,2.54,4.73,"Unknown","Unknown",0.04,"Unknown"
1087,374.131,2.54,4.66,"Artifact","[13]C1C17H19N3O6",-0.69,"Peak 1078 C16H15N3O4 + C2H4O2 -> C18H19N3O6 + [13]C1C-1 -> [13]C1C17H19N3O6"
1088,597.1635,2.54,4.6,"Putative metabolite","C26H35N3O7S3",0.36,"2-amino-4-({1-[(carboxymethyl)-C-hydroxycarbonimidoyl]-2-[(1-hydroxy-2,4-diphenylbutan-2-yl)sulfanyl]ethyl}-C-hydroxycarbonimidoyl)butanoic acid C26H33N3O7S1 + H2S1 -> C26H35N3O7S2 + S1 -> C26H35N3O7S3"
1089,223.9293,2.54,4.58,"Unknown","Unknown",0.09,"Unknown"
1090,239.9489,2.54,4.99,"Unknown","Unknown",-0.08,"Unknown"
1091,224.1777,2.54,5.74,"Artifact","C14H24O2",-0.31,"C16:1 C16H30O2 - Library_MS2_fragment -> C14H24O2"
1092,227.0322,2.54,5.05,"Unknown","Unknown",-0.16,"Unknown"
1093,236.0358,2.54,4.82,"Putative metabolite","C8H12O6S1",-1.45,"Tyrosol 4-sulfate C8H10O5S1 + H2O1 -> C8H12O6S1"
1094,212.1777,2.54,4.78,"Metabolite","C13H24O2",-0.33,"2,6,10,10-Tetramethyl-1-oxaspiro[4.5]decan-6-ol C13H24O2"
1095,243.0703,2.54,4.56,"Unknown","Unknown",0.17,"Unknown"
1096,226.0326,2.54,6.06,"Putative metabolite","C6H10O9",-0.52,"Galactaric acid C6H10O8 + O1 -> C6H10O9"
1097,235.1654,2.54,5.29,"Artifact","[13]C1C14H22O2",-0.28,"Valerenic acid C15H22O2 + [13]C1C-1 -> [13]C1C14H22O2"
1098,582.1113,2.54,5.02,"Artifact","C18H32O17P2",0.3,"Tartaric acid C4H6O6 + Peak 1063 -> C18H32O17P2"
1099,484.3401,2.54,4.72,"Artifact","C27H48O7",-0.2,"3,<U+200B>4-<U+200B>Dimethyl-<U+200B>5-<U+200B>pentyl-2-<U+200B>furantridecanoic acid C24H42O3 + C1H2O2 -> C25H44O5 + C2H4O2 -> C27H48O7"
1100,385.2831,2.54,4.51,"Metabolite","C21H39N1O5",-0.72,"3-Hydroxy-cis-5-tetradecenoylcarnitine C21H39N1O5"
1101,254.0639,2.54,4.5,"Artifact","Ring_artifact_C16H30O2",-0.11,"C16:1 C16H30O2 + Ring_artifact -> Ring_artifact_C16H30O2"
1102,225.039,2.54,5.77,"Metabolite","C8H7N3O5",-1.91,"Furazolidone C8H7N3O5"
1103,244.0607,2.54,5,"Artifact","C10H18Ni1O3",0.97,"(Z)-4-Heptenal C7H12O1 + C2H2Ni1O2 -> C9H14Ni1O3 - C1O2 -> C8H14Ni1O1 + C2H4O2 -> C10H18Ni1O3"
1104,340.2614,2.54,5.07,"Artifact","C20H36O4",-0.12,"Linoleic acid C18H32O2 + C2H4O2 -> C20H36O4"
1105,225.181,2.54,4.95,"Artifact","[13]C1C13H24O2",-0.07,"Goshuyic acid C14H24O2 + [13]C1C-1 -> [13]C1C13H24O2"
1106,164.0474,2.54,4.8,"Metabolite","C9H8O3",-0.34,"m-Coumaric acid C9H8O3"
1107,510.0894,2.54,4.65,"Artifact","C17H27N2O10P1S1Si1",-0.14,"Methanethiol C1H4S1 + C3H8O3Si1 - H2O1 -> C4H10O2S1Si1 + Peak 1206 -> C15H23N2O8P1S1Si1 + C2H4O2 -> C17H27N2O10P1S1Si1"
1108,228.0294,2.54,4.51,"Artifact","C9H14Ni1O3",1.04,"(Z)-4-Heptenal C7H12O1 + C2H2Ni1O2 -> C9H14Ni1O3"
1109,92.02698,2.54,4.56,"Unknown","Unknown",0.04,"Unknown"
1110,373.1318,2.54,5.03,"Putative metabolite","C23H19N1O4",-1.05,"Cepharadione A C18H11N1O4 + C5H8 -> C23H19N1O4"
1111,252.0669,2.55,5.6,"Putative metabolite","C9H16O6S1",-0.56,"Tetrahydrofurfuryl butyrate C9H16O3 + O3S1 -> C9H16O6S1"
