peak_id,id,medMz,medRt,log10_inten,class,formula,ppm_error,score_known_rt,score_MS2,level,accession,annotation
1858,2996,192.57567645233055,8.06,6.26,Artifact,C10.5H10.5N0.5O3,0,0,,,HMDB0032878,No edge connections.
1859,2997,198.06107645233055,8.06,5.97,Putative metabolite,C5H11N1O7,-1.01,0,,4,,HMDB0245891 3-Hydroxy-L-aspartic acid C4H7N1O5 + H2O1 -> C4H9N1O6 + C1H2O1 -> C5H11N1O7
1860,2999,252.17057645233055,8.06,5.65,Metabolite,C13H21N3O2,0.4,,,3,HMDB0256787,HMDB0256787 Procainamide 4-hydroxylamine C13H21N3O2
1861,3000,261.09207645233056,8.06,5.65,Metabolite,C15F1H13O3,0.38,,,3,HMDB0060917,HMDB0060917 4'-Hydroxyflurbiprofen C15F1H13O3
1862,3001,287.0910764523306,8.06,5.79,Metabolite,C16H14O5,1.05,,,3,HMDB0249370,"HMDB0249370 (6As,11bS)-7,11b-dihydro-6H-indeno[2,1-c]chromene-3,6a,9,10-tetrol C16H14O5"
1863,3003,310.1073764523306,8.06,6.36,Metabolite,C18H15N1O4,0,,,3,HMDB0038584,HMDB0038584 Piperolactam C C18H15N1O4
1864,3004,367.2517764523306,8.06,5.93,Artifact,[13]C1C16H35N1O7,0.55,0,,,,Peak 1846 C17H35N1O7 + [13]C1C-1 -> [13]C1C16H35N1O7
1865,3005,368.16657645233056,8.06,6.71,Putative metabolite,C22F1H22N1O3,-2.45,0,,4,,"HMDB0250816 N-(2,5-Dimethoxybenzyl)-N-(5-fluoro-2-phenoxyphenyl)acetamide C23F1H22N1O4 - C1O1 -> C22F1H22N1O3"
1866,3006,369.16997645233056,8.06,5.77,Metabolite,C22H24O5,-0.81,,,3,HMDB0250955,HMDB0250955 Dehydroglyasperin D C22H24O5
1867,3007,370.18217645233057,8.06,6.32,Putative metabolite,C22F1H24N1O3,-2.44,0,,4,,"HMDB0250011 (4R,6S)-6-[(E)-2-[2-(4-Fluoro-3-methylphenyl)-4,6-dimethylphenyl]ethenyl]-4-hydroxyoxan-2-one C22F1H23O3 + H1N1 -> C22F1H24N1O3"
1868,3008,372.1797764523306,8.06,5.41,Metabolite,C21H25N1O5,2.16,,,3,HMDB0250401,"HMDB0250401 1,2,3,10-Tetramethoxy-7-(methylamino)-6,7-dihydro-5H-benzo[a]heptalen-9-one C21H25N1O5"
1869,3009,384.1440764523306,8.06,6.45,Metabolite,C21H21N1O6,0.26,,,3,HMDB0253237,HMDB0253237 Hydrastine C21H21N1O6
1870,3010,386.15977645233056,8.06,6.04,Metabolite,C21H23N1O6,0,,,3,HMDB0250402,HMDB0250402 Colchiceine C21H23N1O6
1871,3011,406.1259764523306,8.06,5.88,Artifact,C21H20N1Na1O6,0.25,0,,,,HMDB0253237 Hydrastine C21H21N1O6 + H-1Na1 -> C21H20N1Na1O6
1872,3012,412.1303764523306,8.06,5.86,Artifact,C22F1H20N1Na2O3,-1.95,0,,,,Peak 1865 C22F1H22N1O3 + H-2Na2 -> C22F1H20N1Na2O3
1873,3013,428.1078764523306,8.06,5.67,Artifact,C21H19N1Na2O6,0.47,0,,,,HMDB0253237 Hydrastine C21H21N1O6 + H-2Na2 -> C21H19N1Na2O6
1874,3014,457.1929764523306,8.06,5.38,Putative metabolite,C19H28N4O9,-0.22,0,,4,,HMDB0011105 5-Acetylamino-6-formylamino-3-methyluracil C8H10N4O4 + C6H10O5 -> C14H20N4O9 + C5H8 -> C19H28N4O9
1875,3015,521.1768764523305,8.06,5.71,Artifact,C30F2H26O6,0.19,0,,,HMDB0060917,HMDB0060917 4'-Hydroxyflurbiprofen C15F1H13O3 * 2 -> C30F2H26O6
1876,3016,527.1812764523305,8.06,5.41,Putative metabolite,C22H30N4O9S1,-1.33,0,,4,,HMDB0060982 hydroxytorsemide C16H20N4O4S1 + C6H10O5 -> C22H30N4O9S1
1877,3017,543.1585764523305,8.06,5.6,Artifact,C30F2H25Na1O6,0.74,0,,,,HMDB0060917 4'-Hydroxyflurbiprofen C15F1H13O3 * 2 -> C30F2H26O6 + H-1Na1 -> C30F2H25Na1O6
1878,3018,545.1743764523305,8.06,5.53,Putative metabolite,C19H33N2O14P1,-0.37,0,,4,,HMDB0001308 5'-Phosphoribosyl-N-formylglycinamide C8H15N2O9P1 + C6H10O5 -> C14H25N2O14P1 + C5H8 -> C19H33N2O14P1
1879,3019,73.08419645233057,8.09,6.36,Artifact,MS2_fragment_C9H19N3O1,-1.94,0,,,,Peak 1950 C9H19N3O1 - Experiment_MS2_fragment -> MS2_fragment_C9H19N3O1
1880,3020,118.08777645233057,8.09,6.18,Unknown,Unknown,0,,,,,Unknown
1881,3023,199.15657645233057,8.09,6.71,Artifact,C11H20N1O2,0.5,0,,,HMDB0241955,Peak 1907 C22H40N2O4 / 2 -> C11H20N1O2
1882,3024,199.65827645233057,8.09,6.04,Artifact,[13]C0.5C10.5H20N1O2,0.5,0,,,,No edge connections.
1883,3025,214.03857645233055,8.09,6,Metabolite,C5H11N1O6S1,-2.82,,,3,HMDB0258739,HMDB0258739 Taurine lactate C5H11N1O6S1
1884,3027,270.08867645233056,8.09,5.62,Artifact,C16H13O4,0,0,,,,HMDB0254403 Medicarpin C16H14O4 - H1 -> C16H13O4
1885,3028,285.0531764523306,8.09,5.56,Putative metabolite,C14F4H8O2,0.35,0,,4,,HMDB0257284 Robenacoxib C16F4H13N1O2 - C2H2O1 -> C14F4H11N1O1 - H3N1O-1 -> C14F4H8O2
1886,3029,287.0687764523306,8.09,5.63,Putative metabolite,C14F4H10O2,0.7,0,,4,,HMDB0257284 Robenacoxib C16F4H13N1O2 - C2H2O1 -> C14F4H11N1O1 + H-1N-1O1 -> C14F4H10O2
1887,3030,294.12987645233056,8.09,6.15,Putative metabolite,C16F2H17N1O2,0.34,0,,4,,HMDB0252307 Flobufen C17F2H14O3 + H3N1 -> C17F2H17N1O3 - C1O1 -> C16F2H17N1O2
1888,3031,296.14547645233057,8.09,6.15,Putative metabolite,C10H21N3O7,-0.68,0,,4,,HMDB0244676 N-(2-Hydroxyethyl)ethylenediaminetriacetic acid C10H18N2O7 + H3N1 -> C10H21N3O7
1889,3032,307.0350764523306,8.09,5.75,Artifact,C5H12N2Na2O10,2.94,0,,,,Peak 1951 C5H13N1O7 + N1Na1O3 -> C5H13N2Na1O10 + H-1Na1 -> C5H12N2Na2O10
1890,3033,312.12307645233057,8.09,6.3,Metabolite,C18H17N1O4,0,,,3,HMDB0030217,HMDB0030217 Launobine C18H17N1O4
1891,3034,328.0953764523306,8.09,5.51,Artifact,C16F4H13N1O2,0.31,0,,,,Peak 1886 C14F4H10O2 + C2H3N1 -> C16F4H13N1O2
1892,3035,372.1978764523306,8.09,6.04,Putative metabolite,C13H29N3O9,-0.54,0,,4,,HMDB0249120 beta-D-glucosaminyl-(1->4)-beta-D-glucosamine C12H24N2O9 + C1H2O1 -> C13H26N2O10 + H3N1O-1 -> C13H29N3O9
1893,3036,408.1417764523306,8.09,5.65,Artifact,C21H22N1Na1O6,0,0,,,,HMDB0250402 Colchiceine C21H23N1O6 + H-1Na1 -> C21H22N1Na1O6
1894,3037,72.07989645233057,8.12,5.6,Unknown,Unknown,0,,,,,Unknown
1895,3039,104.10897645233057,8.12,6.45,Unknown,Unknown,0,,,,,Unknown
1896,3041,105.11307645233057,8.12,6.08,Putative metabolite,C3H12N4,3.84,0,,4,,HMDB0039228 (3-Aminopropoxy)guanidine C4H12N4O1 - C1O1 -> C3H12N4
1897,3047,120.09287645233057,8.12,5.28,Unknown,Unknown,0,,,,,Unknown
1898,3048,216.11307645233055,8.12,5.94,Metabolite,C12H13N3O1,0.46,,,3,HMDB0250504,"HMDB0250504 3-(1,2,5,6-Tetrahydropyrid-4-yl)pyrrolo(3,2-b)pyrid-5-one C12H13N3O1"
1899,3049,239.08757645233055,8.12,5.76,Artifact,C7H14N2O7,-0.84,0,,,,Peak 1859 C5H11N1O7 + C2H3N1 -> C7H14N2O7
1900,3050,257.0808764523306,8.12,5.81,Metabolite,C15H12O4,0,,,3,HMDB0005760,HMDB0005760 Dihydrodaidzein C15H12O4
1901,3051,269.0807764523306,8.12,5.89,Metabolite,C16H12O4,0.37,,,3,HMDB0005808,HMDB0005808 Formononetin C16H12O4
1902,3052,271.0964764523306,8.12,5.86,Metabolite,C16H14O4,0,,,3,HMDB0254403,HMDB0254403 Medicarpin C16H14O4
1903,3053,298.1611764523306,8.12,5.88,Putative metabolite,C10H23N3O7,-1.01,0,,4,,HMDB0244676 N-(2-Hydroxyethyl)ethylenediaminetriacetic acid C10H18N2O7 + H3N1 -> C10H21N3O7 + H2 -> C10H23N3O7
1904,3054,315.1401764523306,8.12,5.54,Putative metabolite,C19F1H19O3,-3.5,0,,4,,HMDB0252407 Flurbiprofen axetil C19F1H19O4 - O1 -> C19F1H19O3
1905,3055,332.0893764523306,8.12,5.48,Metabolite,C13H18N1O7P1,0,,,3,HMDB0252708,HMDB0252708 Ggstop C13H18N1O7P1
1906,3056,392.1641764523306,8.12,5.91,Artifact,C22F1H23N1Na1O3,-2.3,0,,,,Peak 1867 C22F1H24N1O3 + H-1Na1 -> C22F1H23N1Na1O3
1907,3057,397.3059764523306,8.12,6.65,Putative metabolite,C22H40N2O4,0.25,0,,4,,HMDB0002304 Leukotriene B4 ethanolamide C22H37N1O4 + H3N1 -> C22H40N2O4
1908,3058,398.3092764523306,8.12,6,Artifact,[13]C1C21H40N2O4,0.5,0,,,,Peak 1907 C22H40N2O4 + [13]C1C-1 -> [13]C1C21H40N2O4
1909,3059,96.08079645233057,8.14,5.36,Metabolite,C6H9N1,-0.21,,,3,HMDB0032973,"HMDB0032973 2,5-Dimethyl-1H-pyrrole C6H9N1"
1910,3060,104.10467645233057,8.14,6.43,Unknown,Unknown,0,,,,,Unknown
1911,3062,105.10397645233057,8.14,6.4,Unknown,Unknown,0,,,,,Unknown
1912,3063,105.11027645233057,8.14,7.6,Unknown,Unknown,0,,,,,Unknown
1913,3064,106.11117645233057,8.14,6.11,Unknown,Unknown,0,,,,,Unknown
1914,3065,106.11367645233057,8.14,5.92,Unknown,Unknown,0,,,,,Unknown
1915,3067,394.1797764523306,8.14,5.73,Metabolite,C19H27N3O4S1,-0.76,,,3,HMDB0252924,"HMDB0252924 1H-Indole-3-carboxylic acid, 1-methyl-, (1-(2-((methylsulfonyl)amino)ethyl)-4-piperidinyl)methyl ester C19H27N3O4S1"
1916,3068,452.1632764523306,8.14,5.28,Artifact,[13]C1C20H20N7O5,-0.22,0,,,,Peak 1916 C21H21N7O5 - H1 -> C21H20N7O5 + [13]C1C-1 -> [13]C1C20H20N7O5
1917,3069,525.2077764523306,8.14,5.51,Putative metabolite,C24H32N2O11,0.19,0,,4,,HMDB0249622 Amosulalol C18H24N2O5S1 + C6H8O6 -> C24H32N2O11S1 - S1 -> C24H32N2O11
1918,3070,90.09139645233057,8.17,6.28,Metabolite,C4H11N1O1,-0.67,,,3,HMDB0244974,HMDB0244974 2-Amino-2-methyl-1-propanol C4H11N1O1
1919,3074,238.08627645233057,8.17,5.51,Metabolite,C15H11N1O2,0,,,3,HMDB0243816,HMDB0243816 1-Amino-2-methylanthraquinone C15H11N1O2
1920,3075,254.00857645233054,8.17,5.32,Putative metabolite,C6H11N3O2S3,0,0,,4,,HMDB0011610 5-Taurinomethyl-2-thiouridine C12H19N3O8S2 + S1 -> C12H19N3O8S3 - C6H8O6 -> C6H11N3O2S3
1921,3077,318.12737645233057,8.17,5.48,Artifact,C10H20N3Na1O7,-0.63,0,,,,Peak 1888 C10H21N3O7 + H-1Na1 -> C10H20N3Na1O7
1922,3078,374.2134764523306,8.17,5.74,Metabolite,C22F1H28N1O3,-2.41,,,3,HMDB0242485,"HMDB0242485 (2,3-Dimethoxyphenyl)-[1-[2-(4-fluorophenyl)ethyl]piperidin-4-yl]methanol C22F1H28N1O3"
1923,3079,394.1018764523306,8.17,5.4,Metabolite,C20H15N3O6,3.82,,,3,HMDB0257013,HMDB0257013 Q-100035 C20H15N3O6
1924,3080,433.1666764523306,8.17,5.85,Putative metabolite,C14H28N2O13,-0.69,0,,4,,HMDB0032293 N-Gluconyl ethanolamine C8H17N1O7 + C6H8O6 -> C14H25N1O13 + H3N1 -> C14H28N2O13
1925,3081,449.1440764523306,8.17,5.76,Metabolite,C22H24O10,0.22,,,3,HMDB0302696,HMDB0302696 Sakuranin C22H24O10
1926,3082,451.15977645233056,8.17,5.99,Artifact,C21H20N7O5,0.22,0,,,,Peak 1916 C21H21N7O5 - H1 -> C21H20N7O5
1927,3083,529.1968764523306,8.17,5.41,Putative metabolite,C22H32N4O9S1,-1.14,0,,4,,HMDB0060982 hydroxytorsemide C16H20N4O4S1 + C6H10O5 -> C22H30N4O9S1 + H2 -> C22H32N4O9S1
1928,3084,588.1924764523305,8.17,5.45,Putative metabolite,C25H33N1O15,-0.34,0,,4,,HMDB0255614 Ninhydrin C9H6O4 + C11H17N1O8 -> C20H23N1O12 + C6H10O5 -> C26H33N1O17 - C1O2 -> C25H33N1O15
1929,3086,116.10687645233057,8.2,5.61,Metabolite,C6H13N1O1,0.87,,,3,HMDB0244989,HMDB0244989 2-Amino-4-methylpentanal C6H13N1O1
1930,3087,151.08647645233054,8.2,5.93,Metabolite,C8H10N2O1,0.67,,,3,HMDB0254625,HMDB0254625 N-Methyl-n-benzylnitrosamine C8H10N2O1
1931,3088,156.10177645233057,8.2,5.34,Metabolite,C8H13N1O2,0.64,,,3,HMDB0248936,HMDB0248936 bemegride C8H13N1O2
1932,3089,158.09237645233057,8.2,6.04,Metabolite,C6H11N3O2,0,,,3,HMDB0259734,HMDB0259734 V-Pyrro/NO C6H11N3O2
1933,3090,160.09677645233054,8.2,5.77,Metabolite,C7H13N1O3,0,0,,3,HMDB0000678,HMDB0000678 Isovalerylglycine C7H13N1O3
1934,3094,241.10327645233056,8.2,6.18,Putative metabolite,C13F2H14O2,0.83,0,,4,,HMDB0060951 fluorobenzoylpropionic acid C10F2H8O3 + C5H8 -> C15F2H16O3 - C2H2O1 -> C13F2H14O2
1935,3095,273.11197645233057,8.2,5.23,Metabolite,C16H16O4,0.74,,,3,HMDB0004810,HMDB0004810 5C-aglycone C16H16O4
1936,3096,314.13867645233057,8.2,5.98,Artifact,C18H19N1O4,0,0,,,,HMDB0004810 5C-aglycone C16H16O4 + C2H3N1 -> C18H19N1O4
1937,3097,317.15567645233057,8.2,5.58,Putative metabolite,C10H24N2O9,-0.63,0,,4,,"HMDB0255397 2,3,4,5-Tetrahydroxy-6-(1,2,3,4-tetrahydroxybutyl)oxane-2-carbaldehyde C10H18O10 + H3N1 -> C10H21N1O10 + H3N1O-1 -> C10H24N2O9"
1938,3098,320.11897645233057,8.2,6,Putative metabolite,C12H22N3O3P1S1,0.63,0,,4,,HMDB0256600 Pirimiphos-methyl C11H20N3O3P1S1 + C1H2 -> C12H22N3O3P1S1
1939,3099,336.09657645233057,8.2,5.77,Putative metabolite,C9H23N1O8P2,1.79,0,,4,,HMDB0255543 Neridronic acid C6H17N1O7P2 + C1H2O1 -> C7H19N1O8P2 + C2H4 -> C9H23N1O8P2
1940,3100,360.7511764523306,8.2,6.23,Unknown,Unknown,0,,,,,Unknown
1941,3101,435.18217645233057,8.2,6.04,Metabolite,C24F1H23N4O3,1.15,,,3,HMDB0255929,HMDB0255929 Olaparib C24F1H23N4O3
1942,3102,437.1978764523306,8.2,5.8,Putative metabolite,C24F1H25N4O3,1.15,0,,4,,HMDB0255929 Olaparib C24F1H23N4O3 + H2 -> C24F1H25N4O3
1943,3103,533.1501764523306,8.2,5.61,Artifact,C24F1H25N4O7S1,-0.19,0,,,,HMDB0255929 Olaparib C24F1H23N4O3 + H2O4S1 -> C24F1H25N4O7S1
1944,3104,535.1658764523305,8.2,5.91,Artifact,C24F1H27N4O7S1,-0.37,0,,,,Peak 1942 C24F1H25N4O3 + H2O4S1 -> C24F1H27N4O7S1
1945,3105,81.04479645233057,8.23,5.83,Artifact,C4H4N2,-0.87,0,,,HMDB0000235,HMDB0000235 Thiamine C12H16N4O1S1 - Library_MS2_fragment -> C4H4N2
1946,3106,122.07117645233058,8.23,7.41,Artifact,C6H7N3,0.83,0,,,HMDB0000235,HMDB0000235 Thiamine C12H16N4O1S1 - Library_MS2_fragment -> C6H7N3
1947,3107,123.07447645233057,8.23,6.18,Artifact,[13]C1C5H7N3,1.64,0,,,,HMDB0000235 Thiamine C12H16N4O1S1 - Library_MS2_fragment -> C6H7N3 + [13]C1C-1 -> [13]C1C5H7N3
1948,3108,144.04767645233056,8.23,6.97,Metabolite,C6H9N1O1S1,0.7,,0.6329692607975078,2.1,HMDB0032985,HMDB0032985 5-(2-Hydroxyethyl)-4-methylthiazole C6H9N1O1S1
1949,3109,157.09707645233055,8.23,6.04,Metabolite,C7H12N2O2,0.64,,,3,HMDB0242468,HMDB0242468 (2-Ethylcrotonoyl)urea C7H12N2O2
1950,3113,186.15997645233057,8.23,6.73,Putative metabolite,C9H19N3O1,0.54,0,,4,,HMDB0251389 Dimethyl pimelimidate C9H18N2O2 - H-1N-1O1 -> C9H19N3O1
1951,3114,200.07667645233056,8.23,5.88,Artifact,MS2_fragment_C24F1H23N4O3,-0.5,0,,,HMDB0255929,HMDB0255929 Olaparib C24F1H23N4O3 - Experiment_MS2_fragment -> MS2_fragment_C24F1H23N4O3
1952,3118,265.1115764523306,8.23,8.34,Metabolite,C12H16N4O1S1,0.76,0,0.8545722913901255,2.1,HMDB0000235,HMDB0000235 Thiamine C12H16N4O1S1
1953,3119,266.1088764523306,8.23,6.43,Artifact,[15]N1C12H16N3O1S1,-0.38,0,,,,HMDB0000235 Thiamine C12H16N4O1S1 + [15]N1N-1 -> [15]N1C12H16N3O1S1
1954,3120,266.1149764523306,8.23,7.43,Artifact,[13]C1C11H16N4O1S1,0.38,0,,,,HMDB0000235 Thiamine C12H16N4O1S1 + [13]C1C-1 -> [13]C1C11H16N4O1S1
1955,3121,267.10747645233056,8.23,6.98,Artifact,[34]S1C12H16N4O1,0.38,0,,,,HMDB0000235 Thiamine C12H16N4O1S1 + [34]S1S-1 -> [34]S1C12H16N4O1
1956,3122,267.1272764523306,8.23,6.38,Putative metabolite,C12H18N4O1S1,0.38,0,,4,,HMDB0247517 N-(2-(Methylamino)ethyl)-5-isoquinolinesulfonamide C12H15N3O2S1 + H3N1O-1 -> C12H18N4O1S1
1957,3125,361.25327645233057,8.23,5.8,Putative metabolite,C18H36N2O3S1,-3.61,0,,4,,HMDB0013648 Palmitoleoylethanolamde C18H35N1O2 - H-1N-1O1 -> C18H36N2O1 - O1 -> C18H36N2 + O3S1 -> C18H36N2O3S1
1958,3126,516.1598764523305,8.23,5.57,Putative metabolite,C18H26N7O9P1,0.78,0,,4,,HMDB0028695 Alanylproline C8H14N2O3 + C10H12N5O6P1 -> C18H26N7O9P1
1959,3132,245.14947645233056,8.26,5.88,Metabolite,C11H20N2O4,0.41,,,3,HMDB0242584,"HMDB0242584 (2R,4S)-1-Tert-Butyl 2-methyl 4-aminopyrrolidine-1,2-dicarboxylate C11H20N2O4"
1960,3138,113.10727645233057,8.29,6.79,Artifact,C6H12N2,0,0,,,HMDB0000235,HMDB0002064 N-Acetylputrescine C6H14N2O1 - H2O1 -> C6H12N2
1961,3140,249.04547645233055,8.29,5.63,Putative metabolite,C8H13N2O3P1S1,0.81,0,,4,,HMDB0031783 Etrimfos C10H17N2O4P1S1 - C1H2O1 -> C9H15N2O3P1S1 - C1H2 -> C8H13N2O3P1S1
1962,3142,713.3713764523305,8.29,5.28,Unknown,Unknown,0,,,,,Unknown
1963,3143,119.10717645233058,8.32,5.26,Metabolite,C6H14O2,-4.23,,,3,HMDB0031327,HMDB0031327 2-Butoxyethanol C6H14O2
1964,3144,130.09737645233056,8.32,6.38,Putative metabolite,C5H11N3O1,0.77,0,,4,,HMDB0033458 N-Carbamoylputrescine C5H13N3O1 - H2 -> C5H11N3O1
1965,3145,131.11777645233056,8.32,5.66,Metabolite,C6H14N2O1,0.77,0,,3,HMDB0002064,HMDB0002064 N-Acetylputrescine C6H14N2O1
1966,3150,308.1090764523306,8.32,5.4,Metabolite,C10H17N3O8,-0.65,,,3,HMDB0029450,HMDB0029450 Aspergillomarasmine A C10H17N3O8
1967,3151,310.1247764523306,8.32,5.58,Putative metabolite,C10H19N3O8,-0.97,0,,4,,HMDB0029450 Aspergillomarasmine A C10H17N3O8 + H2 -> C10H19N3O8
1968,3152,326.1022764523306,8.32,5.93,Metabolite,C18H15N1O5,0,,0,3,HMDB0033193,HMDB0033193 Avenanthramide L C18H15N1O5
1969,3153,332.32327645233056,8.32,5.08,Unknown,Unknown,0,,,,,Unknown
1970,3154,400.1387764523306,8.32,5.18,Metabolite,C21H21N1O7,0.75,,,3,HMDB0033440,HMDB0033440 Narcotoline C21H21N1O7
1971,3155,409.03837645233057,8.32,5.23,Putative metabolite,C16F3H15O5S2,0.49,0,,4,,HMDB0302979 Phospholipase C16F3H16N1O2S1 - H1N1 -> C16F3H15O2S1 + O3S1 -> C16F3H15O5S2
1972,3156,414.1183764523306,8.32,5.4,Putative metabolite,C21H19N1O8,0,0,,4,,HMDB0248145 Alizarin complexone C19H15N1O8 + C2H4 -> C21H19N1O8
1973,3157,447.1458764523306,8.32,5.85,Putative metabolite,C14H26N2O14,-0.45,0,,4,,No edge connections.
1974,3158,449.16157645233056,8.32,6,Metabolite,C26Cl1H25N2O3,2.45,,,3,HMDB0254125,HMDB0254125 Lirequinil C26Cl1H25N2O3
1975,3160,463.1233764523306,8.32,5.85,Metabolite,C22H22O11,0.22,,,3,HMDB0257805,"HMDB0257805 5-Hydroxy-3-(4-hydroxyphenyl)-6-methoxy-7-[(2S,4S,5S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one C22H22O11"
1976,3161,465.1390764523306,8.32,5.9,Metabolite,C22H24O11,0.22,,,3,HMDB0037535,HMDB0037535 Hesperetin 5-O-glucoside C22H24O11
1977,3162,497.9812764523306,8.32,5.11,Unknown,Unknown,0,,,,,Unknown
1978,3163,146.16507645233057,8.34,6.26,Artifact,C7H19N3,0.69,0,,,HMDB0001256,HMDB0001256 Spermine C10H26N4 - Library_MS2_fragment -> C7H19N3
1979,3167,219.09747645233057,8.34,5.52,Artifact,C8H14N2O5,0.46,0,,,,HMDB0248936 bemegride C8H13N1O2 + H1N1O3 -> C8H14N2O5
1980,3169,249.99987645233057,8.34,5.11,Artifact,MS2_fragment_C14H19N4O14P1,0,0,,,,Peak 2034 C14H19N4O14P1 - Experiment_MS2_fragment -> MS2_fragment_C14H19N4O14P1
1981,3170,257.2334764523306,8.34,5,Putative metabolite,C13H28N4O1,0.39,0,,4,,HMDB0028954 Lysylisoleucine C12H25N3O3 - H-1N-1O1 -> C12H26N4O2 - C1O2 -> C11H26N4 + C2H2O1 -> C13H28N4O1
1982,3173,285.0167764523306,8.34,5.63,Putative metabolite,C9H17I1S1,0.35,0,,4,,HMDB0243908 1-Iodononane C9H19I1 - H2 -> C9H17I1 + S1 -> C9H17I1S1
1983,3174,297.2760764523306,8.34,6.11,Unknown,Unknown,0,,,,,Unknown
1984,3175,324.0865764523306,8.34,5.72,Putative metabolite,C18H13N1O5,0.31,0,,4,,HMDB0033193 Avenanthramide L C18H15N1O5 - H2 -> C18H13N1O5
1985,3176,330.0911764523306,8.34,5.04,Artifact,C10H16N3Na1O8,-1.22,0,,,,HMDB0029450 Aspergillomarasmine A C10H17N3O8 + H-1Na1 -> C10H16N3Na1O8
1986,3179,396.1250764523306,8.34,5.59,Putative metabolite,C23F1H14N5O1,1.01,0,,4,,HMDB0249595 Capmatinib C23F1H17N6O1 - H3N1 -> C23F1H14N5O1
1987,3180,398.1407764523306,8.34,5.72,Putative metabolite,C23F1H16N5O1,1.01,0,,4,,HMDB0249595 Capmatinib C23F1H17N6O1 - H1N1 -> C23F1H16N5O1
1988,3181,412.1025764523306,8.34,5.18,Putative metabolite,C14H17N7O6S1,1.95,0,,4,,HMDB0248279 Ambazone C8H11N7S1 + C6H8O6 -> C14H19N7O6S1 - H2 -> C14H17N7O6S1
1989,3182,420.1227764523306,8.34,5.57,Artifact,C23F1H15N5Na1O1,0.72,0,,,,Peak 1987 C23F1H16N5O1 + H-1Na1 -> C23F1H15N5Na1O1
1990,3183,434.0719764523306,8.34,5.38,Artifact,C23Ca1F1H12N5O1,1.15,0,,,,Peak 1986 C23F1H14N5O1 + Ca1H-2 -> C23Ca1F1H12N5O1
1991,3184,434.0844764523306,8.34,5.26,Metabolite,C17H16N5O7P1,3.46,,,3,HMDB0247038,HMDB0247038 Bz-Camp C17H16N5O7P1
1992,3185,438.0853764523306,8.34,4.92,Putative metabolite,C19H19N1O9S1,0,0,,4,,HMDB0041787 Urolithin B 3-O-glucuronide C19H16O9 + H2S1 -> C19H18O9S1 + H1N1 -> C19H19N1O9S1
1993,3186,455.4168764523306,8.34,5.72,Unknown,Unknown,0,,,,,Unknown
1994,3187,455.7512764523306,8.34,5.67,Unknown,Unknown,0,,,,,Unknown
1995,3188,459.1211764523306,8.34,5.04,Artifact,C23F1H15N6O4,0,0,,,,Peak 1986 C23F1H14N5O1 + H1N1O3 -> C23F1H15N6O4
1996,3189,461.1364764523306,8.34,5.64,Artifact,C23F1H17N6O4,0.65,0,,,,Peak 1987 C23F1H16N5O1 + H1N1O3 -> C23F1H17N6O4
1997,3190,475.09837645233057,8.34,5.36,Artifact,C25Ca1F1H15N6O1,1.27,0,,,,Peak 1986 C23F1H14N5O1 + Ca1H-2 -> C23Ca1F1H12N5O1 + C2H3N1 -> C25Ca1F1H15N6O1
1998,3191,477.1140764523306,8.34,5.76,Artifact,C21H20N2O11,-0.21,0,,,,Peak 1972 C21H19N1O8 + H1N1O3 -> C21H20N2O11
1999,3192,528.1235764523306,8.34,5.76,Putative metabolite,C18H22N7O10P1,0.57,0,,4,,HMDB0032055 N-Acetylhistidine C8H11N3O3 + C10H12N5O6P1 -> C18H23N8O9P1 + H-1N-1O1 -> C18H22N7O10P1
2000,3193,616.1508764523305,8.34,5.62,Putative metabolite,C18H31N7O13P2,3.09,0,,4,,"HMDB0001888 N,N-Dimethylformamide C3H7N1O1 + C15H21N5O13P2 -> C18H28N6O14P2 + H3N1O-1 -> C18H31N7O13P2"
2001,3194,125.98617645233057,8.37,5.56,Artifact,C3Ca1H3N1O2,0.8,0,,,,HCN C1H1N1 + C2Ca1H2O2
2002,3197,203.22287645233055,8.37,6.49,Metabolite,C10H26N4,0.49,,0.7506210035870514,2.1,HMDB0001256,HMDB0001256 Spermine C10H26N4
2003,3198,204.22627645233055,8.37,5.49,Artifact,[13]C1C9H26N4,0.49,0,,,,HMDB0001256 Spermine C10H26N4 + [13]C1C-1 -> [13]C1C9H26N4
2004,3200,215.22287645233055,8.37,6.08,Putative metabolite,C11H26N4,0.47,0,0.2644882442290877,4,,HMDB0028954 Lysylisoleucine C12H25N3O3 - H-1N-1O1 -> C12H26N4O2 - C1O2 -> C11H26N4
2005,3203,237.20727645233055,8.37,5.46,Putative metabolite,C13H24N4,0.42,0,,4,,HMDB0003334 Symmetric dimethylarginine C8H18N4O2 + C5H8 -> C13H26N4O2 - O1 -> C13H26N4O1 - H2O1 -> C13H24N4
2006,3204,239.05117645233057,8.37,5.43,Putative metabolite,C6H10N2O8,-0.84,0,,4,,HMDB0246676 Propylenediamine tetra-acetic acid C11H18N2O8 - C5H8 -> C6H10N2O8
2007,3205,255.02877645233056,8.37,5.46,Metabolite,C6H10N2O7S1,-2.36,,,3,HMDB0258737,HMDB0258737 Taurine aspartate C6H10N2O7S1
