ilp_node_id,node_id,formula,mass,rdbe,category,parent_id,parent_formula,transform,direction,steps,status,PubMed_Count,accession,FirstBlock,struct_set_id,class,score_database_origin,score_mz,score_known_rt,score_MS2,score_RDBE,score_element_ratio,score_missing_isotope_Cl,score_propagation,sum_score,log10_inten,medMz,medRt,score_class,cplex_score,ilp_solution,path
26592,1561,Unknown,131.11792354766945,0,Unknown,1561,Unknown,,0,0,,0,,,59928,Unknown,0,-0,,,0,0,,0,0,5.477121254719663,131.11792354766945,7.320000000000001,-0.5,-0.5,1,Unknown
26595,1562,C3H7N1O5S1,169.00449306399997,1,Metabolite,7519,C3H7N1O5S1,,1,0,expected,320,HMDB0002757,XVOYSCVBGLVSOL,59937,Metabolite,0.1253252516202436,-0.46632167735003416,0,,0,0,,0,-0.34099642572979055,5.204119982655925,169.00512354766946,7.320000000000001,0.1,-0.2409964,1,HMDB0002757 Cysteic acid C3H7N1O5S1
26599,1563,C10H11.5N0.5O2,170.581354113,5,Multicharge,1520,C20H23N1O4,2,-1,0.01,expected,8068,HMDB0014842,DQCKKXVULJGBQN,59957,Artifact,0,-0.022397912938958275,0,,0,0,,0,-0.022397912938958275,5.380211241711606,170.58132354766946,7.320000000000001,0,-0.0223979,1,No edge connections.
26607,1564,C13H23N1O4,257.162708226,3,Metabolite,13981,C13H23N1O4,,1,0,quantified,0,HMDB0013161,JUAQYRSUSCWTQK,59966,Metabolite,0.4,-0.04115989989028181,,,0,0,,0,0.35884010010971823,7.447158031342219,257.1626235476694,7.320000000000001,0.1,0.4588401,1,HMDB0013161 2-Hexenoylcarnitine C13H23N1O4
26612,1565,[13]C1C12H23N1O4,258.166063066,3,Natural_abundance,1564,C13H23N1O4,[13]C1C-1,1,0.01,,,,,59994,Artifact,0,-0.019134162196869205,0,,0,0,,0,-0.019134162196869205,6.6020599913279625,258.1660235476694,7.320000000000001,0,-0.0191342,1,HMDB0013161 2-Hexenoylcarnitine C13H23N1O4 + [13]C1C-1 -> [13]C1C12H23N1O4
26616,1566,[18]O1C13H23N1O3,259.166954006,3,Natural_abundance,1564,C13H23N1O4,[18]O1O-1,1,0.01,,,,,60013,Artifact,0,-0.0146904968769283,0,,0,0,,0,-0.0146904968769283,5.278753600952829,259.1669235476694,7.320000000000001,0,-0.0146905,1,HMDB0013161 2-Hexenoylcarnitine C13H23N1O4 + [18]O1O-1 -> [18]O1C13H23N1O3
26624,1567,C9H20N2O8,284.12196562,1,Metabolite,3266,C9H17N1O8,H3N1,1,1,,,,,60021,Putative metabolite,0,-0.1574709599576684,0,,0,0,,0,-0.1574709599576684,5.447158031342219,284.1223235476694,7.320000000000001,0,-0.157471,1,HMDB0000830 Neuraminic acid C9H17N1O8 + H3N1 -> C9H20N2O8
26643,1568,C17H16O5,300.099773612,10,Metabolite,175312,C17H16O5,,1,0,detected,0,HMDB0256386,BMLZFLQMBMYVHG,60082,Metabolite,0.3,-0.020799611424496985,,,0,0,,0,0.279200388575503,5.5910646070264995,300.0998235476694,7.320000000000001,0.1,0.3792004,1,HMDB0256386 Phellopterin C17H16O5
26678,1569,C14H16N4O4,304.11715503199997,9,Metabolite,222499,C14H16N4O4,,1,0,expected,0,HMDB0304688,NKVDSHYVFXEPFV,60198,Metabolite,0,-0.012940872479719596,,,0,0,,0,-0.012940872479719596,5.7558748556724915,304.1171235476694,7.320000000000001,0.1,0.0870591,1,HMDB0304688 Histamine-betaxanthin C14H16N4O4
26688,1570,C21H17Na1O4,356.10245368399995,14,Adduct,1536,C21H16O3,H1Na1O1,1,0.02,,,,,60294,Artifact,0,-0.024523725104854788,0,,0,0,,0,-0.024523725104854788,5.903089986991944,356.1025235476694,7.320000000000001,0,-0.0245237,1,Peak 1536 C21H16O3 + H1Na1O1 -> C21H17Na1O4
26718,1571,C20H24O6,360.15728848799995,9,Metabolite,177733,C20H24O6,,1,0,detected,966,HMDB0259270,DFBIRQPKNDILPW,60312,Metabolite,0.44927132370415007,-0.012168179914801784,,,0,0,,0,0.4371031437893483,5.949390006644912,360.1573235476694,7.320000000000001,0.1,0.53710310000000006,1,HMDB0259270 triptolide C20H24O6
26740,1572,C20H22N1Na1O4,363.144652854,10,Adduct,1520,C20H23N1O4,H-1Na1,1,0.01,,,,,60379,Artifact,0,-0.024333853200906162,0,,0,0,,0,-0.024333853200906162,6.041392685158225,363.1447235476694,7.320000000000001,0,-0.0243339,1,HMDB0251711 Efaproxiral C20H23N1O4 + H-1Na1 -> C20H22N1Na1O4
26775,1573,[13]C1C19H22N1Na1O4,364.148007694,10,Natural_abundance,1572,C20H22N1Na1O4,[13]C1C-1,1,0.02,,,,,60501,Artifact,0,-0.09753806303012733,0,,0,0,,0,-0.09753806303012733,5.342422680822207,364.1477235476694,7.320000000000001,0,-0.0975381,1,HMDB0251711 Efaproxiral C20H23N1O4 + [13]C1C-1 -> [13]C1C19H23N1O4 + H-1Na1 -> [13]C1C19H22N1Na1O4
26828,1574,C24H31N1Na2O6,475.1946770419999,9,Adduct,1553,C24H33N1O6,H-2Na2,1,0.01,,,,,60555,Artifact,0,-0.014071688156802124,0,,0,0,,0,-0.014071688156802124,5.672097857935717,475.19462354766944,7.320000000000001,0,-0.0140717,1,HMDB0255800 Tropolone A C24H33N1O6 + H-2Na2 -> C24H31N1Na2O6
26856,1575,C31H42N2O11,618.278860184,12,Metabolite,988,C20H25N1O3,C11H17N1O8,1,1,,,,,60580,Putative metabolite,0,-0.08827657684578948,0,,0,0,,0,-0.08827657684578948,5.568201724066995,618.2784235476695,7.320000000000001,0,-0.0882766,1,HMDB0248939 BENACTYZINE C20H25N1O3 + C11H17N1O8 -> C31H42N2O11
26865,1576,C5H11N1O7S1,229.025622432,1,Metabolite,1883,C5H11N1O6S1,O1,1,1,,,,,60591,Putative metabolite,0,-0.38266224429286605,0,,0,0,,0,-0.38266224429286605,5.342422680822207,229.02632354766945,7.35,0,-0.3826622,1,HMDB0258739 Taurine lactate C5H11N1O6S1 + O1 -> C5H11N1O7S1
26872,1577,C6H15N1O6S1,229.06200794,0,Metabolite,2638,C6H15N1O6,S1,1,1,,,,,60632,Putative metabolite,0,-0.33593942256471854,0,,0,0,,0,-0.33593942256471854,6.041392685158225,229.06262354766943,7.35,0,-0.3359394,1,"HMDB0252508 [(2S,3S,4S,5S,6R)-4,5-Dihydroxy-2,6-dimethyloxan-3-yl] hydrogen sulfate C7H14O7S1 + H1N1 -> C7H15N1O7S1 - C1O1 -> C6H15N1O6S1"
26880,1578,C14H15N1O1S1,245.08743484000001,8,Metabolite,3082,C14H16N2S1,H-1N-1O1,1,2,,,,,60683,Putative metabolite,0,-0.04524286887541248,0,,0,0,,0,-0.04524286887541248,5.2552725051033065,245.08752354766943,7.35,0,-0.0452429,1,HMDB0248029 Adrafinil C15H15N1O3S1 - C1O2 -> C14H15N1O1S1
26891,1579,MS2_fragment_C28H33N1O2,302.16861444766937,,Experiment_MS2_fragment,1542,C28H33N1O2,Experiment_MS2_fragment,-1,0.01,detected,6,HMDB0255109,IBLXOBHABOVXDY,60725,Artifact,0,-0.25197024562471815,0,,0,0,,0,-0.25197024562471815,5.3979400086720375,302.1692235476694,7.35,0,-0.2519702,1,HMDB0255109 N-Demethyl Mifepristone C28H33N1O2 - Experiment_MS2_fragment -> MS2_fragment_C28H33N1O2
26908,1580,C16H22N2O2S1,306.140198694,7,Metabolite,174123,C16H22N2O2S1,,1,0,detected,125,HMDB0255017,FVJRBJIENDRNBE,60739,Metabolite,0.40501852725587817,-0.09180992498188166,,,0,0,,0,0.3132086022739965,5.380211241711606,306.1404235476694,7.35,0.1,0.4132086,1,HMDB0255017 N-(6-Aminohexyl)-1-Naphthalenesulfonamide C16H22N2O2S1
26929,1581,[13]C1C21H34N3Na1O4S1,460.220126828,7,Natural_abundance,1589,C22H34N3Na1O4S1,[13]C1C-1,1,1.02,,,,,60804,Artifact,0,-0.05521279892630259,0,,0,0,,0,-0.05521279892630259,5.113943352306837,460.2199235476694,7.35,0,-0.0552128,1,Peak 1544 C22H35N3O4S1 + H-1Na1 -> C22H34N3Na1O4S1 + [13]C1C-1 -> [13]C1C21H34N3Na1O4S1
26964,1582,C32F2H44N2O4S1,590.298985038,11,Metabolite,2868,C16F2H14N2O3S1,C16H30O1,1,2,,,,,60825,Putative metabolite,0,-0.008154695852445182,0,,0,0,,0,-0.008154695852445182,5.531478917042255,590.2990235476694,7.35,0,-0.0081547,1,HMDB0244298 Pantoprazole sulfide C16F2H15N3O3S1 - H1N1 -> C16F2H14N2O3S1 + C16H30O1 -> C32F2H44N2O4S1
26987,1583,C30H50K1O9P1,624.28295157,6,Adduct,1590,C30H51O9P1,H-1K1,1,1.01,,,,,60866,Artifact,0,-0.05445801233145872,0,,0,0,,0,-0.05445801233145872,5.431363764158987,624.2832235476694,7.35,0,-0.054458,1,Peak 1556 C30H49O8P1 + H1K1O1 -> C30H50K1O9P1
27018,1584,C13H6O3,210.031694052,11,Metabolite,18591,C15H10O3,C2H4,-1,0,,,,,60876,Putative metabolite,0,-0.01755429671964056,0,,0,0,,0,-0.01755429671964056,5.832508912706237,210.03172354766943,7.38,0,-0.0175543,1,HMDB0243898 1-Hydroxyanthraquinone C14H8O3 - C1H2 -> C13H6O3
27027,1585,Unknown,304.1554235476694,0,Unknown,1585,Unknown,,0,0,,0,,,60915,Unknown,0,-0,,,0,0,,0,0,5.041392685158225,304.1554235476694,7.38,-0.5,-0.5,1,Unknown
27032,1586,Unknown,349.7059235476694,0,Unknown,1586,Unknown,,0,0,,0,,,60923,Unknown,0,-0,,,0,0,,0,0,5.041392685158225,349.7059235476694,7.38,-0.5,-0.5,1,Unknown
27036,1587,C18H26N2O4S1,366.161328062,7,Adduct,1580,C16H22N2O2S1,C2H4O2,1,0.01,,,,,60965,Artifact,0,-0.1350107312991133,0,,0,0,,0,-0.1350107312991133,5.361727836017593,366.1617235476694,7.38,0,-0.1350107,1,HMDB0255017 N-(6-Aminohexyl)-1-Naphthalenesulfonamide C16H22N2O2S1 + C2H4O2 -> C18H26N2O4S1
27060,1588,C24H34N1Na1O5,439.233467858,8,Adduct,1506,C24H35N1O5,H-1Na1,1,0.01,,,,,60992,Artifact,0,-0.2402794847093531,0,,0,0,,0,-0.2402794847093531,5.113943352306837,439.2326235476694,7.38,0,-0.2402795,1,HMDB0250922 Decoquinate C24H35N1O5 + H-1Na1 -> C24H34N1Na1O5
27068,1589,C22H34N3Na1O4S1,459.216771988,7,Adduct,1544,C22H35N3O4S1,H-1Na1,1,1.01,,,,,61012,Artifact,0,-0.09569545660580173,0,,0,0,,0,-0.09569545660580173,5.819543935541868,459.2171235476694,7.38,0,-0.0956955,1,Peak 1544 C22H35N3O4S1 + H-1Na1 -> C22H34N3Na1O4S1
27083,1590,C30H51O9P1,586.327069702,6,Metabolite,681,C30H50O6,H1O3P1,1,1,,,,,61020,Putative metabolite,0,-0.1393943976145642,0,,0,0,,0,-0.1393943976145642,5.146128035678238,586.3277235476695,7.38,0,-0.1393944,1,HMDB0034519 Theasapogenol A C30H50O6 + H1O3P1 -> C30H51O9P1
27091,1591,C11H15N3O2,221.11642675,6,Metabolite,171996,C11H15N3O2,,1,0,detected,37,HMDB0252444,RMFNNCGOSPBBAD,61030,Metabolite,0.3789891798308405,-0.9063111875727006,,,0,0,,0,-0.5273220077418601,5.146128035678238,221.11482354766943,7.4,0.1,-0.427322,1,HMDB0252444 Formetanate C11H15N3O2
27093,1592,C7H15N3O2,173.11642675000002,2,Metabolite,166625,C7H15N3O2,,1,0,detected,180,HMDB0246210,UYZFAUAYFLEHRC,61047,Metabolite,0.41288392874345925,-0.0023122665341789883,,,0,0,,0,0.41057166220928026,6.176091259055681,173.11642354766946,7.429999999999999,0.1,0.5105717,1,HMDB0246210 5-[(1-Iminoethyl)amino]-2-aminopentanoic acid C7H15N3O2
27098,1593,C7H11N7O2,225.097422662,6,Metabolite,4617,C6H9N7O2,C1H2,1,2,,,,,61082,Putative metabolite,0,-0.11155484758499358,0,,0,0,,0,-0.11155484758499358,5,225.09762354766943,7.429999999999999,0,-0.1115548,1,HMDB0014991 Temozolomide C6H6N6O2 + H3N1 -> C6H9N7O2 + C1H2 -> C7H11N7O2
27104,1594,C11H9N1O2S2,251.007469998,8,Metabolite,173124,C11H9N1O2S2,,1,0,detected,0,HMDB0253770,DHUAGGSHTKPOHU,61087,Metabolite,0.3,-0.37526257159109355,,,0,0,,0,-0.07526257159109356,5.342422680822207,251.00822354766944,7.429999999999999,0.1,0.0247374,1,"HMDB0253770 3,4-Dihydro-9-hydroxy-[1]benzothieno[2,3-f]-1,4-thiazepin-5(2H)-one C11H9N1O2S2"
27122,1595,C9H19N2Na1O8,306.10391024800003,1,Adduct,1567,C9H20N2O8,H-1Na1,1,1.01,,,,,61262,Artifact,0,-0.12793844625513467,0,,0,0,,0,-0.12793844625513467,5.079181246047625,306.1042235476694,7.429999999999999,0,-0.1279384,1,Peak 1567 C9H20N2O8 + H-1Na1 -> C9H19N2Na1O8
27149,1596,C17H15Na1O5,322.08171824,10,Adduct,1568,C17H16O5,H-1Na1,1,0.01,,,,,61393,Artifact,0,-0.0020599079073590825,0,,0,0,,0,-0.0020599079073590825,5.477121254719663,322.0817235476694,7.429999999999999,0,-0.0020599,1,HMDB0256386 Phellopterin C17H16O5 + H-1Na1 -> C17H15Na1O5
27185,1597,C20H25N1O9,423.15293138999994,9,Adduct,1571,C20H24O6,H1N1O3,1,0.01,,,,,61444,Artifact,0,-0.08630380644296426,0,,0,0,,0,-0.08630380644296426,5.146128035678238,423.1532235476694,7.429999999999999,0,-0.0863038,1,HMDB0259270 triptolide C20H24O6 + H1N1O3 -> C20H25N1O9
27215,1598,[13]C1C10H21N1O5,248.14532762200002,2,Natural_abundance,1605,C11H21N1O5,[13]C1C-1,1,0.01,,,,,61465,Artifact,0,-0.0020523913421402404,0,,0,0,,0,-0.0020523913421402404,5.3979400086720375,248.14532354766945,7.46,0,-0.0020524,1,HMDB0013127 3-Hydroxybutyrylcarnitine C11H21N1O5 + [13]C1C-1 -> [13]C1C10H21N1O5
27219,1599,C3H4Na2O3,133.995583308,1,Adduct,6947,C1H2O1,C2H2Na2O2,1,0,,,,,61468,Artifact,0,-0.14903507134612515,0,,0,0,,0,-0.14903507134612515,5.8750612633917,133.99542354766945,7.49,0,-0.1490351,1,Formaldehyde C1H2O1 + C2H2Na2O2
27224,1600,C7H12N2O2,156.08987764399998,3,Metabolite,163943,C7H12N2O2,,1,0,detected,17,HMDB0242468,QCUPYFTWJOZAOB,61475,Metabolite,0.3627636252551653,-0.04332145952246918,,,0,0,,0,0.3194421657326961,5.880813592280791,156.08982354766945,7.49,0.1,0.4194422,1,HMDB0242468 (2-Ethylcrotonoyl)urea C7H12N2O2
27228,1601,C6H13N3O2,159.100776686,2,Metabolite,170359,C6H13N3O2,,1,0,detected,20,HMDB0250523,UFUWQSYRGLMLKP,61497,Metabolite,0.36611096473669597,-0.041748955952421556,,,0,0,,0,0.3243620087842744,5.380211241711606,159.10072354766945,7.49,0.1,0.424362,1,HMDB0250523 Creatine ethyl ester C6H13N3O2
27233,1602,C9H18N4O2,214.14297585600002,2,Adduct,1592,C7H15N3O2,C2H3N1,1,0.01,,,,,61531,Artifact,0,-0.030533531602823648,0,,0,0,,0,-0.030533531602823648,4.903089986991944,214.14292354766945,7.49,0,-0.0305335,1,HMDB0246210 5-[(1-Iminoethyl)amino]-2-aminopentanoic acid C7H15N3O2 + C2H3N1 -> C9H18N4O2
27234,1603,C11H14N2O3,222.100442328,6,Metabolite,15777,C11H14N2O3,,1,0,detected,40,HMDB0028848,JBCLFWXMTIKCCB,61533,Metabolite,0.3806391928359868,-0.01056972826175669,,,0,0,,0,0.3700694645742301,5.924279286061882,222.10042354766944,7.49,0.1,0.4700695,1,HMDB0028848 Glycyl-Phenylalanine C11H14N2O3
27240,1604,C11H9N1O3S1,235.03031388799997,8,Metabolite,167100,C11H9N1O3S1,,1,0,detected,0,HMDB0246721,VRUKGUBMRBLJJW,61561,Metabolite,0.3,-0.1646913457463176,,,0,0,,0,0.13530865425368238,5.176091259055681,235.03062354766945,7.49,0.1,0.2353087,1,"HMDB0246721 5-(4-Methoxybenzylidene)-1,3-thiazolidine-2,4-dione C11H9N1O3S1"
27245,1605,C11H21N1O5,247.141972782,2,Metabolite,13965,C11H21N1O5,,1,0,quantified,11,HMDB0013127,UEFRDQSMQXDWTO,61587,Metabolite,0.45395906230238126,-0.0249018458938326,,,0,0,,0,0.42905721640854866,6.342422680822207,247.14192354766945,7.49,0.1,0.5290572,1,HMDB0013127 3-Hydroxybutyrylcarnitine C11H21N1O5
27253,1606,C9F1H12N1O4S2,281.019177534,4,Metabolite,2578,C9F1H10N1O4S1,H2S1,1,2,,,,,61652,Putative metabolite,0,-0.1574564829084271,0,,0,0,,0,-0.1574564829084271,5.204119982655925,281.0188235476694,7.49,0,-0.1574565,1,HMDB0246285 4-(2-Aminoethyl)benzenesulfonyl fluoride C8F1H10N1O2S1 + C1O2 -> C9F1H10N1O4S1 + H2S1 -> C9F1H12N1O4S2
27263,1607,Unknown,85.09042354766943,0,Unknown,1607,Unknown,,0,0,,0,,,61672,Unknown,0,-0,,,0,0,,0,0,5.531478917042255,85.09042354766943,7.52,-0.5,-0.5,1,Unknown
27264,1608,C5H7N1O2,113.047678474,3,Metabolite,171212,C5H7N1O2,,1,0,detected,320,HMDB0251529,DGYHPLMPMRKMPD,61680,Metabolite,0.4253252516202436,-0.060733589694583666,,,0,0,,0,0.36459166192565995,5.7558748556724915,113.04762354766943,7.52,0.1,0.4645917,1,HMDB0251529 DL-Propargylglycine C5H7N1O2
27268,1609,C6F1H7O3S2,209.982063744,3,Metabolite,3048,C6F1H7S1,O3S1,1,2,,,,,61728,Putative metabolite,0,-0.20251511276426906,0,,0,0,,0,-0.20251511276426906,5.176091259055681,209.98172354766945,7.52,0,-0.2025151,1,HMDB0256652 Phenylmethylsulfonyl fluoride C7F1H7O2S1 - C1O2 -> C6F1H7S1 + O3S1 -> C6F1H7O3S2
27273,1610,C23H18N1Na1O4,395.11335272599996,15,Adduct,1625,C23H19N1O4,H-1Na1,1,1.01,,,,,61808,Artifact,0,-0.02240549103338364,0,,0,0,,0,-0.02240549103338364,5.477121254719663,395.1134235476694,7.52,0,-0.0224055,1,Peak 1625 C23H19N1O4 + H-1Na1 -> C23H18N1Na1O4
27299,1611,C26H17N1O4,407.115758034,19,Metabolite,177032,C26H17N1O4,,1,0,detected,0,HMDB0258456,CJBRMXHPCVBNQY,61814,Metabolite,0.3,-0.020115184727398185,,,0,0,,0,0.2798848152726018,5.342422680822207,407.11582354766944,7.52,0.1,0.3798848,1,"HMDB0258456 8'-(Pyridin-2-ylmethoxy)spiro[2,4-dioxatricyclo[7.3.1.05,13]trideca-1(12),5,7,9(13),10-pentaene-3,4'-naphthalene]-1'-one C26H17N1O4"
27325,1612,C19H23N7O6,445.170981526,12,Metabolite,7061,C19H23N7O6,,1,0,quantified,2191,HMDB0001846,MSTNYGQPCMXVAQ,61889,Metabolite,0.5670420274906166,-0.2689916825023795,,,0,0,,0,0.2980503449882371,5.380211241711606,445.1700235476694,7.52,0.1,0.3980503,1,HMDB0001846 Tetrahydrofolic acid C19H23N7O6
27353,1613,C21H36N4O9,488.248228772,6,Metabolite,1524,C21H33N3O9,H3N1,1,2,,,,,61985,Putative metabolite,0,-0.07546767506267789,0,,0,0,,0,-0.07546767506267789,5.662757831681574,488.24852354766944,7.52,0,-0.0754677,1,"HMDB0250552 (2R,4S)-4-Carbamimidamido-3-acetamido-2-((1R,2R)-2-hydroxy-1-methoxy-3-(octanoyloxy)propyl)-3,4-dihydro-2H-pyran-6-carboxylic acid C21H36N4O8 + O1 -> C21H36N4O9"
27360,1614,Unknown,1047.5666235476695,0,Unknown,1614,Unknown,,0,0,,0,,,61987,Unknown,0,-0,,,0,0,,0,0,5.414973347970818,1047.5666235476695,7.52,-0.5,-0.5,1,Unknown
27364,1615,Unknown,1048.0679235476694,0,Unknown,1615,Unknown,,0,0,,0,,,62007,Unknown,0,-0,,,0,0,,0,0,5.8061799739838875,1048.0679235476694,7.52,-0.5,-0.5,1,Unknown
27366,1616,C6H5N9O1,219.06170587,9,Metabolite,2238,C6H3N9,H2O1,1,1,,,,,62013,Putative metabolite,0,-0.1812717951897826,0,,0,0,,0,-0.1812717951897826,5.113943352306837,219.06202354766944,7.55,0,-0.1812718,1,HMDB0259188 Tricyanmelamin C6H3N9 + H2O1 -> C6H5N9O1
27376,1617,MS2_fragment_C23H19N1O4,283.06310094766945,,Experiment_MS2_fragment,1625,C23H19N1O4,Experiment_MS2_fragment,-1,1.01,,,,,62127,Artifact,0,-0.09829963673606373,0,,0,0,,0,-0.09829963673606373,5.740362689494244,283.0633235476694,7.55,0,-0.0982996,1,Peak 1625 C23H19N1O4 - Experiment_MS2_fragment -> MS2_fragment_C23H19N1O4
27411,1618,C17F2H12O2,286.08053602399997,11,Metabolite,3179,C17F2H15N1O2,H3N1,-1,2,,,,,62253,Putative metabolite,0,-0.04914539631667855,0,,0,0,,0,-0.04914539631667855,6,286.0804235476694,7.55,0,-0.0491454,1,HMDB0252307 Flobufen C17F2H14O3 - H2O1 -> C17F2H12O2
27432,1619,C11H16N2O5S1,288.07799236200003,5,Metabolite,3066,C12H16N2O6S1,C1O1,-1,1,,,,,62352,Putative metabolite,0,-0.01353178228925543,0,,0,0,,0,-0.01353178228925543,5.278753600952829,288.07802354766943,7.55,0,-0.0135318,1,HMDB0258982 Thienamycin C11H16N2O4S1 + O1 -> C11H16N2O5S1
27455,1620,C19H10O4,302.0579088,15,Fragment,1737,C19H12O5,H2O1,-1,1.01,,,,,62562,Artifact,0,-0.006102997546727473,0,,0,0,,0,-0.006102997546727473,5.785329835010767,302.0579235476694,7.55,0,-0.006103,1,Peak 1737 C19H12O5 - H2O1 -> C19H10O4
27491,1621,[13]C1C18H10O4,303.06126364,15,Natural_abundance,1620,C19H10O4,[13]C1C-1,1,1.01,,,,,62677,Artifact,0,-0.01653639685169676,0,,0,0,,0,-0.01653639685169676,5.041392685158225,303.0612235476694,7.55,0,-0.0165364,1,Peak 1620 C19H10O4 + [13]C1C-1 -> [13]C1C18H10O4
27548,1622,C17F2H11Na1O2,308.06248065200003,11,Adduct,1618,C17F2H12O2,H-1Na1,1,1.01,,,,,62788,Artifact,0,-0.023170758447794336,0,,0,0,,0,-0.023170758447794336,5.4623979978989565,308.0624235476694,7.55,0,-0.0231708,1,Peak 1618 C17F2H12O2 + H-1Na1 -> C17F2H11Na1O2
27577,1623,C8H11N6O4P1S1,318.030010112,7,Metabolite,3977,C8H10N5O4P1S1,H1N1,1,2,,,,,62841,Putative metabolite,0,-0.12319421887548243,0,,0,0,,0,-0.12319421887548243,5.041392685158225,318.0303235476694,7.55,0,-0.1231942,1,HMDB0250624 Cyclic apt C10H12N5O5P1S1 - C2H2O1 -> C8H10N5O4P1S1 + H1N1 -> C8H11N6O4P1S1
27598,1624,C21F2H21N1O2,357.15403532199997,11,Metabolite,1403,C21F2H23N1O2,H2,-1,1,,,,,62871,Putative metabolite,0,-0.03911979128549161,0,,0,0,,0,-0.03911979128549161,5.8061799739838875,357.1539235476694,7.55,0,-0.0391198,1,HMDB0252119 Etoxazole C21F2H23N1O2 - H2 -> C21F2H21N1O2
27613,1625,C23H19N1O4,373.131408098,15,Metabolite,4273,C18H11N1O4,C5H8,1,1,,,,,62909,Putative metabolite,0,-0.005175679747610424,0,,0,0,,0,-0.005175679747610424,6.041392685158225,373.1314235476694,7.55,0,-0.0051757,1,HMDB0258731 3-[Bis(4-methoxyphenyl)methylidene]-1H-indol-2-one C23H19N1O3 + O1 -> C23H19N1O4
27634,1626,[13]C1C22H19N1O4,374.13476293799994,15,Natural_abundance,1625,C23H19N1O4,[13]C1C-1,1,1.01,,,,,63030,Artifact,0,-0.02024994584430112,0,,0,0,,0,-0.02024994584430112,5.361727836017593,374.13482354766944,7.55,0,-0.0202499,1,Peak 1625 C23H19N1O4 + [13]C1C-1 -> [13]C1C22H19N1O4
27666,1627,C21F2H20N1Na1O2,379.13597995,11,Adduct,1624,C21F2H21N1O2,H-1Na1,1,1.01,,,,,63090,Artifact,0,-0.05156538116650587,0,,0,0,,0,-0.05156538116650587,5.4623979978989565,379.1358235476694,7.55,0,-0.0515654,1,Peak 1624 C21F2H21N1O2 + H-1Na1 -> C21F2H20N1Na1O2
27687,1628,C23F2H25N1O4,417.17516469,11,Adduct,1624,C21F2H21N1O2,C2H4O2,1,1.01,,,,,63121,Artifact,0,-0.04229108732644048,0,,0,0,,0,-0.04229108732644048,5.301029995663981,417.1750235476694,7.55,0,-0.0422911,1,Peak 1624 C21F2H21N1O2 + C2H4O2 -> C23F2H25N1O4
27707,1629,C23F2H23N2Na1O2,420.162529056,11,Adduct,1627,C21F2H20N1Na1O2,C2H3N1,1,1.02,,,,,63163,Artifact,0,-0.0908899263421991,0,,0,0,,0,-0.0908899263421991,5.230448921378274,420.16222354766944,7.55,0,-0.0908899,1,Peak 1624 C21F2H21N1O2 + H-1Na1 -> C21F2H20N1Na1O2 + C2H3N1 -> C23F2H23N2Na1O2
27728,1630,Unknown,561.2437235476694,0,Unknown,1630,Unknown,,0,0,,0,,,63165,Unknown,0,-0,,,0,0,,0,0,5.623249290397901,561.2437235476694,7.55,-0.5,-0.5,1,Unknown
27731,1631,C37H66N7O17P3S1,1005.344873922,10,Metabolite,6878,C37H66N7O17P3S1,,1,0,expected,765,HMDB0001338,MNBKLUUYKPBKDU,63169,Metabolite,0.1442114384816302,-0.05599749178051048,,,0,0,,0,0.08821394670111973,5.342422680822207,1005.3444235476695,7.55,0.1,0.1882139,1,HMDB0001338 Palmityl-CoA C37H66N7O17P3S1
27744,1632,C14H15N5Na2O3S1,379.06909944,8,Adduct,1740,C12H12N4Na2O3S1,C2H3N1,1,1.02,,,,,63261,Artifact,0,-0.05800140755235502,0,,0,0,,0,-0.05800140755235502,5.380211241711606,379.0689235476694,7.570000000000001,0,-0.0580014,1,Peak 1793 C10H10N4O1S1 + C2H2Na2O2 -> C12H12N4Na2O3S1 + C2H3N1 -> C14H15N5Na2O3S1
27784,1633,C18F2H24N4O4S1,430.148632418,8,Metabolite,4559,C18F2H22N4O4S1,H2,1,2,,,,,63304,Putative metabolite,0,-0.11366119753347091,0,,0,0,,0,-0.11366119753347091,5.778151250383644,430.1490235476694,7.570000000000001,0,-0.1136612,1,HMDB0255964 Omarigliptin C17F2H20N4O3S1 + C1H2O1 -> C18F2H22N4O4S1 + H2 -> C18F2H24N4O4S1
27805,1634,[13]C1C19H22N4O6S1,447.129360034,12,Natural_abundance,1644,C20H22N4O6S1,[13]C1C-1,1,0.01,,,,,63361,Artifact,0,-0.15753653187096833,0,,0,0,,0,-0.15753653187096833,5.505149978319906,447.1299235476694,7.570000000000001,0,-0.1575365,1,HMDB0252182 Febantel C20H22N4O6S1 + [13]C1C-1 -> [13]C1C19H22N4O6S1
27849,1635,C9H7N1O1,145.052763854,7,Metabolite,16600,C9H7N1O1,,1,0,detected,157,HMDB0029737,OLNJUISKUQQNIM,63387,Metabolite,0.40993285434772114,-0.03473419731056369,,0.6762063863697394,0,0,,0,1.0514050434068969,5.929418925714293,145.05272354766944,7.6,0.1,1.151405,1,HMDB0029737 Indole-3-carboxaldehyde C9H7N1O1
27866,1636,C10H10N2,158.08439834,7,Metabolite,165871,C10H10N2,,1,0,detected,136,HMDB0245385,XTBLDMQMUSHDEN,63453,Metabolite,0.40683602835782035,-0.05913955721647809,,,0,0,,0,0.3476964711413423,5.763427993562937,158.08432354766944,7.6,0.1,0.4476965,1,"HMDB0245385 2,3-Diaminonaphthalene C10H10N2"
